,groupName,rank,UniqueWordCount,rfPred,rfClassPred,svmPred,svmClassPred
2,MalcolmX003,2,0.218301536384,3.93666666667,5,3.1106074404000004,3
3,DorothyDay258,4,0.44142614601,4.97666666667,3,4.57864198808,3
4,ACLU04,3,0.381730769231,2.46666666667,1,2.7416587444700005,3
5,MehrBaba081,7,0.331223628692,5.03333333333,6,4.81932686687,6
6,WBC039,2,0.23571175008900003,1.28,1,1.53149865716,1
7,ACLU03,3,0.399134199134,4.78,5,3.13885689884,3
8,YV11,8,0.35035460992899997,4.27,3,4.95140274667,3
9,JohnPiper031,3,0.29528535980099996,3.44,3,2.59981666181,3
10,WBC422,1,0.17207104448399999,3.77666666667,2,4.0732982065300005,2
11,PastorAnderson155,1,0.09878103837470001,1.78,1,0.6692044905210001,1
12,PastorAnderson072,1,0.173258662933,2.12,1,3.90653742291,5
13,Shepherd260,3,0.264742785445,4.41333333333,3,4.59664614689,3
14,Bahai09,6,0.3975,4.12333333333,5,4.8658652365199995,6
15,MehrBaba058,3,0.39086294416199996,4.73,3,3.50823126477,3
16,DorothyDay070,5,0.383031301483,4.27333333333,5,4.105277587380001,5
17,MalcolmX008,3,0.342968315731,3.74666666667,5,3.2576596668,3
18,JohnPiper459,2,0.330669944683,4.94,3,4.53026010427,3
19,ISIS010,1,0.438672438672,3.36333333333,3,2.79597919805,1
20,PastorAnderson093,1,0.100534647238,2.09666666667,1,1.31547793844,1
21,ISIS007,1,0.46948356807499997,4.24333333333,5,3.8283301028,3
22,YV43,4,0.5085995086,4.04,5,3.38706061898,5
23,SeaShepherds400,2,0.399592252803,2.65,2,2.33047155151,2
24,YV59,5,0.4,3.92333333333,3,4.032008750869999,3
25,Unitarian118,6,0.295359685735,3.98333333333,5,3.0284766156700003,1
26,DorothyDay399,3,0.427604871448,4.01,3,4.31837219017,3
27,Shepherd224,4,0.27995478523,3.67,3,3.6600625603300005,5
28,LiberalJudaism138,3,0.318630678078,3.38666666667,5,3.35791947292,5
29,Bahai05,6,0.42420212766000004,4.84,5,4.20331939234,3
30,MalcolmX009,2,0.18651124063299998,1.8333333333300001,2,2.2815046117400004,2
31,JohnPiper250,5,0.27243735763099997,3.13666666667,3,2.24476063704,1
32,YV27,5,0.45553822152900003,4.95,3,3.4745034361,3
33,Unitarian068,3,0.317923993193,3.59,5,4.40300854023,5
34,YV49,4,0.413080895009,4.79333333333,3,4.53951803611,3
35,WBC418,1,0.20944468736299998,3.89333333333,3,3.7101785841900004,3
36,WBC347,2,0.213965980304,2.39666666667,2,2.2560763870500002,1
37,YV39,1,0.438016528926,4.23333333333,5,2.5486097978799997,5
38,LiberalJudaism117,4,0.374485596708,4.08666666667,3,4.95220425502,5
39,WBC294,1,0.24302496328899997,3.43,3,3.10640409193,3
40,MalcolmX012,2,0.20077307867199998,2.34666666667,1,3.49248397861,1
41,YV03,3,0.375,4.45333333333,3,5.34799448865,5
42,ISIS009,1,0.613559322034,3.4333333333300002,3,2.16349726544,3
43,LiberalJudaism064,1,0.35313531353100003,2.75,1,2.1801525428,1
44,LiberalJudaism129,3,0.363636363636,3.61666666667,3,3.48950606148,5
45,SeaShepherds402,2,0.436363636364,5.11666666667,3,4.79522761407,7
46,AEU009,8,0.624365482234,3.80666666667,3,3.5085326452,2
47,SeaShepherds403,1,0.489361702128,2.78,1,3.09694831967,1
48,Bahai01,6,0.474025974026,3.73333333333,3,4.37665078724,3
49,Unitarian042,5,0.25986394557799997,2.85666666667,2,3.8334979583999997,1
50,JohnPiper077,3,0.193345742206,2.08666666667,1,2.0424395315,1
51,YV34,8,0.413851351351,3.67333333333,3,3.88273177726,3
52,JohnPiper265,4,0.191712013395,3.67333333333,1,3.87992397275,1
0,YV02,6,0.514950166113,4.01,3,3.8845365072800004,3
1,MalcolmX003,2,0.218301536384,3.23666666667,2,2.2353019079400003,1
2,ACLU04,3,0.381730769231,2.69333333333,3,2.7603786685900005,3
3,Bahai02,5,0.450819672131,3.41666666667,3,3.99071004761,5
4,WBC039,2,0.23571175008900003,1.87333333333,1,1.5735532798299998,1
5,ACLU03,3,0.399134199134,4.9233333333300004,6,3.84315920181,3
6,Shepherd459,3,0.285545023697,3.06,3,2.9490654941400005,4
7,Bahai04,6,0.384813384813,4.40666666667,3,3.6650945359699993,3
8,JohnPiper564,4,0.17366255144,3.3166666666699998,2,2.86815728742,3
9,JohnPiper031,3,0.29528535980099996,3.61,3,2.44197213125,1
10,MehrBaba005,5,0.360023041475,4.64,3,4.220932268119999,3
11,JohnPiper038,5,0.19959908362,3.45,2,2.09430479513,2
12,DorothyDay666,2,0.42119944212,4.11333333333,3,3.64136886174,5
13,Unitarian145,7,0.2569213732,3.45,5,4.38987642805,5
14,Shepherd260,3,0.264742785445,4.01333333333,4,4.138740595430001,4
15,MehrBaba263,5,0.37125,5.26,8,3.96846205833,1
16,PastorAnderson018,1,0.0797708241516,2.90666666667,2,2.7830667276099996,1
17,SeaShepherds405,1,0.474671669794,2.57,3,1.8892180269799999,1
18,ISIS002,2,0.401960784314,5.4233333333300004,3,2.9678571014700004,1
19,MehrBaba058,3,0.39086294416199996,4.68,3,3.4720268322199996,3
20,SeaShepherds402,2,0.436363636364,5.32333333333,8,3.5907631392900003,1
21,MalcolmX008,3,0.342968315731,3.10333333333,5,2.66056010171,3
22,JohnPiper459,2,0.330669944683,4.19666666667,3,3.6085840883800007,4
23,YV06,5,0.347483323226,4.12,3,4.11182649464,3
24,ISIS010,1,0.438672438672,3.0466666666699997,3,2.74260684389,3
25,YV27,5,0.45553822152900003,4.96666666667,6,5.21147283274,6
26,JohnPiper104,5,0.196445880452,2.56333333333,1,2.49675796427,1
27,YV13,5,0.40705882352899997,4.20666666667,3,4.74902667811,6
28,ISIS011,1,0.235414186086,1.68333333333,1,1.07151248225,2
29,Unitarian276,3,0.297413793103,2.88666666667,1,3.33203542441,1
30,PastorAnderson227,1,0.11281657713,2.44333333333,2,1.91557618955,1
31,ISIS007,1,0.46948356807499997,3.75333333333,1,4.09460410676,3
32,YV43,4,0.5085995086,3.86,3,4.06553322523,5
33,MehrBaba081,7,0.331223628692,5.17,6,5.012645919110001,6
34,SeaShepherds400,2,0.399592252803,3.06,3,2.41450046729,1
35,DorothyDay399,3,0.427604871448,5.28333333333,4,4.69840432099,4
36,DorothyDay497,4,0.427631578947,3.4533333333300003,3,4.10998433713,2
37,SeaShepherds409,3,0.470737913486,4.94333333333,8,4.54178902549,5
38,DorothyDay081,3,0.28502248357,3.63333333333,3,2.63357368536,1
39,Bahai03,5,0.39817232376,3.94,3,3.3170206074400004,4
40,JohnPiper256,3,0.226528854436,2.44666666667,1,2.57466767309,1
41,ACLU09,3,0.401086956522,3.5,3,3.75837196552,3
42,MalcolmX009,2,0.18651124063299998,1.96333333333,2,2.33527463427,2
43,YV09,7,0.309752400202,3.66666666667,3,3.7393563830300005,3
44,MalcolmX006,2,0.175953594656,2.13333333333,1,2.34428508762,1
45,MalcolmX007,2,0.153115829449,1.54666666667,1,1.63400954458,2
46,JohnPiper032,3,0.270182992465,3.35666666667,5,2.18224821094,1
47,PastorAnderson089,1,0.09784967449200001,1.95333333333,2,1.52033030361,1
48,WBC294,1,0.24302496328899997,2.86666666667,1,2.47005761178,3
49,AEU014,7,0.48275862069,4.34666666667,8,3.7981132404699998,1
50,ISIS003,1,0.40909090909100004,4.88333333333,6,5.5500448054,6
51,Unitarian006,2,0.6630036630039999,3.02666666667,1,2.98067609623,1
52,DorothyDay611,2,0.40699523052500003,4.99666666667,8,3.58232695929,3
53,YV03,3,0.375,4.15666666667,6,4.839776232,6
54,LiberalJudaism129,3,0.363636363636,3.62333333333,3,3.52669758699,3
55,MehrBaba074,4,0.245153220763,3.36666666667,1,3.69632698012,3
56,Unitarian270,5,0.231481481481,3.09666666667,1,3.49820109805,3
57,PastorAnderson093,1,0.100534647238,2.02666666667,1,1.0160361708299999,1
58,SeaShepherds403,1,0.489361702128,3.43666666667,1,2.9398711025599997,1
59,ACLU12,3,0.5412979351030001,4.83333333333,3,4.59756820514,3
60,MehrBaba161,2,0.277353689567,3.32666666667,3,4.02350505997,1
61,DorothyDay412,3,0.44704264099,4.92,4,4.71860502181,4
0,JohnPiper413,2,0.204416403785,3.13666666667,2,2.62787509757,2
1,LiberalJudaism059,5,0.391384051329,2.71666666667,1,2.20624025855,3
2,YV19,6,0.396674584323,3.65666666667,3,3.4258001159599996,4
3,AEU008,8,0.40181268882200005,4.39333333333,2,4.01556820076,2
4,AEU013,8,0.484848484848,3.84666666667,3,3.64036813415,3
5,ACLU04,3,0.381730769231,2.87333333333,1,3.0995533671599995,3
6,MehrBaba125,9,0.313741064337,2.51,1,3.6083634965599996,4
7,WBC039,2,0.23571175008900003,1.71333333333,1,1.98334945058,1
8,ACLU03,3,0.399134199134,4.07,3,3.54664170695,3
9,YV56,5,0.316946959897,4.86,5,3.67469170455,4
10,ISIS005,1,0.5559322033899999,4.02333333333,3,3.4669570073400005,3
11,MalcolmX010,2,0.221227284698,2.81333333333,2,2.2532212777000002,2
12,Bahai04,6,0.384813384813,3.33666666667,3,3.66030622011,3
13,JohnPiper564,4,0.17366255144,3.46333333333,1,3.22378438953,5
14,JohnPiper031,3,0.29528535980099996,3.50666666667,3,2.71419872875,3
15,MehrBaba005,5,0.360023041475,4.45,3,3.9747416653800003,3
16,Shepherd726,2,0.26258992805799997,2.99666666667,5,3.28991698819,1
17,SeaShepherds408,1,0.325358851675,3.26333333333,1,2.4910792189900004,1
18,PastorAnderson072,1,0.173258662933,3.12666666667,1,3.4532380608999995,5
19,MalcolmX004,2,0.167492430498,1.71666666667,1,1.92540721625,2
20,ACLU10,3,0.389931740614,4.06,3,3.3977618084900003,3
21,LiberalJudaism066,3,0.356351236147,3.4333333333300002,5,1.7431625833900002,3
22,DorothyDay383,5,0.415868673051,4.22666666667,3,4.607841854559999,8
23,WBC421,1,0.166842940243,2.33,1,1.64017756826,2
24,AEU003,8,0.514450867052,3.35,3,2.9713439375200004,2
25,PastorAnderson119,1,0.111052797313,2.29,1,1.6418140349099999,1
26,MehrBaba097,5,0.306471306471,2.52333333333,3,2.69788539778,1
27,PastorAnderson160,1,0.105192821688,3.24333333333,1,1.8946560511300001,1
28,ISIS001,1,0.324602833834,2.50333333333,3,1.5267594187399998,1
29,Unitarian276,3,0.297413793103,3.47333333333,3,2.70560579212,1
30,PastorAnderson227,1,0.11281657713,3.69333333333,1,2.1834913889400003,1
31,YV04,3,0.259136212625,5.14666666667,4,3.83866874615,4
32,MalcolmX011,2,0.147113787375,2.5,1,2.45914614053,2
33,DorothyDay399,3,0.427604871448,3.06333333333,3,3.9350248978699995,4
34,YV06,5,0.347483323226,4.16666666667,5,4.3125657123800005,5
35,DorothyDay081,3,0.28502248357,3.11666666667,3,2.52224638255,2
36,AEU005,8,0.525423728814,2.80666666667,3,1.61221545268,3
37,Shepherd404,3,0.264334655608,4.04666666667,5,3.9844590258999997,5
38,YV08,6,0.20686695279,3.28333333333,1,4.53567390179,5
39,YV09,7,0.309752400202,3.62333333333,4,4.08801668421,5
40,JohnPiper250,5,0.27243735763099997,2.80666666667,3,2.48331953353,3
41,MalcolmX006,2,0.175953594656,3.17,1,2.97863399137,1
42,Bahai06,5,0.425149700599,4.62333333333,6,5.12545445185,6
43,ACLU08,3,0.416238437821,3.2966666666699997,1,3.1408801709900005,3
44,SeaShepherds406,1,0.30946882217099997,2.39666666667,1,2.05917637213,1
45,JohnPiper503,3,0.265536723164,3.5666666666699998,3,2.8377510388599996,3
46,ISIS003,1,0.40909090909100004,3.57666666667,6,5.48198420477,6
47,Unitarian006,2,0.6630036630039999,2.59333333333,1,2.49778747118,1
48,YV03,3,0.375,5.35666666667,6,5.8176839739199995,3
49,YV12,6,0.493827160494,4.90666666667,6,5.93116764153,6
50,AEU009,8,0.624365482234,3.0666666666699998,3,3.3435030713700002,3
51,LiberalJudaism152,3,0.332443257677,4.73666666667,2,4.34479287044,8
52,JohnPiper077,3,0.193345742206,1.77666666667,1,1.6497979125400002,1
53,WBC201,1,0.250422440014,2.0466666666699997,1,1.50996471419,1
54,MalcolmX002,2,0.15167906242999998,2.08333333333,2,2.13793909371,2
0,LiberalJudaism059,5,0.391384051329,2.74333333333,1,2.1732108611900003,3
1,MalcolmX003,2,0.218301536384,3.2966666666699997,2,2.4422837452,1
2,DorothyDay258,4,0.44142614601,3.75,3,3.94527048982,3
3,Bahai02,5,0.450819672131,2.98,3,3.4618342702699993,3
4,ISIS012,1,0.353896103896,2.32,3,1.8821535609,2
5,DorothyDay611,2,0.40699523052500003,4.87333333333,5,3.12606236126,3
6,MalcolmX010,2,0.221227284698,2.7033333333300003,2,1.8782358513900004,2
7,Bahai04,6,0.384813384813,3.48333333333,1,3.3363023214,1
8,YV11,8,0.35035460992899997,3.90666666667,3,4.22016215465,3
9,JohnPiper564,4,0.17366255144,3.2,1,3.4951711557599996,5
10,Shepherd726,2,0.26258992805799997,2.7966666666699997,3,2.42004072138,3
11,AEU006,6,0.287084541602,5.13333333333,4,4.39186338427,4
12,PastorAnderson072,1,0.173258662933,2.23333333333,1,3.35083348345,5
13,Unitarian145,7,0.2569213732,3.62,3,3.8466352773500003,5
14,DorothyDay001,3,0.466037735849,3.77,1,3.89191141056,3
15,Bahai09,6,0.3975,3.59333333333,1,4.3760370594,1
16,PastorAnderson018,1,0.0797708241516,3.02333333333,2,2.8654444653900004,1
17,JohnPiper008,5,0.259958071279,3.13666666667,3,2.62151565429,1
18,ACLU10,3,0.389931740614,3.78,3,3.3660147598,1
19,YV07,7,0.279049295775,3.87666666667,5,4.01519840089,3
20,DorothyDay070,5,0.383031301483,4.32,5,4.02604013627,5
21,JohnPiper459,2,0.330669944683,3.98333333333,3,3.49337513607,1
22,ACLU05,3,0.442857142857,3.48,3,3.62424540679,3
23,JohnPiper020,4,0.38461538461499994,4.7133333333300005,3,3.8786516486300004,3
24,YV19,6,0.396674584323,3.65666666667,3,3.6593893970699995,3
25,Bahai10,6,0.39498018494099996,4.78333333333,3,4.49086085365,3
26,YV43,4,0.5085995086,3.8166666666699998,3,3.3139149624599997,3
27,MalcolmX011,2,0.147113787375,1.99333333333,1,2.19031716161,1
28,DorothyDay399,3,0.427604871448,3.49666666667,3,4.10254285015,3
29,PastorAnderson144,1,0.092755725982,2.21,1,2.2539422450099997,1
30,DorothyDay081,3,0.28502248357,3.70666666667,3,2.5888358825299997,2
31,Bahai03,5,0.39817232376,3.63666666667,3,3.4411089375099997,3
32,AEU005,8,0.525423728814,3.86333333333,3,3.2125678392299997,3
33,Shepherd224,4,0.27995478523,3.56333333333,3,2.6902372538,3
34,SeaShepherds407,1,0.275672707304,1.88,1,0.8134330509469999,1
35,DorothyDay565,4,0.401564537158,3.86,4,3.69288474297,3
36,Bahai05,6,0.42420212766000004,4.27,5,4.63367641253,5
37,LiberalJudaism109,3,0.345427059713,3.73,3,3.3792007781,3
38,JohnPiper250,5,0.27243735763099997,3.01333333333,3,2.1754525560199998,1
39,ISIS004,2,0.237067773167,3.62666666667,1,2.1437696273199998,1
40,JohnPiper018,3,0.199736031676,3.60333333333,1,3.32569696162,1
41,WBC347,2,0.213965980304,2.34333333333,2,2.6481256008500003,1
42,LiberalJudaism117,4,0.374485596708,3.94666666667,3,4.95007521859,5
43,MalcolmX012,2,0.20077307867199998,3.03,1,3.68480549079,1
44,Unitarian042,5,0.25986394557799997,2.98333333333,3,3.5663806888800003,5
45,ACLU07,3,0.278918918919,3.04,1,2.36440048183,1
46,YV03,3,0.375,4.44333333333,6,5.54538859788,5
47,ISIS009,1,0.613559322034,2.9533333333300003,1,2.56825127725,3
48,LiberalJudaism129,3,0.363636363636,3.29,3,3.26537741943,3
49,Unitarian174,5,0.263937516833,3.99,3,4.5133149187,5
50,WBC228,1,0.254343807763,3.4,3,2.68858294557,3
51,YV12,6,0.493827160494,4.63,3,5.05135517614,5
52,SeaShepherds403,1,0.489361702128,2.74333333333,2,2.81752149942,2
53,WBC201,1,0.250422440014,2.60333333333,1,1.53428869522,1
54,Bahai01,6,0.474025974026,3.11,1,4.479198675209999,1
55,MehrBaba161,2,0.277353689567,3.75,3,3.7441385665599998,3
56,JohnPiper077,3,0.193345742206,1.73333333333,1,2.0392491415,1
57,DorothyDay412,3,0.44704264099,3.93,3,3.61061877621,3
58,MalcolmX002,2,0.15167906242999998,1.88,2,2.20035129059,2
