,Unnamed: 0,group,filepath,subgroup
40,40,DorothyDay,./data_dsicap/DorothyDay/raw/389.html.txt,test00
41,41,DorothyDay,./data_dsicap/DorothyDay/raw/574.html.txt,test00
42,42,DorothyDay,./data_dsicap/DorothyDay/raw/527.html.txt,train10
43,43,DorothyDay,./data_dsicap/DorothyDay/raw/217.html.txt,test14
44,44,DorothyDay,./data_dsicap/DorothyDay/raw/583.html.txt,train06
45,45,DorothyDay,./data_dsicap/DorothyDay/raw/242.html.txt,test11
46,46,DorothyDay,./data_dsicap/DorothyDay/raw/909.html.txt,train43
47,47,DorothyDay,./data_dsicap/DorothyDay/raw/651.html.txt,train49
48,48,DorothyDay,./data_dsicap/DorothyDay/raw/788.html.txt,train06
49,49,DorothyDay,./data_dsicap/DorothyDay/raw/890.html.txt,test19
50,50,DorothyDay,./data_dsicap/DorothyDay/raw/658.html.txt,test15
51,51,DorothyDay,./data_dsicap/DorothyDay/raw/528.html.txt,test11
52,52,DorothyDay,./data_dsicap/DorothyDay/raw/598.html.txt,train10
53,53,DorothyDay,./data_dsicap/DorothyDay/raw/518.html.txt,train18
54,54,DorothyDay,./data_dsicap/DorothyDay/raw/289.html.txt,test14
55,55,DorothyDay,./data_dsicap/DorothyDay/raw/375.html.txt,train52
56,56,DorothyDay,./data_dsicap/DorothyDay/raw/377.html.txt,test02
57,57,DorothyDay,./data_dsicap/DorothyDay/raw/490.html.txt,train54
58,58,DorothyDay,./data_dsicap/DorothyDay/raw/334.html.txt,train19
59,59,DorothyDay,./data_dsicap/DorothyDay/raw/828.html.txt,test03
60,60,DorothyDay,./data_dsicap/DorothyDay/raw/900.html.txt,train08
61,61,DorothyDay,./data_dsicap/DorothyDay/raw/715.html.txt,test15
62,62,DorothyDay,./data_dsicap/DorothyDay/raw/382.html.txt,train29
63,63,DorothyDay,./data_dsicap/DorothyDay/raw/936.html.txt,test19
64,64,DorothyDay,./data_dsicap/DorothyDay/raw/734.html.txt,test04
65,65,DorothyDay,./data_dsicap/DorothyDay/raw/529.html.txt,train01
66,66,DorothyDay,./data_dsicap/DorothyDay/raw/759.html.txt,train31
67,67,DorothyDay,./data_dsicap/DorothyDay/raw/363.html.txt,train20
68,68,DorothyDay,./data_dsicap/DorothyDay/raw/191.html.txt,train14
69,69,DorothyDay,./data_dsicap/DorothyDay/raw/313.html.txt,test20
70,70,DorothyDay,./data_dsicap/DorothyDay/raw/248.html.txt,train24
71,71,DorothyDay,./data_dsicap/DorothyDay/raw/302.html.txt,train20
72,72,DorothyDay,./data_dsicap/DorothyDay/raw/468.html.txt,test06
73,73,DorothyDay,./data_dsicap/DorothyDay/raw/176.html.txt,test13
74,74,DorothyDay,./data_dsicap/DorothyDay/raw/789.html.txt,test12
75,75,DorothyDay,./data_dsicap/DorothyDay/raw/16.html.txt,train10
76,76,DorothyDay,./data_dsicap/DorothyDay/raw/824.html.txt,train18
77,77,DorothyDay,./data_dsicap/DorothyDay/raw/533.html.txt,test03
78,78,DorothyDay,./data_dsicap/DorothyDay/raw/310.html.txt,train33
79,79,DorothyDay,./data_dsicap/DorothyDay/raw/938.html.txt,test18
80,80,DorothyDay,./data_dsicap/DorothyDay/raw/730.html.txt,test09
81,81,DorothyDay,./data_dsicap/DorothyDay/raw/292.html.txt,train25
82,82,DorothyDay,./data_dsicap/DorothyDay/raw/303.html.txt,train18
83,83,DorothyDay,./data_dsicap/DorothyDay/raw/368.html.txt,train50
84,84,DorothyDay,./data_dsicap/DorothyDay/raw/683.html.txt,train38
85,85,DorothyDay,./data_dsicap/DorothyDay/raw/727.html.txt,test01
86,86,DorothyDay,./data_dsicap/DorothyDay/raw/745.html.txt,test10
87,87,DorothyDay,./data_dsicap/DorothyDay/raw/934.html.txt,train41
88,88,DorothyDay,./data_dsicap/DorothyDay/raw/819.html.txt,train38
89,89,DorothyDay,./data_dsicap/DorothyDay/raw/274.html.txt,train07
90,90,DorothyDay,./data_dsicap/DorothyDay/raw/795.html.txt,train03
91,91,DorothyDay,./data_dsicap/DorothyDay/raw/848.html.txt,train00
92,92,DorothyDay,./data_dsicap/DorothyDay/raw/258.html.txt,train42
93,93,DorothyDay,./data_dsicap/DorothyDay/raw/330.html.txt,train53
94,94,DorothyDay,./data_dsicap/DorothyDay/raw/512.html.txt,train11
95,95,DorothyDay,./data_dsicap/DorothyDay/raw/510.html.txt,train34
96,96,DorothyDay,./data_dsicap/DorothyDay/raw/479.html.txt,test21
97,97,DorothyDay,./data_dsicap/DorothyDay/raw/560.html.txt,train51
98,98,DorothyDay,./data_dsicap/DorothyDay/raw/611.html.txt,test02
99,99,DorothyDay,./data_dsicap/DorothyDay/raw/172.html.txt,train39
100,100,DorothyDay,./data_dsicap/DorothyDay/raw/661.html.txt,train23
101,101,DorothyDay,./data_dsicap/DorothyDay/raw/153.html.txt,train12
102,102,DorothyDay,./data_dsicap/DorothyDay/raw/702.html.txt,test22
103,103,DorothyDay,./data_dsicap/DorothyDay/raw/716.html.txt,train43
104,104,DorothyDay,./data_dsicap/DorothyDay/raw/216.html.txt,test17
105,105,DorothyDay,./data_dsicap/DorothyDay/raw/430.html.txt,train09
106,106,DorothyDay,./data_dsicap/DorothyDay/raw/609.html.txt,test21
107,107,DorothyDay,./data_dsicap/DorothyDay/raw/627.html.txt,train30
108,108,DorothyDay,./data_dsicap/DorothyDay/raw/358.html.txt,train09
109,109,DorothyDay,./data_dsicap/DorothyDay/raw/823.html.txt,train51
110,110,DorothyDay,./data_dsicap/DorothyDay/raw/707.html.txt,train32
111,111,DorothyDay,./data_dsicap/DorothyDay/raw/580.html.txt,train40
112,112,DorothyDay,./data_dsicap/DorothyDay/raw/783.html.txt,test14
113,113,DorothyDay,./data_dsicap/DorothyDay/raw/606.html.txt,train46
114,114,DorothyDay,./data_dsicap/DorothyDay/raw/687.html.txt,train41
115,115,DorothyDay,./data_dsicap/DorothyDay/raw/396.html.txt,train08
116,116,DorothyDay,./data_dsicap/DorothyDay/raw/605.html.txt,train35
117,117,DorothyDay,./data_dsicap/DorothyDay/raw/232.html.txt,train40
118,118,DorothyDay,./data_dsicap/DorothyDay/raw/254.html.txt,train27
119,119,DorothyDay,./data_dsicap/DorothyDay/raw/480.html.txt,train32
120,120,DorothyDay,./data_dsicap/DorothyDay/raw/650.html.txt,train00
121,121,DorothyDay,./data_dsicap/DorothyDay/raw/307.html.txt,test14
122,122,DorothyDay,./data_dsicap/DorothyDay/raw/736.html.txt,train21
123,123,DorothyDay,./data_dsicap/DorothyDay/raw/260.html.txt,train51
124,124,DorothyDay,./data_dsicap/DorothyDay/raw/699.html.txt,test20
125,125,DorothyDay,./data_dsicap/DorothyDay/raw/857.html.txt,train16
126,126,DorothyDay,./data_dsicap/DorothyDay/raw/352.html.txt,test01
127,127,DorothyDay,./data_dsicap/DorothyDay/raw/802.html.txt,train04
128,128,DorothyDay,./data_dsicap/DorothyDay/raw/450.html.txt,train43
129,129,DorothyDay,./data_dsicap/DorothyDay/raw/264.html.txt,train23
130,130,DorothyDay,./data_dsicap/DorothyDay/raw/383.html.txt,train37
131,131,DorothyDay,./data_dsicap/DorothyDay/raw/299.html.txt,train15
132,132,DorothyDay,./data_dsicap/DorothyDay/raw/646.html.txt,train08
133,133,DorothyDay,./data_dsicap/DorothyDay/raw/401.html.txt,train47
134,134,DorothyDay,./data_dsicap/DorothyDay/raw/474.html.txt,test17
135,135,DorothyDay,./data_dsicap/DorothyDay/raw/782.html.txt,train17
136,136,DorothyDay,./data_dsicap/DorothyDay/raw/530.html.txt,train20
137,137,DorothyDay,./data_dsicap/DorothyDay/raw/743.html.txt,train07
138,138,DorothyDay,./data_dsicap/DorothyDay/raw/170.html.txt,train20
139,139,DorothyDay,./data_dsicap/DorothyDay/raw/199.html.txt,train09
140,140,DorothyDay,./data_dsicap/DorothyDay/raw/632.html.txt,train03
141,141,DorothyDay,./data_dsicap/DorothyDay/raw/644.html.txt,train39
142,142,DorothyDay,./data_dsicap/DorothyDay/raw/12.html.txt,train28
143,143,DorothyDay,./data_dsicap/DorothyDay/raw/840.html.txt,train26
144,144,DorothyDay,./data_dsicap/DorothyDay/raw/506.html.txt,train06
145,145,DorothyDay,./data_dsicap/DorothyDay/raw/231.html.txt,train21
146,146,DorothyDay,./data_dsicap/DorothyDay/raw/244.html.txt,train40
147,147,DorothyDay,./data_dsicap/DorothyDay/raw/146.html.txt,test08
148,148,DorothyDay,./data_dsicap/DorothyDay/raw/643.html.txt,train50
149,149,DorothyDay,./data_dsicap/DorothyDay/raw/279.html.txt,train22
150,150,DorothyDay,./data_dsicap/DorothyDay/raw/898.html.txt,train16
151,151,DorothyDay,./data_dsicap/DorothyDay/raw/174.html.txt,train22
152,152,DorothyDay,./data_dsicap/DorothyDay/raw/937.html.txt,train16
153,153,DorothyDay,./data_dsicap/DorothyDay/raw/268.html.txt,train13
154,154,DorothyDay,./data_dsicap/DorothyDay/raw/357.html.txt,train17
155,155,DorothyDay,./data_dsicap/DorothyDay/raw/467.html.txt,train06
156,156,DorothyDay,./data_dsicap/DorothyDay/raw/555.html.txt,test22
157,157,DorothyDay,./data_dsicap/DorothyDay/raw/576.html.txt,train36
158,158,DorothyDay,./data_dsicap/DorothyDay/raw/420.html.txt,train12
159,159,DorothyDay,./data_dsicap/DorothyDay/raw/353.html.txt,test12
160,160,DorothyDay,./data_dsicap/DorothyDay/raw/145.html.txt,train46
161,161,DorothyDay,./data_dsicap/DorothyDay/raw/361.html.txt,train23
162,162,DorothyDay,./data_dsicap/DorothyDay/raw/439.html.txt,train44
163,163,DorothyDay,./data_dsicap/DorothyDay/raw/913.html.txt,train35
164,164,DorothyDay,./data_dsicap/DorothyDay/raw/227.html.txt,train31
165,165,DorothyDay,./data_dsicap/DorothyDay/raw/463.html.txt,train04
166,166,DorothyDay,./data_dsicap/DorothyDay/raw/538.html.txt,train22
167,167,DorothyDay,./data_dsicap/DorothyDay/raw/713.html.txt,test08
168,168,DorothyDay,./data_dsicap/DorothyDay/raw/670.html.txt,test19
169,169,DorothyDay,./data_dsicap/DorothyDay/raw/511.html.txt,test16
170,170,DorothyDay,./data_dsicap/DorothyDay/raw/197.html.txt,test13
171,171,DorothyDay,./data_dsicap/DorothyDay/raw/269.html.txt,test16
172,172,DorothyDay,./data_dsicap/DorothyDay/raw/298.html.txt,test21
173,173,DorothyDay,./data_dsicap/DorothyDay/raw/320.html.txt,train08
174,174,DorothyDay,./data_dsicap/DorothyDay/raw/502.html.txt,train45
175,175,DorothyDay,./data_dsicap/DorothyDay/raw/855.html.txt,test12
176,176,DorothyDay,./data_dsicap/DorothyDay/raw/552.html.txt,train14
177,177,DorothyDay,./data_dsicap/DorothyDay/raw/448.html.txt,train49
178,178,DorothyDay,./data_dsicap/DorothyDay/raw/914.html.txt,train48
179,179,DorothyDay,./data_dsicap/DorothyDay/raw/500.html.txt,train48
180,180,DorothyDay,./data_dsicap/DorothyDay/raw/155.html.txt,train30
181,181,DorothyDay,./data_dsicap/DorothyDay/raw/156.html.txt,test08
182,182,DorothyDay,./data_dsicap/DorothyDay/raw/372.html.txt,train46
183,183,DorothyDay,./data_dsicap/DorothyDay/raw/589.html.txt,train36
184,184,DorothyDay,./data_dsicap/DorothyDay/raw/705.html.txt,train38
185,185,DorothyDay,./data_dsicap/DorothyDay/raw/561.html.txt,train40
186,186,DorothyDay,./data_dsicap/DorothyDay/raw/497.html.txt,train36
187,187,DorothyDay,./data_dsicap/DorothyDay/raw/413.html.txt,test22
188,188,DorothyDay,./data_dsicap/DorothyDay/raw/904.html.txt,train22
189,189,DorothyDay,./data_dsicap/DorothyDay/raw/478.html.txt,train30
190,190,DorothyDay,./data_dsicap/DorothyDay/raw/453.html.txt,test21
191,191,DorothyDay,./data_dsicap/DorothyDay/raw/445.html.txt,test19
192,192,DorothyDay,./data_dsicap/DorothyDay/raw/407.html.txt,test12
193,193,DorothyDay,./data_dsicap/DorothyDay/raw/856.html.txt,test02
194,194,DorothyDay,./data_dsicap/DorothyDay/raw/427.html.txt,test16
195,195,DorothyDay,./data_dsicap/DorothyDay/raw/412.html.txt,train34
196,196,DorothyDay,./data_dsicap/DorothyDay/raw/485.html.txt,train15
197,197,DorothyDay,./data_dsicap/DorothyDay/raw/534.html.txt,train15
198,198,DorothyDay,./data_dsicap/DorothyDay/raw/808.html.txt,test07
199,199,DorothyDay,./data_dsicap/DorothyDay/raw/843.html.txt,test05
200,200,DorothyDay,./data_dsicap/DorothyDay/raw/456.html.txt,test18
201,201,DorothyDay,./data_dsicap/DorothyDay/raw/419.html.txt,train09
202,202,DorothyDay,./data_dsicap/DorothyDay/raw/165.html.txt,test14
203,203,DorothyDay,./data_dsicap/DorothyDay/raw/689.html.txt,train16
204,204,DorothyDay,./data_dsicap/DorothyDay/raw/297.html.txt,test21
205,205,DorothyDay,./data_dsicap/DorothyDay/raw/364.html.txt,train45
206,206,DorothyDay,./data_dsicap/DorothyDay/raw/585.html.txt,train41
207,207,DorothyDay,./data_dsicap/DorothyDay/raw/849.html.txt,train52
208,208,DorothyDay,./data_dsicap/DorothyDay/raw/503.html.txt,train48
209,209,DorothyDay,./data_dsicap/DorothyDay/raw/818.html.txt,train05
210,210,DorothyDay,./data_dsicap/DorothyDay/raw/5.html.txt,train13
211,211,DorothyDay,./data_dsicap/DorothyDay/raw/771.html.txt,test14
212,212,DorothyDay,./data_dsicap/DorothyDay/raw/889.html.txt,train23
213,213,DorothyDay,./data_dsicap/DorothyDay/raw/888.html.txt,train15
214,214,DorothyDay,./data_dsicap/DorothyDay/raw/775.html.txt,train24
215,215,DorothyDay,./data_dsicap/DorothyDay/raw/575.html.txt,train31
216,216,DorothyDay,./data_dsicap/DorothyDay/raw/158.html.txt,train37
217,217,DorothyDay,./data_dsicap/DorothyDay/raw/752.html.txt,train15
218,218,DorothyDay,./data_dsicap/DorothyDay/raw/777.html.txt,test17
219,219,DorothyDay,./data_dsicap/DorothyDay/raw/438.html.txt,train53
220,220,DorothyDay,./data_dsicap/DorothyDay/raw/945.html.txt,train34
221,221,DorothyDay,./data_dsicap/DorothyDay/raw/599.html.txt,train47
222,222,DorothyDay,./data_dsicap/DorothyDay/raw/766.html.txt,train39
223,223,DorothyDay,./data_dsicap/DorothyDay/raw/422.html.txt,test15
224,224,DorothyDay,./data_dsicap/DorothyDay/raw/290.html.txt,train51
225,225,DorothyDay,./data_dsicap/DorothyDay/raw/851.html.txt,train43
226,226,DorothyDay,./data_dsicap/DorothyDay/raw/894.html.txt,train40
227,227,DorothyDay,./data_dsicap/DorothyDay/raw/204.html.txt,train04
228,228,DorothyDay,./data_dsicap/DorothyDay/raw/653.html.txt,train36
229,229,DorothyDay,./data_dsicap/DorothyDay/raw/178.html.txt,test13
230,230,DorothyDay,./data_dsicap/DorothyDay/raw/476.html.txt,train16
231,231,DorothyDay,./data_dsicap/DorothyDay/raw/692.html.txt,train29
232,232,DorothyDay,./data_dsicap/DorothyDay/raw/703.html.txt,train30
233,233,DorothyDay,./data_dsicap/DorothyDay/raw/636.html.txt,test20
234,234,DorothyDay,./data_dsicap/DorothyDay/raw/682.html.txt,test07
235,235,DorothyDay,./data_dsicap/DorothyDay/raw/602.html.txt,test14
236,236,DorothyDay,./data_dsicap/DorothyDay/raw/182.html.txt,train12
237,237,DorothyDay,./data_dsicap/DorothyDay/raw/764.html.txt,test00
238,238,DorothyDay,./data_dsicap/DorothyDay/raw/428.html.txt,train52
239,239,DorothyDay,./data_dsicap/DorothyDay/raw/387.html.txt,train05
240,240,DorothyDay,./data_dsicap/DorothyDay/raw/621.html.txt,train35
241,241,DorothyDay,./data_dsicap/DorothyDay/raw/747.html.txt,train19
242,242,DorothyDay,./data_dsicap/DorothyDay/raw/769.html.txt,test05
243,243,DorothyDay,./data_dsicap/DorothyDay/raw/590.html.txt,train21
244,244,DorothyDay,./data_dsicap/DorothyDay/raw/926.html.txt,train28
245,245,DorothyDay,./data_dsicap/DorothyDay/raw/2.html.txt,train37
246,246,DorothyDay,./data_dsicap/DorothyDay/raw/706.html.txt,train53
247,247,DorothyDay,./data_dsicap/DorothyDay/raw/593.html.txt,train29
248,248,DorothyDay,./data_dsicap/DorothyDay/raw/755.html.txt,train25
249,249,DorothyDay,./data_dsicap/DorothyDay/raw/833.html.txt,train02
250,250,DorothyDay,./data_dsicap/DorothyDay/raw/918.html.txt,train30
251,251,DorothyDay,./data_dsicap/DorothyDay/raw/853.html.txt,train50
252,252,DorothyDay,./data_dsicap/DorothyDay/raw/335.html.txt,test18
253,253,DorothyDay,./data_dsicap/DorothyDay/raw/672.html.txt,test05
254,254,DorothyDay,./data_dsicap/DorothyDay/raw/367.html.txt,train32
255,255,DorothyDay,./data_dsicap/DorothyDay/raw/822.html.txt,train45
256,256,DorothyDay,./data_dsicap/DorothyDay/raw/362.html.txt,test13
257,257,DorothyDay,./data_dsicap/DorothyDay/raw/418.html.txt,train01
258,258,DorothyDay,./data_dsicap/DorothyDay/raw/924.html.txt,test07
259,259,DorothyDay,./data_dsicap/DorothyDay/raw/327.html.txt,train34
260,260,DorothyDay,./data_dsicap/DorothyDay/raw/421.html.txt,test12
261,261,DorothyDay,./data_dsicap/DorothyDay/raw/916.html.txt,train13
262,262,DorothyDay,./data_dsicap/DorothyDay/raw/604.html.txt,train05
263,263,DorothyDay,./data_dsicap/DorothyDay/raw/218.html.txt,test10
264,264,DorothyDay,./data_dsicap/DorothyDay/raw/654.html.txt,train04
265,265,DorothyDay,./data_dsicap/DorothyDay/raw/462.html.txt,train47
266,266,DorothyDay,./data_dsicap/DorothyDay/raw/277.html.txt,train43
267,267,DorothyDay,./data_dsicap/DorothyDay/raw/790.html.txt,test20
268,268,DorothyDay,./data_dsicap/DorothyDay/raw/637.html.txt,test12
269,269,DorothyDay,./data_dsicap/DorothyDay/raw/397.html.txt,train04
270,270,DorothyDay,./data_dsicap/DorothyDay/raw/432.html.txt,train20
271,271,DorothyDay,./data_dsicap/DorothyDay/raw/662.html.txt,train21
272,272,DorothyDay,./data_dsicap/DorothyDay/raw/649.html.txt,test20
273,273,DorothyDay,./data_dsicap/DorothyDay/raw/919.html.txt,train23
274,274,DorothyDay,./data_dsicap/DorothyDay/raw/209.html.txt,train09
275,275,DorothyDay,./data_dsicap/DorothyDay/raw/893.html.txt,train26
276,276,DorothyDay,./data_dsicap/DorothyDay/raw/656.html.txt,train36
277,277,DorothyDay,./data_dsicap/DorothyDay/raw/704.html.txt,test01
278,278,DorothyDay,./data_dsicap/DorothyDay/raw/723.html.txt,train06
279,279,DorothyDay,./data_dsicap/DorothyDay/raw/726.html.txt,test20
280,280,DorothyDay,./data_dsicap/DorothyDay/raw/240.html.txt,train39
281,281,DorothyDay,./data_dsicap/DorothyDay/raw/446.html.txt,test18
282,282,DorothyDay,./data_dsicap/DorothyDay/raw/553.html.txt,train39
283,283,DorothyDay,./data_dsicap/DorothyDay/raw/150.html.txt,train27
284,284,DorothyDay,./data_dsicap/DorothyDay/raw/645.html.txt,train03
285,285,DorothyDay,./data_dsicap/DorothyDay/raw/473.html.txt,train10
286,286,DorothyDay,./data_dsicap/DorothyDay/raw/858.html.txt,train12
287,287,DorothyDay,./data_dsicap/DorothyDay/raw/762.html.txt,test06
288,288,DorothyDay,./data_dsicap/DorothyDay/raw/915.html.txt,train21
289,289,DorothyDay,./data_dsicap/DorothyDay/raw/316.html.txt,test11
290,290,DorothyDay,./data_dsicap/DorothyDay/raw/271.html.txt,train27
291,291,DorothyDay,./data_dsicap/DorothyDay/raw/732.html.txt,train01
292,292,DorothyDay,./data_dsicap/DorothyDay/raw/750.html.txt,train50
293,293,DorothyDay,./data_dsicap/DorothyDay/raw/663.html.txt,train43
294,294,DorothyDay,./data_dsicap/DorothyDay/raw/522.html.txt,test17
295,295,DorothyDay,./data_dsicap/DorothyDay/raw/470.html.txt,test09
296,296,DorothyDay,./data_dsicap/DorothyDay/raw/688.html.txt,train05
297,297,DorothyDay,./data_dsicap/DorothyDay/raw/287.html.txt,test22
298,298,DorothyDay,./data_dsicap/DorothyDay/raw/784.html.txt,train33
299,299,DorothyDay,./data_dsicap/DorothyDay/raw/208.html.txt,test00
300,300,DorothyDay,./data_dsicap/DorothyDay/raw/414.html.txt,test09
301,301,DorothyDay,./data_dsicap/DorothyDay/raw/212.html.txt,train51
302,302,DorothyDay,./data_dsicap/DorothyDay/raw/749.html.txt,test09
303,303,DorothyDay,./data_dsicap/DorothyDay/raw/295.html.txt,train33
304,304,DorothyDay,./data_dsicap/DorothyDay/raw/779.html.txt,train14
305,305,DorothyDay,./data_dsicap/DorothyDay/raw/665.html.txt,train48
306,306,DorothyDay,./data_dsicap/DorothyDay/raw/541.html.txt,test18
307,307,DorothyDay,./data_dsicap/DorothyDay/raw/768.html.txt,train39
308,308,DorothyDay,./data_dsicap/DorothyDay/raw/539.html.txt,test07
309,309,DorothyDay,./data_dsicap/DorothyDay/raw/263.html.txt,test08
310,310,DorothyDay,./data_dsicap/DorothyDay/raw/154.html.txt,train10
311,311,DorothyDay,./data_dsicap/DorothyDay/raw/356.html.txt,train26
312,312,DorothyDay,./data_dsicap/DorothyDay/raw/615.html.txt,test09
313,313,DorothyDay,./data_dsicap/DorothyDay/raw/773.html.txt,train18
314,314,DorothyDay,./data_dsicap/DorothyDay/raw/838.html.txt,train02
315,315,DorothyDay,./data_dsicap/DorothyDay/raw/54.html.txt,train17
316,316,DorothyDay,./data_dsicap/DorothyDay/raw/642.html.txt,test06
317,317,DorothyDay,./data_dsicap/DorothyDay/raw/436.html.txt,train28
318,318,DorothyDay,./data_dsicap/DorothyDay/raw/261.html.txt,train06
319,319,DorothyDay,./data_dsicap/DorothyDay/raw/501.html.txt,train33
320,320,DorothyDay,./data_dsicap/DorothyDay/raw/482.html.txt,train15
321,321,DorothyDay,./data_dsicap/DorothyDay/raw/329.html.txt,test20
322,322,DorothyDay,./data_dsicap/DorothyDay/raw/486.html.txt,test20
323,323,DorothyDay,./data_dsicap/DorothyDay/raw/616.html.txt,train53
324,324,DorothyDay,./data_dsicap/DorothyDay/raw/617.html.txt,test22
325,325,DorothyDay,./data_dsicap/DorothyDay/raw/588.html.txt,test01
326,326,DorothyDay,./data_dsicap/DorothyDay/raw/406.html.txt,train39
327,327,DorothyDay,./data_dsicap/DorothyDay/raw/326.html.txt,train29
328,328,DorothyDay,./data_dsicap/DorothyDay/raw/338.html.txt,train49
329,329,DorothyDay,./data_dsicap/DorothyDay/raw/917.html.txt,train17
330,330,DorothyDay,./data_dsicap/DorothyDay/raw/516.html.txt,train49
331,331,DorothyDay,./data_dsicap/DorothyDay/raw/229.html.txt,test20
332,332,DorothyDay,./data_dsicap/DorothyDay/raw/946.html.txt,train49
333,333,DorothyDay,./data_dsicap/DorothyDay/raw/332.html.txt,train26
334,334,DorothyDay,./data_dsicap/DorothyDay/raw/337.html.txt,train46
335,335,DorothyDay,./data_dsicap/DorothyDay/raw/700.html.txt,train48
336,336,DorothyDay,./data_dsicap/DorothyDay/raw/638.html.txt,train49
337,337,DorothyDay,./data_dsicap/DorothyDay/raw/739.html.txt,train27
338,338,DorothyDay,./data_dsicap/DorothyDay/raw/499.html.txt,train21
339,339,DorothyDay,./data_dsicap/DorothyDay/raw/921.html.txt,test05
340,340,DorothyDay,./data_dsicap/DorothyDay/raw/842.html.txt,train53
341,341,DorothyDay,./data_dsicap/DorothyDay/raw/897.html.txt,train44
342,342,DorothyDay,./data_dsicap/DorothyDay/raw/686.html.txt,train08
343,343,DorothyDay,./data_dsicap/DorothyDay/raw/449.html.txt,train45
344,344,DorothyDay,./data_dsicap/DorothyDay/raw/251.html.txt,test13
345,345,DorothyDay,./data_dsicap/DorothyDay/raw/228.html.txt,train14
346,346,DorothyDay,./data_dsicap/DorothyDay/raw/832.html.txt,train07
347,347,DorothyDay,./data_dsicap/DorothyDay/raw/280.html.txt,train11
348,348,DorothyDay,./data_dsicap/DorothyDay/raw/504.html.txt,train20
349,349,DorothyDay,./data_dsicap/DorothyDay/raw/610.html.txt,train30
350,350,DorothyDay,./data_dsicap/DorothyDay/raw/710.html.txt,train48
351,351,DorothyDay,./data_dsicap/DorothyDay/raw/949.html.txt,test04
352,352,DorothyDay,./data_dsicap/DorothyDay/raw/437.html.txt,test04
353,353,DorothyDay,./data_dsicap/DorothyDay/raw/678.html.txt,test09
354,354,DorothyDay,./data_dsicap/DorothyDay/raw/885.html.txt,train42
355,355,DorothyDay,./data_dsicap/DorothyDay/raw/635.html.txt,train45
356,356,DorothyDay,./data_dsicap/DorothyDay/raw/591.html.txt,test11
