,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
32,Shepherd_test8,10,13.7033519745,"you, we, your, christ, me, my, s, let, preach, grace, ill, said, god, want, truth, ask, tell, preacher, sin, get",0.0319945818702,0.0198743487063,0.9,0.1,0.0779592295356,0.641267454403,0.718793447797,0.631960209342,Shepherd,4,4.1,3.8944428704
34,Shepherd_test3,10,14.0843818188,"we, you, your, me, my, don, get, s, pray, our, know, ask, t, want, prayer, ill, god, christ, said, love",0.0311336118669,0.0160072712079,1.0,0.0,0.0575558036499,0.627779239723,0.628299588308,0.63191410917,Shepherd,4,4.1,3.90740396089
37,Shepherd_test13,10,14.2170729637,"we, you, s, my, me, your, sin, get, christ, don, our, want, ask, t, ill, preacher, said, go, god, elder",0.0313252133637,0.0218600881206,0.8,0.2,0.0459800407372,0.590057063708,0.7134138409,0.673850615828,Shepherd,4,4.0,3.70256787466
45,Shepherd_test1,10,14.6490252018,"we, you, your, my, s, me, our, don, get, christ, t, sin, know, want, ill, god, hope, ask, evil, said",0.027552611379,0.0259075382505,0.5,0.5,0.0714657473672,0.622043678026,0.684465851158,0.555729457453,Shepherd,4,3.7,4.12011410659
49,Shepherd_test11,10,15.6855180264,"we, you, your, me, my, s, don, our, get, want, christ, god, sin, t, ill, go, pray, said, bless, grace",0.0337029576496,0.0235883977094,0.9,0.1,0.0807610038341,0.647423454471,0.683656445043,0.517309940499,Shepherd,4,4.3,3.91366886501
55,Shepherd_test18,10,15.7142357826,"you, we, my, your, me, s, ask, get, our, don, god, christ, want, love, lord, know, joy, t, go, say",0.0363774284581,0.0216662121007,0.7,0.3,0.0774533737276,0.627253552806,0.637376315284,0.547387120336,Shepherd,4,4.0,3.84833721607
58,Shepherd_test7,10,14.8964710236,"we, you, my, s, your, don, me, t, our, get, want, ill, christ, ask, said, jesus, am, go, know, disagr",0.034182042592,0.0241474637569,0.5,0.5,0.0459553556167,0.540103661714,0.675282976921,0.68376297231,Shepherd,4,3.7,3.76390676056
63,Shepherd_test17,10,13.6612799168,"you, we, s, my, me, your, want, don, god, preacher, get, grace, t, our, christ, ask, know, ill, pray, sin",0.0355169017843,0.0205500647557,1.0,0.0,0.0601977668433,0.561962812754,0.668796464776,0.571769846981,Shepherd,4,4.0,3.81054605836
66,Shepherd_test2,10,15.7291350365,"we, you, s, my, christ, me, don, your, want, love, get, t, our, ill, ask, god, mind, thing, say, said",0.0331714592896,0.0233373361981,0.8,0.2,0.055687017738,0.5649999317,0.665115349785,0.69242307332,Shepherd,4,4.0,3.99712443283
71,Shepherd_test12,10,15.8335599899,"we, you, my, s, your, me, get, ask, christ, want, don, preacher, know, love, god, our, preach, said, t, ill",0.0324406359195,0.0202590349125,1.0,0.0,0.0829391739977,0.645415817897,0.628373519047,0.595794736324,Shepherd,4,3.8,4.47558274084
72,Shepherd_test5,10,14.6296489239,"you, we, my, your, me, s, don, christ, t, our, god, get, sin, ask, someon, know, said, ill, love, thing",0.0323981566272,0.020490340986,0.9,0.1,0.0476839660672,0.57738933951,0.664273081965,0.657908941813,Shepherd,4,4.0,3.94901468622
73,DorothyDay_test8,10,11.1229290962,"we, our, get, me, my, poverti, go, you, too, room, say, worker, maurin, farm, job, thing, talk, she, us, am",0.025424610788,0.0226197913383,0.6,0.4,0.177272159687,0.732233004871,0.761523706412,0.754548411503,DorothyDay,4,4.40365853659,4.39271274689
75,DorothyDay_test13,10,10.3939089775,"we, get, my, worker, our, me, too, peter, room, go, you, maurin, night, girl, talk, i, pray, farm, labor, cook",0.0301402607283,0.018080383324,1.0,0.0,0.18185047416,0.696202340632,0.756727534843,0.656764581693,DorothyDay,4,5.20365853659,5.36637781517
76,DorothyDay_test3,10,7.19728899002,"we, my, our, love, worker, you, talk, room, me, get, tri, poverti, farm, reader, should, say, poor, pay, job, go",0.0252835622524,0.0227993178438,0.6,0.4,0.168764224528,0.64770199124,0.689374880344,0.631453863144,DorothyDay,4,3.39572202865,3.56207198203
88,DorothyDay_test23,10,9.62383985519,"we, our, me, my, get, worker, farm, tri, she, us, you, fr, told, dakota, too, tree, go, hope, hospit, i",0.0248863189593,0.0168865989046,0.7,0.3,0.174546341425,0.729551326661,0.722113839764,0.756609434432,DorothyDay,4,4.40365853659,4.47755385529
89,DorothyDay_test16,10,10.0181999207,"we, me, our, worker, love, you, get, farm, room, my, too, fr, your, destitut, hospit, go, want, talk, tri, say",0.0261228557831,0.0172898836808,0.8,0.2,0.147132255093,0.629358726661,0.729815659214,0.58764871189,DorothyDay,4,4.59206349206,4.23366953795
90,DorothyDay_test6,10,14.3664579391,"we, me, my, worker, our, get, too, farm, room, night, you, strike, say, chavez, i, am, told, talk, she, bed",0.0214851918313,0.025964058127,0.7,0.3,0.141568591805,0.674027321067,0.747531362901,0.710832701315,DorothyDay,4,3.99572202865,3.41963360266
91,DorothyDay_test11,10,9.9462928772,"we, me, my, our, am, too, get, worker, i, say, you, pray, go, feel, love, joy, prayer, done, morn, labor",0.0268686915031,0.0208457890552,0.7,0.3,0.163500338286,0.688665859943,0.750927368878,0.727481961987,DorothyDay,4,3.99572202865,3.85065564068
92,DorothyDay_test1,10,10.8466720581,"we, my, our, worker, me, get, priest, love, you, talk, retreat, fr, christ, job, room, hour, am, labor, too, whi",0.0271502457964,0.0255005394788,0.6,0.4,0.179510006038,0.677133983496,0.740298671161,0.672965878577,DorothyDay,4,3.99572202865,3.2889152448
93,DorothyDay_test18,10,9.9988591671,"we, our, worker, me, my, get, you, told, hospit, go, room, priest, talk, too, love, woman, money, hour, reader, rememb",0.025682240235,0.0202384961489,0.8,0.2,0.15484781922,0.694634602463,0.736463895533,0.751134063938,DorothyDay,4,4.00365853659,3.65704054746
104,DorothyDay_test21,10,11.0781269073,"we, me, christ, our, worker, my, room, hour, too, strike, priest, talk, pray, you, go, say, ask, bread, she, grape",0.0261548021469,0.0230289815657,0.7,0.3,0.168092303263,0.757911210155,0.734374449735,0.69537722413,DorothyDay,4,3.99572202865,4.04851430273
105,DorothyDay_test14,10,10.9051289558,"we, me, our, my, too, get, worker, retreat, love, fr, you, go, talk, say, tri, poverti, am, maurin, told, us",0.0238387522876,0.0217313826647,0.6,0.4,0.142437029847,0.719217379165,0.69470714053,0.671754511139,DorothyDay,4,3.99572202865,3.85217370948
106,DorothyDay_test4,10,8.17929601669,"we, car, our, worker, get, farm, me, my, too, you, go, talk, want, hospit, walk, street, pray, love, job, tree",0.0250506193937,0.0243598164551,0.6,0.4,0.205143878677,0.711680393119,0.719468468502,0.741501443527,DorothyDay,4,3.79572202865,4.08521278283
116,DorothyDay_test12,10,9.97148609161,"we, my, our, worker, me, fr, bread, too, han, room, get, peter, poverti, tamar, you, go, love, tri, sit, farm",0.0249237852683,0.022160552549,0.7,0.3,0.200244118089,0.692149470052,0.714905585411,0.704253066239,DorothyDay,4,3.89572202865,4.07238507635
117,DorothyDay_test2,10,10.1720278263,"we, me, my, our, worker, talk, poverti, you, fr, get, too, farm, labor, ask, parish, she, retreat, joe, love, cloth",0.0226955488682,0.0202837401463,0.6,0.4,0.169162763272,0.707623235099,0.742906992043,0.740599232955,DorothyDay,4,3.99572202865,4.21732933641
126,DorothyDay_test9,10,11.0564420223,"we, our, my, me, worker, your, you, get, love, am, go, i, too, tri, bread, labor, poverti, thing, room, know",0.028290473224,0.0193188554404,0.8,0.2,0.140072440917,0.708657965791,0.701649554885,0.794195482962,DorothyDay,4,4.00365853659,3.66490124471
127,DorothyDay_test10,10,12.090102911,"we, me, my, too, our, worker, fr, get, fear, talk, go, parish, priest, you, room, am, hospit, ask, i, night",0.0282208083327,0.0193029215726,0.8,0.2,0.189631933167,0.706324833544,0.764149182305,0.712947122932,DorothyDay,4,3.89572202865,5.09690428404
128,DorothyDay_test0,10,7.32660889626,"we, our, me, worker, my, get, love, say, tri, job, tax, fr, christ, want, go, unemploy, bomb, wage, talk, pay",0.0310096760487,0.021093345626,0.7,0.3,0.153232819496,0.627937583558,0.71117640908,0.61907954795,DorothyDay,4,4.29206349206,3.91713409094
131,DorothyDay_test22,10,13.8397109509,"we, me, my, room, get, our, labor, worker, night, i, too, talk, hour, fr, morn, bed, farm, she, camp, ammon",0.0214523791665,0.0198641772849,0.5,0.5,0.199425655349,0.694686074841,0.765989212511,0.699707169084,DorothyDay,4,4.29572202865,4.78016866673
132,DorothyDay_test17,10,10.3614702225,"we, me, my, labor, our, you, get, worker, say, talk, farm, manual, too, poverti, your, i, am, tri, tax, room",0.0243896420445,0.0174682643137,0.8,0.2,0.196831954132,0.704073045441,0.764552991029,0.693567141205,DorothyDay,4,4.09572202865,4.77679792238
133,DorothyDay_test7,10,9.34425902367,"we, our, fr, worker, me, get, my, farm, love, too, maurin, don, hospit, room, girl, christ, parish, talk, street, go",0.0276929344096,0.0177441759077,1.0,0.0,0.168151540792,0.695479889471,0.735571677152,0.648009646984,DorothyDay,4,4.82865853659,5.28313559569
136,DorothyDay_test19,10,8.16901612282,"we, negro, our, you, worker, get, talk, room, too, go, me, labor, your, ye, prison, street, helen, tri, cotton, joy",0.0296813515841,0.0218826790423,0.7,0.3,0.173182632169,0.728671557474,0.726076743131,0.684019650567,DorothyDay,4,3.99572202865,4.29520524156
142,DorothyDay_test20,10,9.8520720005,"we, me, my, worker, our, fr, priest, too, love, labor, let, get, talk, ask, i, you, hope, happi, your, meet",0.027500468725,0.0204590791387,0.9,0.1,0.173454483832,0.698857122464,0.71854122859,0.662363429003,DorothyDay,4,4.32072202865,5.05633214575
143,DorothyDay_test15,10,8.05160212517,"we, our, me, worker, my, you, love, get, too, room, prayer, us, want, floor, door, morn, farm, go, joy, maurin",0.030216485723,0.0199103318873,0.8,0.2,0.174396378789,0.743041754218,0.727041285491,0.671191129884,DorothyDay,4,4.29572202865,4.67067082788
144,DorothyDay_test5,10,7.6924469471,"we, our, me, my, you, worker, get, she, talk, your, maurin, farm, joy, fr, go, peter, thing, know, us, am",0.0234105445892,0.0206430153676,0.6,0.4,0.164363093387,0.684526814526,0.701845858232,0.799766725792,DorothyDay,4,4.00365853659,3.86977291195
152,Unitarian_test6,10,20.8120410442,"my, we, me, you, our, nt, disappoint, your, let, am, s, i, know, love, say, get, rememb, moment, want, too",0.0268473746619,0.024280141896,0.7,0.3,0.131629538508,0.705875455775,0.701638990748,0.648434108516,Unitarian,7,4.28372202865,4.53342563204
155,Unitarian_test3,10,19.9690730572,"we, my, you, me, our, sing, your, ask, love, i, harm, say, know, silenc, am, s, let, feel, nt, forgiv",0.0294156287023,0.0202626454569,0.9,0.1,0.104626459317,0.640383276841,0.728237978288,0.707423081921,Unitarian,7,4.38,3.79661304683
160,Unitarian_test5,10,23.6404869556,"we, you, me, my, nt, our, your, s, am, tell, i, know, magic, want, congreg, let, get, talk, feel, someth",0.0331205352102,0.0190237562977,0.9,0.1,0.114596084447,0.69280149132,0.696609430403,0.669494491376,Unitarian,7,4.5,4.08432362792
164,Unitarian_test0,10,18.2932331562,"you, my, me, we, your, our, nt, love, hurt, get, want, say, s, i, luck, tree, fig, feel, let, too",0.0304039583572,0.023272170045,0.6,0.4,0.126924127686,0.693656330911,0.6680781215,0.629675830799,Unitarian,7,6.0,3.9794841257
166,Unitarian_test7,10,22.6861419678,"we, me, my, you, our, guilt, s, nt, your, feel, love, unitarian, am, i, too, get, whi, let, say, homeless",0.0307985636587,0.023955366271,0.8,0.2,0.100320464239,0.606917633927,0.689915323116,0.684989036421,Unitarian,7,4.1,4.35149596224
169,Unitarian_test2,10,19.1603608131,"we, our, you, my, me, bread, your, hope, ask, know, am, get, dream, love, s, i, eat, say, cult, talk",0.0280398953654,0.020064115003,1.0,0.0,0.105185814098,0.667103543046,0.726617517568,0.666829399348,Unitarian,7,6.005,4.38562345719
174,Unitarian_test4,10,21.2627179623,"we, you, me, our, my, your, trust, nt, want, s, say, thing, know, am, love, sky, let, dont, i, courag",0.034931061134,0.022382810118,1.0,0.0,0.120389092685,0.694508575749,0.637401191722,0.713005322099,Unitarian,7,4.8,4.3521410205
177,Unitarian_test8,10,17.5659270287,"we, my, you, me, our, want, feel, am, hope, your, let, i, say, love, know, wonder, s, get, sing, us",0.0312819418266,0.023176257387,0.7,0.3,0.106444486947,0.658163894742,0.701034446673,0.679509429266,Unitarian,7,5.0,4.18415670805
178,Unitarian_test1,10,19.5364048481,"my, we, you, me, wound, our, garden, say, am, love, feel, your, i, hope, someth, let, prais, heal, know, els",0.0278180262295,0.0237635906871,0.6,0.4,0.0924194896512,0.577681975406,0.709656820809,0.712815792183,Unitarian,7,3.3,2.59025670002
180,JohnPiper_test8,10,12.722725153,"you, we, vers, sin, god, spirit, your, christ, s, nt, say, my, our, me, wrath, righteous, condemn, weak, answer, kind",0.0300896507495,0.0291225032059,0.5,0.5,0.114257380374,0.679263120997,0.69454390871,0.722085179773,JohnPiper,4,4.3,3.68625144805
181,JohnPiper_test15,10,12.9312648773,"hope, we, you, god, vers, grace, our, your, love, nt, christ, s, pray, say, me, spirit, sin, glori, my, let",0.0382708967948,0.0204211586539,0.7,0.3,0.108271057166,0.714700188732,0.721201551053,0.673757359732,JohnPiper,4,4.4,4.04061848902
184,JohnPiper_test4,10,15.5136888027,"we, vers, you, your, god, christ, say, satan, love, job, s, perfect, sin, me, let, our, nt, judgment, evil, my",0.032283174522,0.0300858821651,0.4,0.6,0.11043356595,0.650973871926,0.718867278252,0.738196783367,JohnPiper,4,2.3,2.75334203093
191,JohnPiper_test13,10,13.1169691086,"you, vers, we, sin, god, spirit, s, say, worship, nt, your, elder, jesus, christ, marriag, lord, thing, paul, counsel, let",0.0232161251075,0.0197883083781,0.7,0.3,0.140476392978,0.679034428448,0.726585014937,0.68428318487,JohnPiper,4,3.99572202865,3.47984130801
194,JohnPiper_test2,10,12.7640910149,"you, we, god, sin, christ, vers, your, s, nt, coven, say, our, promis, my, forgiv, love, hope, savior, me, baptism",0.0312574757617,0.0234377064884,0.8,0.2,0.125616625579,0.666059315116,0.694825051266,0.664896971418,JohnPiper,4,4.4,4.64633851634
199,JohnPiper_test11,10,13.898873806,"you, your, vers, we, god, s, my, me, say, nt, righteous, grace, our, abid, jesus, prayer, let, thank, glori, faith",0.0295352628406,0.0185878235614,0.7,0.3,0.139720504669,0.714421165763,0.708228966821,0.61024993709,JohnPiper,4,4.28372202865,3.44872945919
201,JohnPiper_test7,10,14.3417038918,"we, you, your, vers, s, god, me, satan, say, prayer, our, my, let, jesus, sin, nt, christ, evil, will, righteous",0.0305753653936,0.0252130391069,0.7,0.3,0.126186326775,0.693789750583,0.715121220543,0.75804652161,JohnPiper,4,4.3,4.11188466204
205,JohnPiper_test0,10,11.1475629807,"you, your, we, vers, god, s, my, me, say, fear, nt, christ, glori, shall, thing, want, let, yuml, our, pride",0.0337151623631,0.0219529362387,0.9,0.1,0.12497003264,0.696972700696,0.73924143628,0.770137577445,JohnPiper,4,4.1,4.51881766628
208,JohnPiper_test9,10,13.2227058411,"you, vers, your, we, god, s, christ, lord, me, etern, say, our, jesus, truth, nt, suppress, let, my, salvat, will",0.0232257802531,0.0204645926961,0.6,0.4,0.107202414356,0.705087519619,0.742618382969,0.709881188973,JohnPiper,4,4.325,3.16292032336
210,JohnPiper_test16,10,14.9369120598,"you, your, we, worship, god, say, nt, vers, s, my, me, love, shall, our, merci, want, desir, feel, jesus, glori",0.0334790617655,0.0172516169085,1.0,0.0,0.108005524023,0.706149411347,0.730722117648,0.657712116395,JohnPiper,4,4.6,3.75293007641
213,JohnPiper_test5,10,12.6953949928,"you, your, we, christ, god, me, jesus, vers, s, say, spirit, abid, hope, my, grace, fruit, our, love, let, will",0.0273988683644,0.0142882612161,0.8,0.2,0.1128278291,0.725750566314,0.715605162535,0.63007190131,JohnPiper,4,5.325,3.43413561446
217,JohnPiper_test14,10,12.415184021,"you, vers, god, we, your, say, s, my, coven, our, me, faith, let, love, jesus, magnifi, promis, get, am, will",0.0352617245537,0.0181021636925,0.9,0.1,0.122942518862,0.70744482288,0.693615725585,0.70095204828,JohnPiper,4,4.1,4.05281353435
222,JohnPiper_test3,10,11.7818119526,"you, we, your, christ, hope, god, s, say, vers, sin, love, exult, our, me, promis, grace, jesus, nt, my, jew",0.0332673320517,0.0215649409061,0.9,0.1,0.123962497154,0.658943239554,0.706800908879,0.754584087191,JohnPiper,4,3.9,4.40486144622
227,JohnPiper_test12,10,13.6241290569,"you, we, your, vers, god, jesus, bless, christ, sin, our, say, my, me, feel, let, s, savior, nt, glori, us",0.0337003205096,0.0201975094179,0.9,0.1,0.12752615583,0.688756776288,0.631052758574,0.642160784268,JohnPiper,4,5.0,4.49844408227
230,JohnPiper_test1,10,13.2197840214,"vers, we, you, god, s, your, hope, christ, our, say, heaven, glori, jesus, sin, me, judgment, my, nt, homosexu, will",0.0317858601802,0.018894193738,0.8,0.2,0.133903449342,0.667388471508,0.698072225554,0.675245099926,JohnPiper,4,3.99572202865,4.40711029208
231,JohnPiper_test17,10,12.824201107,"you, we, prayer, me, your, jesus, god, vers, s, christ, my, say, nt, our, strive, spirit, sin, let, marriag, glori",0.0317373856854,0.0230625259718,0.7,0.3,0.115765760155,0.661856499972,0.66350229354,0.690935492849,JohnPiper,4,4.9,4.30124073453
233,JohnPiper_test10,10,15.3979430199,"you, we, your, god, s, vers, glori, christ, my, jesus, say, hope, me, nt, let, our, heaven, thing, persecut, salvat",0.034714422773,0.0249911393079,0.8,0.2,0.112500884676,0.674760151104,0.646861860039,0.675699901915,JohnPiper,4,4.4,4.29083152892
235,JohnPiper_test6,10,11.8975150585,"you, we, your, vers, god, s, say, love, christ, pray, nt, faith, etern, let, our, glori, heal, gift, merci, me",0.0404833582683,0.0192933374566,0.9,0.1,0.160356829632,0.660920435613,0.777768953613,0.75611449305,JohnPiper,4,4.8,7.12387316302
240,WBC_test11,10,15.323652029,"shall, unto, ye, my, we, you, thou, your, me, christ, god, our, sin, s, lord, thing, belov, hath, forget, wit",0.0262514097336,0.0278246778777,0.5,0.5,0.187827585127,0.58893879231,0.729910331882,0.71407356933,WBC,1,1.0,0.315575648855
241,WBC_test3,10,15.7714321613,"shall, unto, my, crook, ye, joy, we, god, lord, lot, you, christ, s, me, thing, spirit, belov, obama, say, heaven",0.0298219694366,0.0271862598713,0.4,0.6,0.20797857624,0.576788495828,0.695662154141,0.734920062656,WBC,1,1.2,0.898515073182
244,WBC_test6,10,14.0420069695,"shall, unto, my, you, me, ye, thou, god, thee, we, thi, belov, say, s, wit, sin, christ, your, sermon, lord",0.0246121889741,0.0314079683368,0.4,0.6,0.166291542357,0.602283979866,0.821532424187,0.804891886552,WBC,1,1.3,1.32722590158
246,WBC_test1,10,15.3175661564,"shall, unto, your, ye, thou, you, we, thi, hath, lord, my, god, s, me, shalt, thee, belov, our, ie, coven",0.0262577778896,0.0248132305462,0.6,0.4,0.167227854055,0.578076119243,0.76820841321,0.706528039977,WBC,1,1.5,0.855363945304
249,WBC_test8,10,18.056483984,"we, christ, unto, shall, prayer, my, you, me, lord, ye, our, s, god, let, thing, your, thou, heaven, thee, nt",0.0283855497953,0.0210274517849,0.9,0.1,0.201310885936,0.61550302071,0.74423806169,0.823919560759,WBC,1,1.7,3.54849204714
253,WBC_test12,10,15.8318030834,"shall, unto, thou, thi, my, god, we, lord, christ, your, me, you, ye, s, thee, heaven, hath, mose, zion, let",0.0278340232487,0.0260930639961,0.5,0.5,0.218051868741,0.615088414972,0.741700297648,0.820617008491,WBC,1,1.0,0.742224586953
254,WBC_test4,10,14.6139030457,"shall, unto, you, my, we, me, s, your, lord, christ, ye, thou, say, ie, god, sin, belov, wit, hath, spirit",0.0273205479032,0.0336750870182,0.2,0.8,0.191647229856,0.610160300396,0.73072482957,0.75460023498,WBC,1,1.0,1.19663976664
257,WBC_test10,10,16.7812070847,"shall, unto, you, ye, my, thou, s, me, curs, your, sin, belov, lord, god, we, bless, say, wit, thi, thee",0.0319298975148,0.0317058963644,0.4,0.6,0.16657482285,0.565972180848,0.760930443227,0.711243440433,WBC,1,1.0,0.896015985812
258,WBC_test2,10,16.1396539211,"unto, you, shall, ye, your, we, me, christ, god, s, thou, my, lord, baptism, belov, say, sin, puritan, baptist, thee",0.0258846429111,0.030731935264,0.4,0.6,0.200079895702,0.600633774385,0.752174071539,0.679376420964,WBC,1,1.0,0.447708769176
263,WBC_test0,10,15.5919799805,"unto, shall, we, me, satan, sodomit, s, you, my, ye, thou, sermon, belov, sin, our, wit, god, lord, obama, preach",0.0222585814143,0.0287217469096,0.3,0.7,0.171844094231,0.598153856363,0.767100724344,0.716411985904,WBC,1,1.3,0.832872805074
269,WBC_test7,10,15.5966551304,"shall, unto, ye, you, we, me, your, my, god, ie, belov, thou, thi, wit, thing, s, lord, heaven, sermon, christ",0.0281740475637,0.0293255632237,0.4,0.6,0.197375481753,0.571107582679,0.7618562682,0.714289482893,WBC,1,1.0,0.185545069774
274,WBC_test9,10,15.2165539265,"unto, shall, thou, thi, my, thee, me, lord, god, s, sin, christ, you, wit, belov, we, say, ye, prophet, jezebel",0.0219128110068,0.0255159065119,0.3,0.7,0.184839144045,0.557511233833,0.726856111958,0.774109326542,WBC,1,1.7,1.31127143805
278,WBC_test5,10,15.7899968624,"crook, lot, shall, unto, sin, s, we, me, god, you, your, my, ye, hath, lord, punish, hell, wit, heaven, sermon",0.0223627476687,0.0340969677915,0.3,0.7,0.177248290319,0.604065836587,0.733589410784,0.797428778018,WBC,1,1.3,1.28325805317
279,PastorAnderson_test5,10,47.8906559944,"you, s, re, we, nt, say, bibl, me, vers, go, your, get, let, know, unto, want, my, look, lot, thing",0.025113985789,0.021743165067,0.7,0.3,0.0676982850228,0.638095416304,0.730858551663,0.803857470294,PastorAnderson,2,2.1,1.68468964926
285,PastorAnderson_test1,10,53.1909039021,"you, s, we, re, say, nt, go, get, your, know, me, bibl, my, let, want, thing, unto, vers, sin, don",0.0271784526581,0.0190839458956,0.9,0.1,0.0708497937593,0.639425938249,0.645947220182,0.766234077614,PastorAnderson,2,2.6,3.0238714378
288,PastorAnderson_test4,10,54.1746411324,"you, s, re, nt, we, say, get, go, me, your, bibl, want, know, vers, my, talk, let, look, preach, whi",0.0232132323488,0.0191572801343,0.7,0.3,0.0756056906303,0.697037319305,0.733060373037,0.746987805891,PastorAnderson,2,2.2,2.21398981831
289,PastorAnderson_test3,10,52.6877241135,"you, s, re, nt, we, say, get, your, go, me, bibl, sin, vers, want, let, know, my, unto, talk, look",0.0256536964591,0.0205294766245,0.6,0.4,0.0821829646138,0.681508976441,0.746011826649,0.76493755441,PastorAnderson,2,2.6,2.63335854455
293,PastorAnderson_test6,10,55.2579889297,"you, s, re, we, nt, say, get, go, want, your, me, bibl, my, preach, vers, let, know, ve, thing, whi",0.0233504978137,0.020693689456,0.8,0.2,0.0699180101126,0.671178037115,0.708150269852,0.732886881112,PastorAnderson,2,2.2,2.67223693782
297,PastorAnderson_test0,10,53.7704739571,"you, s, re, nt, say, we, get, go, me, your, unto, save, bibl, know, let, vers, want, my, whi, lot",0.0253719282408,0.0180188924937,0.9,0.1,0.091828408431,0.726605315727,0.768901868396,0.770807793755,PastorAnderson,2,3.725,2.51586282907
300,PastorAnderson_test2,10,50.8749439716,"you, s, re, nt, we, say, your, bibl, get, go, vers, want, me, my, talk, thing, let, whi, look, know",0.0251813919542,0.0192608232215,0.9,0.1,0.0888979641141,0.670390849827,0.73808196699,0.699380567339,PastorAnderson,2,2.925,3.31740463502
304,NaumanKhan_test0,10,32.6508858204,"you, allah, your, we, nt, know, say, get, quran, talk, my, s, na, go, thing, want, me, am, re, gon",0.0189662966378,0.0125092769617,0.9,0.1,0.108790244133,0.684252649653,0.657935818924,0.595275055049,NaumanKhan,3,5.0,3.62435985443
309,NaumanKhan_test2,10,19.4233500957,"you, allah, your, we, don't, know, me, say, quran, get, my, nt, want, someth, talk, na, go, gon, ask, tell",0.0240751842916,0.0166870960329,0.8,0.2,0.193903374467,0.789382877994,0.665149388785,0.65257281066,NaumanKhan,3,5.69206349206,4.27078935719
310,NaumanKhan_test1,10,18.9703109264,"you, allah, we, your, get, say, go, don't, know, me, want, talk, apo, my, s, thing, nt, quot, realli, deen",0.0212000307321,0.0174110709837,0.8,0.2,0.145472193949,0.722005563067,0.7100627585,0.693487619148,NaumanKhan,3,3.89572202865,3.9530888362
