,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,toBeCount,pronounFrac,pronounCount,avgSD,avgEVC,groupName,rank,rfPred,svmPred
56,Shepherd_test18,10,14.0172181129,"s, preach, get, god, christ, ask, sin, don, said, jesus",0.0333803982085,0.0203801111286,0.9,0.1,16.3,0.0651548427679,161.1,0.578428528641,0.639737396584,0.680714946165,Shepherd,4,4.0,4.12207587845
59,Shepherd_test7,10,14.4005889893,"s, get, don, christ, want, t, ask, said, ill, know",0.0369116329807,0.021137236956,1.0,0.0,16.3,0.0659919864402,164.8,0.599966784345,0.569215633156,0.48827997404,Shepherd,4,4.0,3.98012294402
64,Shepherd_test17,10,15.1134750843,"s, get, don, pray, sin, grace, christ, thing, want, god",0.0340377900174,0.0214014742253,0.8,0.2,16.7,0.067385259204,161.9,0.613187127499,0.653539534105,0.428063124164,Shepherd,4,4.0,4.19934892487
71,Shepherd_test12,10,12.6033251286,"wisdom, s, get, god, christ, don, pray, ask, say, fear",0.0356442877165,0.0236352090963,0.9,0.1,16.3,0.0873948724647,135.0,0.646758812168,0.586068015264,0.508335699512,Shepherd,4,4.0,3.95578293268
72,Shepherd_test5,10,13.756444931,"walk, s, christ, get, god, faith, want, ask, said, don",0.0330529713088,0.0216401652524,0.9,0.1,16.6,0.0797051509835,153.7,0.661216667933,0.591011452087,0.634275228282,Shepherd,4,4.0,3.8505410774
73,DorothyDay_test8,10,9.17717194557,"farm, get, worker, love, tri, babi, go, too, talk, night",0.0237349401231,0.0223613394084,0.6,0.4,14.6,0.185050866597,61.8,0.662479935464,0.711894316194,0.602460144977,DorothyDay,4,4.0,3.86783010548
75,DorothyDay_test13,10,9.09614896774,"worker, get, babi, tri, too, labor, talk, farm, want, night",0.0265927554266,0.0184819480885,0.8,0.2,13.5,0.158442661057,66.3,0.742237752732,0.731972711137,0.655442403229,DorothyDay,4,4.0,3.78270952748
76,DorothyDay_test3,10,9.2883310318,"love, tri, am, joy, too, say, talk, thing, god, christ",0.0254424254315,0.0245768376861,0.6,0.4,15.3,0.159102517725,71.1,0.697737301444,0.748479339408,0.818590576248,DorothyDay,4,4.0,4.05161922943
88,DorothyDay_test23,10,11.2490298748,"get, babi, i, worker, too, tri, love, know, room, say",0.0215282380688,0.0202438385726,0.7,0.3,17.4,0.183503442914,86.7,0.746379608069,0.698417135872,0.777615301648,DorothyDay,4,4.0,4.84848442812
89,DorothyDay_test16,10,7.63119292259,"get, worker, say, ask, prayer, job, talk, am, go, bread",0.0271419917818,0.0206430904396,0.8,0.2,10.9,0.143678219647,49.8,0.659193625547,0.772447449298,0.879289683798,DorothyDay,4,4.8,3.98198594201
90,DorothyDay_test6,10,13.7391121387,"get, worker, too, fr, farm, talk, room, go, got, detroit",0.0198556837231,0.018855380062,0.6,0.4,20.9,0.151981383358,87.6,0.684135364156,0.796677343057,0.773679538171,DorothyDay,4,3.6,3.52797331584
91,DorothyDay_test11,10,15.6680591106,"love, prison, too, get, girl, worker, go, told, know, tri",0.0305759623979,0.0226203899922,0.9,0.1,24.2,0.160418788866,112.5,0.750603165336,0.755053763096,0.695005822023,DorothyDay,4,4.2,4.02705004038
92,DorothyDay_test1,10,9.20707893372,"priest, worker, street, get, too, fr, hospit, say, ask, room",0.0257187046794,0.0236360580108,0.5,0.5,16.0,0.175423023786,60.5,0.68251355608,0.783792540483,0.652239123121,DorothyDay,4,4.0,3.37078777832
93,DorothyDay_test18,10,7.61493611336,"ammon, love, worker, poverti, ask, retreat, labor, too, get, prayer",0.0292245688492,0.0234477694255,0.6,0.4,11.9,0.172958125249,56.1,0.730846831014,0.74505222225,0.82216243447,DorothyDay,4,4.0,5.1488810706
103,DorothyDay_test21,10,9.62740206718,"worker, labor, rememb, farm, fr, too, get, hope, talk, i",0.0259784671018,0.0183084189436,0.9,0.1,15.7,0.166811175615,63.9,0.71959991492,0.762027717028,0.655582108701,DorothyDay,4,4.0,3.76886016878
104,DorothyDay_test14,10,11.3587491512,"car, farm, worker, get, too, talk, fr, go, room, hospit",0.0246729568746,0.0192385467721,0.7,0.3,19.1,0.190154070289,72.2,0.685374100072,0.736007099765,0.662615761625,DorothyDay,4,4.0,4.00258723625
105,DorothyDay_test4,10,10.7187130451,"worker, too, get, room, go, farm, i, hutterit, say, talk",0.029205832737,0.0179938429979,0.9,0.1,15.7,0.143168849361,80.9,0.699623895818,0.767480132388,0.638564033307,DorothyDay,4,4.0,3.8293412857
116,DorothyDay_test12,10,7.85952997208,"worker, room, helen, get, maurin, tivoli, hospit, floor, know, street",0.0257031655172,0.0216759302739,0.6,0.4,13.4,0.178044474669,52.4,0.746920568296,0.73972335785,0.664713880776,DorothyDay,4,4.0,4.45506615304
117,DorothyDay_test2,10,10.9792339802,"worker, get, too, jack, talk, fr, go, pay, ask, picket",0.023592605976,0.0213598041374,0.7,0.3,17.6,0.16674794449,72.9,0.728255276733,0.76787931952,0.767082630434,DorothyDay,4,4.0,4.12499580413
126,DorothyDay_test9,10,13.6977419853,"love, get, too, retreat, morn, sin, tri, worker, farm, pay",0.0296239861829,0.0222603997595,0.8,0.2,21.1,0.174876073278,101.0,0.719930671786,0.705183287434,0.693991704979,DorothyDay,4,4.3,4.44332062479
127,DorothyDay_test10,10,10.744590044,"get, worker, say, too, room, night, retreat, tri, thing, love",0.0288638983889,0.0259857729206,0.6,0.4,18.2,0.188952912041,75.4,0.707566681462,0.706116672202,0.643109799654,DorothyDay,4,4.0,3.86384376736
128,DorothyDay_test0,10,9.33185076714,"we, me, my, prayer, our, worker, am, tamar, pray, i",0.0255904595708,0.0193595225728,0.7,0.3,16.7,0.186854882485,62.9,0.721075494931,0.760914763511,0.812576682691,DorothyDay,4,4.0,5.01294004439
131,DorothyDay_test22,10,9.96779298782,"retreat, love, fr, get, worker, too, sin, god, say, happi",0.025543641723,0.024400492495,0.7,0.3,13.3,0.13758786604,75.9,0.694411597984,0.743633905023,0.674814039503,DorothyDay,4,4.0,3.93964386368
132,DorothyDay_test17,10,9.57289600372,"worker, love, too, retreat, talk, get, want, tell, go, tri",0.0291156751558,0.0190262048218,0.9,0.1,13.2,0.132523610947,63.8,0.699843430694,0.724710057519,0.811344217437,DorothyDay,4,4.0,4.15257459085
133,DorothyDay_test7,10,12.476323843,"get, worker, room, bed, am, talk, go, too, i, ask",0.0214214328604,0.0197669166048,0.7,0.3,19.9,0.170041634234,81.2,0.718411426285,0.754315744164,0.573081879975,DorothyDay,4,4.0,4.09938792161
136,DorothyDay_test19,10,9.71377801895,"worker, fr, poverti, talk, get, too, helen, labor, ask, cotton",0.0257564566405,0.019331180485,0.8,0.2,16.2,0.166866965875,66.4,0.696125185763,0.777951523287,0.725135919044,DorothyDay,4,4.0,3.62842221626
142,DorothyDay_test20,10,8.34831094742,"christ, prayer, worker, room, too, want, ask, get, go, coal",0.0272225285394,0.0174113668422,1.0,0.0,14.2,0.190464129032,53.3,0.737318301247,0.748651794398,0.729835323868,DorothyDay,4,4.0,4.58541939462
143,DorothyDay_test15,10,10.059262991,"labor, prison, too, worker, get, say, manual, talk, am, peter",0.0296244139584,0.0267190051099,0.6,0.4,16.2,0.182233926746,69.4,0.735862272458,0.749589270518,0.607843793629,DorothyDay,4,3.7,4.15308482063
144,DorothyDay_test5,10,11.8653440475,"worker, get, labor, want, love, strike, picket, simon, talk, room",0.0295886864476,0.0222103215328,0.7,0.3,16.0,0.167736212786,74.6,0.701496245146,0.794606145405,0.741646441837,DorothyDay,4,4.0,4.207137095
153,Unitarian_test6,10,18.043118,"want, am, s, nt, love, i, let, know, get, feel",0.0317612454615,0.0182024579852,1.0,0.0,23.8,0.101970679432,159.2,0.713308799794,0.706357766322,0.566405696664,Unitarian,7,7.0,4.51488505188
156,Unitarian_test3,10,18.6750929356,"fear, depress, hope, get, feel, am, love, i, know, nt",0.027242607215,0.0233452077894,0.8,0.2,26.0,0.1109426603,145.5,0.669166182363,0.658875540304,0.726022564398,Unitarian,7,7.0,5.13384022733
158,Unitarian_test4,10,16.8210139275,"evil, am, get, harm, luck, i, bread, s, ask, say",0.0298925763116,0.0214130628979,0.7,0.3,20.1,0.0789671114189,133.1,0.577594670758,0.70063053178,0.572679475482,Unitarian,7,3.7,4.74518286163
161,Unitarian_test5,10,18.5254778862,"bread, get, jefferson, s, nt, want, am, belov, silenc, justic",0.0284999358854,0.0210608140966,0.8,0.2,25.5,0.123513227771,125.3,0.618971824196,0.653193837851,0.495328475028,Unitarian,7,5.8,5.22468155137
165,Unitarian_test7,10,20.6855461597,"am, say, nt, prison, feel, know, i, hope, tell, s",0.0280992384534,0.0225060234168,0.8,0.2,26.5,0.111259629874,166.7,0.689279094137,0.644609625078,0.543315387906,Unitarian,7,6.4,5.20012059801
167,Unitarian_test0,10,19.6743311882,"am, say, i, want, know, dont, s, too, love, let",0.026805075644,0.0205141073628,0.8,0.2,24.5,0.0968844209938,155.3,0.663733392823,0.667942293426,0.573365652811,Unitarian,7,7.0,5.39617552182
171,Unitarian_test2,10,20.3730640411,"nt, s, say, want, am, get, i, realli, tell, ask",0.026266372769,0.0192111148723,0.9,0.1,26.3,0.138496079595,158.1,0.683821348143,0.699146566088,0.608307523145,Unitarian,7,5.5,5.25381129372
177,Unitarian_test8,10,18.2006731033,"listen, garden, easter, love, say, nt, s, feel, i, know",0.0333489201712,0.0212523138688,1.0,0.0,24.0,0.112918093306,141.1,0.644085670527,0.649036847875,0.631848939819,Unitarian,7,7.0,4.86664183762
178,Unitarian_test1,10,16.7448508739,"am, i, get, anger, feel, know, s, grief, want, talk",0.0285702008137,0.0268444262627,0.6,0.4,23.6,0.136964650316,138.9,0.664412940361,0.684440993887,0.641444194243,Unitarian,7,4.0,3.85569390996
180,NaumanKhan_test0,10,28.8467450142,"allah, quran, say, know, someth, get, want, don't, go, talk",0.0207460119307,0.0156852447212,0.9,0.1,48.5,0.173385281091,250.4,0.686889364031,0.657326726253,0.658907498997,NaumanKhan,3,2.0,4.43963501064
182,NaumanKhan_test1,10,23.160148859,"allah, get, don't, know, talk, want, say, quot, quran, apo",0.0205287677514,0.0173247716746,0.6,0.4,38.3,0.197832661896,196.4,0.754276028474,0.657232247409,0.513272523616,NaumanKhan,3,2.2,3.85104340412
186,NaumanKhan_test2,10,27.2776968479,"allah, quran, know, say, get, talk, don't, thing, go, want",0.021840200708,0.0127355016677,1.0,0.0,44.0,0.136318344194,286.7,0.744625257746,0.629686653199,0.624944836735,NaumanKhan,3,2.9,3.75127002214
190,JohnPiper_test8,10,14.4829208851,"prayer, god, christ, s, vers, say, jesus, strive, sin, will",0.0293059277273,0.0209222004111,0.8,0.2,23.7,0.140415892644,118.1,0.686674795759,0.751261894224,0.747154066764,JohnPiper,4,4.1,4.10706360178
192,JohnPiper_test15,10,13.2225780487,"vers, grace, christ, sin, gospel, god, s, job, nt, say",0.0320255462552,0.0238348646678,0.6,0.4,22.6,0.141374806372,118.0,0.735735282044,0.707665824586,0.660446345183,JohnPiper,4,3.7,4.0910891699
194,JohnPiper_test4,10,11.6209478378,"christ, vers, god, s, joy, gospel, salvat, say, spirit, gift",0.0316633183497,0.0157313531486,0.9,0.1,20.1,0.138478999108,94.0,0.638161050047,0.744607593037,0.754530736222,JohnPiper,4,4.4,4.61023654216
198,JohnPiper_test13,10,13.5071201324,"vers, god, s, say, homosexu, love, prayer, worship, want, christ",0.0276048006057,0.0198826109501,0.7,0.3,20.5,0.130832886919,115.4,0.691906972929,0.728670172093,0.755116527386,JohnPiper,4,4.0,4.22349161157
203,JohnPiper_test2,10,12.5396831036,"god, vers, s, job, say, nt, love, let, know, thing",0.0299373715046,0.021665120894,0.8,0.2,18.9,0.130809167006,106.2,0.701437337291,0.702727375518,0.605861152781,JohnPiper,4,4.0,4.22466667484
208,JohnPiper_test11,10,11.7052919865,"vers, perfect, god, love, zion, s, say, christ, sin, judgment",0.0356734072255,0.0222718881268,0.7,0.3,18.9,0.118254520091,105.4,0.669643510463,0.730686684285,0.721168580087,JohnPiper,4,4.0,4.07170670342
210,JohnPiper_test7,10,12.6543121338,"vers, god, grace, say, s, christ, hope, spirit, glori, etern",0.0333577373964,0.0194711277656,0.6,0.4,19.1,0.121348379628,113.0,0.711379358451,0.759137311521,0.704433093992,JohnPiper,4,4.0,4.38018018185
213,JohnPiper_test0,10,12.8588738441,"god, merci, vers, s, shall, christ, say, hope, nt, will",0.028161490051,0.0181156945495,1.0,0.0,19.8,0.135161994298,103.5,0.691271818538,0.650708848037,0.677988277341,JohnPiper,4,4.0,4.59399335994
214,JohnPiper_test9,10,12.9095439911,"spirit, vers, s, god, christ, say, let, coven, husband, love",0.0248630170163,0.0182059973874,0.7,0.3,22.9,0.151900728452,106.1,0.695488840108,0.685849036609,0.640328101989,JohnPiper,4,3.9,4.12672840778
215,JohnPiper_test16,10,13.5261831284,"vers, god, s, spirit, say, nt, christ, job, pray, let",0.0283137142901,0.0292628510568,0.5,0.5,23.2,0.146725849145,111.7,0.653786183747,0.743155211794,0.567692992375,JohnPiper,4,2.8,3.07895433551
218,JohnPiper_test5,10,12.1594359875,"glori, hope, god, worship, vers, christ, s, let, say, bless",0.0325982611391,0.0182756697957,0.9,0.1,16.6,0.105353203361,107.3,0.699110465654,0.71103012477,0.631421866503,JohnPiper,4,4.0,3.85305430426
224,JohnPiper_test14,10,12.2884349823,"god, glori, vers, spirit, s, jesus, christ, wrath, say, hope",0.0291441943093,0.0245887550921,0.6,0.4,21.1,0.143713123836,104.9,0.702544157501,0.731295679857,0.682924686868,JohnPiper,4,4.0,3.88423204741
229,JohnPiper_test3,10,13.4965701103,"god, glori, love, vers, say, christ, s, nt, jesus, sin",0.0359794512318,0.0166906328541,0.9,0.1,19.4,0.117631852257,110.5,0.673396258759,0.659555282086,0.764001440274,JohnPiper,4,4.4,4.51314824294
233,JohnPiper_test12,10,13.666298151,"vers, grace, sin, christ, god, s, say, walk, sabbath, let",0.0314307253254,0.0217648314192,0.7,0.3,25.5,0.142246551785,119.6,0.651552589359,0.711726181802,0.561320233428,JohnPiper,4,4.9,4.45340113793
237,JohnPiper_test1,10,12.7938971519,"christ, hope, vers, say, god, sin, s, heaven, nt, sanctifi",0.0361965583506,0.0211436586413,0.8,0.2,21.8,0.13496513017,114.6,0.707999733351,0.643787524161,0.67929663807,JohnPiper,4,4.32727272727,4.07594418208
241,JohnPiper_test17,10,12.6044039726,"vers, god, s, say, love, hope, nt, coven, fear, mose",0.0348811713943,0.0269938229191,0.6,0.4,20.9,0.146985049422,94.4,0.672717187188,0.747130559527,0.624463562194,JohnPiper,4,4.0,3.63770133009
243,JohnPiper_test10,10,11.7129230499,"god, vers, christ, jesus, s, say, nt, worship, sin, love",0.0318268373622,0.0231961332631,0.9,0.1,17.9,0.124926040073,104.1,0.688205875789,0.697656086735,0.713507741181,JohnPiper,4,4.0,3.96541980385
245,JohnPiper_test6,10,12.606913805,"vers, god, say, christ, s, hope, jesus, nt, joy, will",0.031108011295,0.0183191641356,0.8,0.2,18.7,0.122274396493,112.8,0.712944886693,0.707925798697,0.575041018328,JohnPiper,4,4.0,4.03848463158
246,WBC_test2,10,13.3362290859,"shall, unto, hope, thou, ye, lord, hath, god, sin, thi",0.0224379129155,0.0333281586767,0.1,0.9,21.4,0.161240468138,77.5,0.576931041838,0.692280503843,0.726738403006,WBC,1,2.2,1.16074078419
249,WBC_test11,10,14.9005968571,"unto, shall, crook, god, s, lord, thou, lot, let, sin",0.0274587353268,0.0290135740379,0.3,0.7,25.1,0.156198355862,96.8,0.601987288549,0.731488628291,0.778236398534,WBC,1,1.0,1.11534196748
256,WBC_test6,10,17.8806250095,"shall, crook, unto, lot, ye, s, sin, thou, god, lord",0.0262328280487,0.0301157462878,0.3,0.7,32.5,0.194373537049,109.2,0.627444778164,0.734671333831,0.836627380915,WBC,1,1.0,1.28691569541
257,WBC_test1,10,14.0848090649,"shall, unto, thou, thi, god, thee, s, ye, lord, sermon",0.0279436689148,0.0291546112753,0.4,0.6,27.9,0.201948726786,79.0,0.558852636136,0.764159714827,0.784707461231,WBC,1,1.0,0.666890142411
263,WBC_test12,10,16.9807441235,"shall, unto, thou, prayer, thee, ye, christ, thi, s, god",0.0276501887983,0.0264246105016,0.6,0.4,32.5,0.197379444829,111.6,0.636264838609,0.706374623046,0.689331969513,WBC,1,1.0,1.49467518494
264,WBC_test4,10,12.5717771053,"shall, unto, thou, lord, mose, ye, god, thi, heaven, wait",0.0250313498999,0.0236289172502,0.7,0.3,21.5,0.173997594303,67.0,0.536421376141,0.741501631744,0.820441292293,WBC,1,2.2,1.70665841277
268,WBC_test10,10,16.0194559097,"shall, unto, god, s, thou, lord, heaven, christ, angel, thi",0.0326594990105,0.0276993048351,0.6,0.4,27.9,0.195735886437,90.2,0.620549233434,0.757614565904,0.775870131,WBC,1,1.6,1.38670495885
271,WBC_test0,10,13.257682085,"shall, unto, s, trumpet, god, lord, ye, sermon, wit, thou",0.0233875828125,0.0293990754443,0.4,0.6,24.1,0.190309936959,66.5,0.53872736986,0.757228330091,0.76521997377,WBC,1,1.0,0.705971211863
277,WBC_test7,10,15.3432209492,"unto, shall, satan, ye, god, spirit, christ, s, lord, thou",0.0298721337659,0.0321051657183,0.4,0.6,27.4,0.184668135736,91.9,0.605630261668,0.741741244989,0.578295044771,WBC,1,1.0,1.55054775671
278,WBC_test3,10,17.4915959835,"thi, unto, shall, thou, s, sodomit, christ, sin, god, ye",0.0260011844273,0.0251782936061,0.6,0.4,35.1,0.215476079884,104.5,0.626344522459,0.728227865803,0.647365952412,WBC,1,2.2,1.19976200984
280,WBC_test9,10,20.2070970535,"shall, unto, coven, ye, god, sin, s, lord, christ, vengeanc",0.0250945165622,0.0342035095529,0.2,0.8,28.4,0.16884449508,107.2,0.584899077797,0.704880836646,0.706273474373,WBC,1,1.0,0.954922101598
282,WBC_test8,10,14.0323119164,"shall, unto, lord, thou, ye, god, thee, redeem, thing, christ",0.0265952420303,0.02377438324,0.6,0.4,24.5,0.200498037285,82.9,0.729728524311,0.718312926161,0.722958794615,WBC,1,3.3,4.24132699588
286,WBC_test5,10,16.0875849724,"shall, unto, god, afflict, s, christ, thou, thing, ye, comfort",0.0271002038205,0.0290416743234,0.5,0.5,30.2,0.204016089705,97.3,0.671542816563,0.723422502271,0.617903169352,WBC,1,1.6,1.87591893179
288,PastorAnderson_test5,10,54.6624131203,"s, re, nt, say, go, get, bibl, preach, know, want",0.0253904512939,0.0144933016849,1.0,0.0,64.2,0.0694479374399,683.3,0.647873040335,0.693240545585,0.724594081099,PastorAnderson,2,2.1,2.23869889236
294,PastorAnderson_test1,10,50.6918959618,"s, re, say, nt, go, get, bibl, vers, save, know",0.0246507585925,0.0199118111294,0.7,0.3,61.2,0.0803085133216,619.5,0.693945421561,0.721026178643,0.694074583766,PastorAnderson,2,2.0,1.77929694435
297,PastorAnderson_test4,10,45.8156118393,"s, nt, re, say, bibl, go, get, vers, know, want",0.0244126571636,0.0211112907395,0.7,0.3,61.0,0.0893623174976,513.0,0.709216788716,0.758806202222,0.797239919209,PastorAnderson,2,2.0,2.00971216832
298,PastorAnderson_test3,10,55.9546120167,"s, re, say, bibl, get, nt, go, vers, save, want",0.0221002318152,0.019710013621,0.7,0.3,64.4,0.0634926533928,682.7,0.62819940177,0.695299066265,0.634160059947,PastorAnderson,2,2.0,2.2078718342
302,PastorAnderson_test6,10,52.2120668888,"s, nt, re, say, get, go, bibl, know, want, let",0.0229974427403,0.0176085552768,0.8,0.2,59.7,0.0736366575803,631.6,0.726421982128,0.690167904508,0.74040296094,PastorAnderson,2,2.0,1.72176519945
306,PastorAnderson_test0,10,46.7322609425,"s, nt, re, say, get, go, bibl, want, let, vers",0.0315221339277,0.0166451693025,1.0,0.0,59.0,0.0875765260237,502.5,0.737629092775,0.732041289723,0.808747187693,PastorAnderson,2,2.5,2.89912559447
309,PastorAnderson_test2,10,50.4808738232,"s, re, say, nt, get, go, sin, save, bibl, vers",0.0245895741079,0.0242194182413,0.6,0.4,66.6,0.0835558584453,625.5,0.629883038362,0.714267230053,0.786334403658,PastorAnderson,2,2.0,1.89779260499
312,Rabbinic_test5,10,10.0949208736,"jew, rabbi, ritual, jewish, know, refuge, torah, ask, ourselv, let",0.0170803204274,0.020022160102,0.6,0.4,21.3,0.237722909151,69.4,0.765630107781,0.697891550114,0.648650106955,Rabbinic,6,6.0,6.10145978974
315,Rabbinic_test2,10,10.5261390209,"rabbi, know, jew, isra, forgiv, torah, menorah, am, jewish, don't",0.0200769721897,0.0167416580886,0.6,0.4,18.2,0.206662953398,68.2,0.773136321091,0.704857587985,0.662866627185,Rabbinic,6,3.9,5.31739660279
318,Rabbinic_test0,10,10.7464129925,"rabbi, israel, jew, jewri, jewish, hartman, ask, steinberg, isra, truth",0.0228675274637,0.0191542497483,0.6,0.4,21.0,0.254697167735,58.3,0.683854823729,0.733819236726,0.653121985066,Rabbinic,6,6.2,4.50744770569
321,Rabbinic_test3,10,11.8587741852,"synagogu, want, know, kaplan, rabbi, answer, judaism, jewish, jew, koufax",0.0200628860395,0.0145925988358,0.9,0.1,24.1,0.231090604051,81.9,0.785661666655,0.676814038545,0.473310096421,Rabbinic,6,5.8,5.16234252816
322,Rabbinic_test4,10,10.7173871994,"torah, rabbi, know, ask, learn, happi, yom, keter, kippur, want",0.0241359919391,0.0196280444138,0.7,0.3,22.1,0.229120222497,75.7,0.75320200114,0.774122925635,0.765231091309,Rabbinic,6,5.5,5.66541352008
325,Rabbinic_test1,10,10.5191781521,"moment, rabbi, know, jew, jewish, happen, elisha, israel, too, whi",0.0200100616367,0.0190134602551,0.5,0.5,18.1,0.202794420989,68.8,0.75793262895,0.694551889481,0.791090554932,Rabbinic,6,4.0,5.18900479737
328,MehrBaba_test1,10,9.77297496796,"baba, s, master, infinit, discipl, realiz, spiritu, feel, self, meher",0.0374584384633,0.0187142849286,0.8,0.2,18.8,0.217259233282,75.3,0.7426139948,0.678952036551,0.684212696585,MehrBaba,8,7.1,6.63908318299
331,MehrBaba_test3,10,7.31382203102,"baba, perfect, mind, meher, realiz, infinit, master, imperson, self, love",0.0385632099094,0.0191510339064,0.9,0.1,14.0,0.172037912326,58.4,0.72856637162,0.755758595963,0.667842000344,MehrBaba,8,4.0,5.80299079215
334,MehrBaba_test8,10,7.35719704628,"baba, meher, shri, mind, sufi, spiritu, forget, s, truth, divin",0.0303405492726,0.0146821149333,1.0,0.0,14.9,0.303370386465,44.0,0.713311361222,0.745240923209,0.680323653885,MehrBaba,8,8.0,7.90588285733
336,MehrBaba_test4,10,6.78979706764,"baba, kenmor, dr, spirit, s, meher, worri, love, spiritu, conscious",0.033920519634,0.0154401870042,1.0,0.0,13.9,0.275052297642,37.0,0.699417078707,0.717436014431,0.501290078195,MehrBaba,8,8.0,7.47806638923
340,MehrBaba_test6,10,10.1360840797,"baba, meher, conscious, love, nt, s, infinit, feel, mira, mind",0.0355103295189,0.0200160951844,0.8,0.2,19.9,0.225271581809,85.0,0.721718601339,0.72918169424,0.727976340604,MehrBaba,8,8.0,6.99970539001
343,MehrBaba_test0,10,12.9599239826,"baba, hors, s, sanskara, meher, mind, want, spiritu, love, nt",0.029484610909,0.0182785562243,0.9,0.1,25.5,0.22421512473,85.7,0.718626855571,0.696005340938,0.640266556939,MehrBaba,8,5.5,6.06881767307
