,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
31,Shepherd_test4,10,58.3735229969,"christ, s, get, want, heaven, ill, don, save, god, ask, said, sin, know, t, car, go, i, thing, jesus, grace",0.0313262128891,0.0249455425104,0.8,0.2,0.0958974396072,0.679261435672,0.0198912471496,0.0159621119102,0.0236098930012,0.008910717418,0.0245570952464,0.0041747061919,0.0125241185757,0.636410648379,0.688889931433,Shepherd,4,4.0,4.38250458223
32,Shepherd_test8,10,63.5691308975,"don, s, get, t, want, sin, know, love, ask, christ, god, thing, preach, i, ill, pray, will, humbl, whi, said",0.0364640232138,0.0210348481394,0.9,0.1,0.0583413784327,0.587631234465,0.0204689726649,0.0194649566006,0.0289869154035,0.0102020987175,0.0235457960876,0.00408083948698,0.00961912164788,0.665133744989,0.556684542221,Shepherd,4,4.3,4.05817495735
35,Shepherd_test3,10,59.6588499546,"christ, s, don, want, god, t, get, preach, ask, know, ill, let, jesus, i, thing, lord, talk, will, am, love",0.0296721618491,0.0218141770112,0.5,0.5,0.058997659299,0.557817872393,0.0224667129217,0.0125218885255,0.0247133842138,0.00802854594112,0.0244821092279,0.00294049625004,0.0105725707867,0.655943874102,0.746747143839,Shepherd,4,4.0,4.29111699181
38,Shepherd_test13,10,63.5461649895,"s, christ, get, sin, don, jesus, know, bad, god, fear, ask, t, ill, want, said, preacher, sure, preach, let, lord",0.0350485651827,0.0252811366405,0.7,0.3,0.0697358740641,0.617190055529,0.0193272686069,0.0198128783709,0.0210430897731,0.00815824403509,0.0256078215546,0.00382013014342,0.0109747806663,0.653170088423,0.574094805885,Shepherd,4,4.0,3.98816137499
45,Shepherd_test1,10,56.6290638447,"s, get, want, don, christ, t, love, spirit, ill, sin, ask, someon, said, know, preach, messag, i, go, god, someth",0.0318173579916,0.0223907989597,0.9,0.1,0.0620542877364,0.62910950668,0.0250153191796,0.0168691201384,0.0247630032801,0.00973218469524,0.021879393,0.00666834877266,0.0131564719028,0.642667269099,0.473515712564,Shepherd,4,4.0,4.25067491031
49,Shepherd_test11,10,58.8817870617,"s, get, don, love, ask, said, t, want, encourag, ill, let, god, thing, know, lord, christ, walk, will, sigh, i",0.0334364215325,0.021922400919,0.9,0.1,0.0565993042659,0.619875778318,0.022672489083,0.016768558952,0.0230917030568,0.00894323144105,0.0292052401747,0.00450655021834,0.010864628821,0.675790110207,0.65989981787,Shepherd,4,4.0,3.85668423832
55,Shepherd_test18,10,56.1481509209,"don, s, want, get, ill, evil, t, said, ask, bless, god, i, got, know, car, whi, do, ve, thing, christ",0.0317381483283,0.0267753638858,0.6,0.4,0.066143060363,0.586854781531,0.0249398704903,0.016540240518,0.0256799259944,0.00880666049954,0.020795559667,0.00384828862165,0.012802960222,0.689529401818,0.671045951842,Shepherd,4,4.0,4.2404165412
58,Shepherd_test7,10,52.0146160126,"get, s, ask, love, don, pray, let, thing, god, preacher, know, t, christ, said, ill, i, joy, rememb, do, want",0.0359374331251,0.0187148537964,1.0,0.0,0.07962068765,0.648209701834,0.0209270927093,0.0174392439244,0.0239273927393,0.0108760876088,0.0175142514251,0.00562556255626,0.0133888388839,0.638696252146,0.662518923692,Shepherd,4,4.0,4.46187982093
63,Shepherd_test17,10,57.7312328815,"s, don, thank, get, pray, love, ask, want, ill, t, god, prayer, said, know, say, everyth, i, lord, think, whi",0.038183949756,0.0191360580582,1.0,0.0,0.0657415907706,0.555747212523,0.0203018707483,0.0196286848073,0.0249078798186,0.00853883219955,0.0205144557823,0.00410997732426,0.0117276077098,0.609370132937,0.618197981386,Shepherd,4,4.0,4.05402739952
66,Shepherd_test2,10,49.9287121296,"s, christ, don, preach, walk, get, t, someon, know, want, sin, ask, whi, jesus, god, say, i, preacher, lord, ill",0.034878102774,0.0194389797683,1.0,0.0,0.070668464584,0.6249940313,0.0230974358974,0.0194051282051,0.0248615384615,0.00877948717949,0.0207179487179,0.00701538461538,0.0108717948718,0.638072099713,0.568120211865,Shepherd,4,4.0,4.25078428766
71,Shepherd_test12,10,60.3751511574,"s, don, want, christ, get, sin, job, pray, t, ask, god, preacher, thing, thank, said, say, think, ill, re, faith",0.032531408992,0.0224615813103,0.8,0.2,0.0757058954169,0.590870592721,0.0187673929274,0.0160184619562,0.020260639381,0.0130319690491,0.0241973800312,0.00461548903821,0.010554537433,0.669095080026,0.587951667737,Shepherd,4,4.0,3.84572945488
72,Shepherd_test5,10,62.9389050007,"s, christ, don, ask, god, t, thank, want, get, worship, mind, said, testimoni, ill, happi, know, say, jesus, thing, i",0.0330570120535,0.0164766455187,1.0,0.0,0.0649618689823,0.536181627343,0.018354860639,0.0184228416044,0.0208021753909,0.00836165873555,0.0240652617267,0.00360299116247,0.0134942216179,0.671738713342,0.605191081729,Shepherd,4,4.0,4.09984708091
73,DorothyDay_test8,10,28.993694067,"worker, room, priest, hospit, am, get, morn, farm, too, bed, care, told, trip, go, maurin, floor, hour, ward, fr, i",0.0269760978503,0.0199098149729,0.9,0.1,0.152090532982,0.706638852107,0.0209744846475,0.00223439527173,0.0171543895055,0.0121089808274,0.00807265388496,0.00836096295228,0.0102349718899,0.779137194262,0.720490626227,DorothyDay,4,5.6,4.15587604821
75,DorothyDay_test13,10,41.4926159382,"worker, get, too, tri, room, love, bed, night, feel, talk, prison, say, want, go, hope, told, i, novena, trust, sleep",0.0293854652195,0.0229293417796,0.6,0.4,0.181059824782,0.694308275034,0.0224186247036,0.00533520155206,0.0155205863333,0.011856003449,0.0116943306747,0.0057663289502,0.0127182582453,0.706112090937,0.766911964083,DorothyDay,4,4.0,4.23889408871
76,DorothyDay_test3,10,47.7623829842,"get, worker, priest, go, am, tri, too, want, prayer, night, talk, paper, hospit, street, stay, room, retreat, fr, rememb, say",0.0216087823353,0.0218397700267,0.6,0.4,0.158387131004,0.725403610763,0.0218143245861,0.0022598348937,0.0130516994881,0.0109302218328,0.016925702163,0.00784024350874,0.0104229119587,0.731563285457,0.737772214564,DorothyDay,4,4.0,3.7710870356
87,DorothyDay_test23,10,42.9772999287,"car, worker, get, farm, want, room, priest, go, too, i, talk, got, am, strike, pray, tri, poverti, thing, street, pay",0.0201859616108,0.0218674680227,0.5,0.5,0.195551755663,0.683252366776,0.0200675444178,0.0053839753316,0.0168371592188,0.0110126768146,0.0152709118496,0.00264304243551,0.00861436053057,0.738535396966,0.776179733268,DorothyDay,4,3.7,4.22880401648
88,DorothyDay_test16,10,47.4273130894,"worker, get, pray, am, room, i, too, talk, say, go, ask, prayer, maurin, told, farm, tri, feel, walk, night, comfort",0.0216348282284,0.0210347870425,0.5,0.5,0.162084708081,0.732193855572,0.0161650198078,0.00277765129092,0.0262283138291,0.0103365056236,0.012749874778,0.00560083784891,0.0103365056236,0.758034534362,0.774587072862,DorothyDay,4,4.0,4.55026661638
89,DorothyDay_test6,10,55.9391179085,"get, worker, too, i, rememb, talk, am, babi, room, tri, want, morn, joy, dollar, feel, know, night, ask, think, thing",0.0240649403606,0.0195662923053,0.9,0.1,0.196205082093,0.745489911199,0.0156835477267,0.00270405995287,0.0248773515664,0.0117047166531,0.0109321280952,0.0102754278209,0.0130567466296,0.711362552523,0.55030733751,DorothyDay,4,4.0,4.95963100848
90,DorothyDay_test11,10,41.5584478378,"worker, fr, talk, get, labor, love, farm, too, peter, say, room, tri, priest, night, hear, tell, ask, bed, am, prayer",0.0302492656543,0.0170644222877,0.9,0.1,0.176120775274,0.656302819629,0.0190344691553,0.00261354110163,0.0107007248878,0.0104541644065,0.0220918191232,0.00364909512303,0.00882686523004,0.687780652891,0.730783956869,DorothyDay,4,4.0,4.14151686453
91,DorothyDay_test1,10,29.6461288929,"worker, go, want, too, get, know, retreat, whi, teresa, stjoseph, ask, talk, prayer, night, i, wish, dont, jail, hope, garden",0.0247820167126,0.0206008699509,0.7,0.3,0.15739698364,0.674424341923,0.0207614843427,0.00538005242102,0.016071182232,0.012484480618,0.0112429300593,0.00606980273141,0.0100703545317,0.731428248659,0.591892845365,DorothyDay,4,4.0,4.48829501774
92,DorothyDay_test18,10,35.1779170036,"worker, talk, get, fr, room, say, cathol, christ, unemploy, ye, tri, morn, priest, maurin, apart, street, bless, gandhi, prison, thing",0.0243678182588,0.0164414079766,0.8,0.2,0.161122061653,0.65798362804,0.0190559769322,0.00200589230866,0.0122860903905,0.00796088509998,0.00727135961888,0.00727135961888,0.0119099855826,0.737577210878,0.674459914206,DorothyDay,4,5.3,4.80270376909
103,DorothyDay_test21,10,46.2832541466,"get, worker, too, farm, want, go, room, dolci, talk, street, say, morn, ownership, mike, night, i, car, retreat, maurin, will",0.0244629914031,0.0173499944956,0.8,0.2,0.179121777752,0.683979190606,0.0171156752912,0.00315639726149,0.0155597048102,0.00929136658665,0.0112029874633,0.00453454254468,0.0108028807682,0.744670703457,0.647603283261,DorothyDay,4,4.0,4.87473784081
104,DorothyDay_test14,10,28.1698839664,"worker, get, ask, pay, talk, too, paper, hospit, farm, priest, will, go, fr, say, street, want, tell, tri, merci, care",0.0248637494172,0.0200327811671,0.7,0.3,0.170430127095,0.695087719039,0.0240893495876,0.00401489159793,0.0118256807066,0.00927074968976,0.0144536097525,0.00379589751077,0.00729980290532,0.752347867947,0.712089278754,DorothyDay,4,3.7,4.15951179302
105,DorothyDay_test4,10,33.3354518414,"worker, get, prayer, farm, know, rememb, night, too, hospit, cathol, street, room, picket, priest, go, merci, am, i, love, paper",0.0247905748918,0.0239693296691,0.6,0.4,0.156910931767,0.701687258002,0.0167666893522,0.00680566726474,0.0134257254223,0.0100228917899,0.0173235166739,0.00593949143105,0.00903297655138,0.738368802388,0.67000872332,DorothyDay,4,4.0,4.13815730159
115,DorothyDay_test12,10,45.5856559277,"talk, get, room, tri, too, worker, babi, night, want, told, go, farm, priest, love, i, pilgrimag, bed, am, poverti, say",0.0261401062836,0.0169752330549,0.9,0.1,0.184732222281,0.740413200503,0.0185459294732,0.00269917283413,0.0152808010448,0.0110579016108,0.0134958641707,0.0055289508054,0.00979538528515,0.695324864391,0.751047828274,DorothyDay,4,4.0,4.32697584663
116,DorothyDay_test2,10,41.7391519547,"negro, worker, too, get, room, go, priest, want, fr, talk, say, prayer, tri, i, cotton, love, helen, hope, told, hospit",0.0257964728626,0.0203586004318,0.8,0.2,0.112420715104,0.708650928078,0.0137391671951,0.00401606425703,0.0176495455506,0.0124180934263,0.0134221094906,0.0126294652293,0.00914183047981,0.760642230965,0.60531451116,DorothyDay,4,3.7,4.49843282375
125,DorothyDay_test9,10,52.1407849789,"worker, get, poverti, too, poor, labor, go, say, talk, cloth, i, job, farm, am, room, hard, want, let, maurin, hospit",0.0259402591678,0.0224316934402,0.6,0.4,0.174146062237,0.71756303505,0.0167140230654,0.00279959886345,0.0191375564098,0.0130787230486,0.0134130035099,0.00392779542036,0.00915092762828,0.77278311701,0.753845668293,DorothyDay,4,4.0,3.89721473867
126,DorothyDay_test10,10,41.9587869644,"worker, get, retreat, sin, fr, love, too, talk, farm, room, cuba, say, must, girl, ask, labor, priest, go, god, prayer",0.0245481815219,0.0270511384199,0.6,0.4,0.129256107971,0.587915518975,0.0182366000634,0.00380589914367,0.0128449096099,0.0143778412094,0.00639602494978,0.00438735595729,0.0103076435141,0.738518948774,0.708869465165,DorothyDay,4,1.9,4.11709007741
127,DorothyDay_test0,10,31.7660579681,"get, worker, room, farm, talk, bed, too, tri, maurin, julia, jim, am, done, night, camp, peter, say, go, street, will",0.0274312027913,0.0203226491993,0.7,0.3,0.181059279175,0.665476865304,0.0180532761015,0.00321929049362,0.0121828052014,0.0109203383411,0.00890039136473,0.00883726802171,0.00814291124858,0.730147849863,0.70830179242,DorothyDay,4,5.6,4.03457171636
131,DorothyDay_test22,10,48.7637891769,"love, retreat, worker, get, farm, christ, poverti, want, too, god, thing, bed, say, tri, evil, go, bride, prayer, talk, analog",0.0324272923816,0.0178202081189,0.9,0.1,0.170995195994,0.746381676749,0.0184572523072,0.00452725056591,0.0107957513495,0.0112745951593,0.0188925648616,0.00335190666899,0.0110134076267,0.731783915103,0.733095627226,DorothyDay,4,4.0,4.8400545124
132,DorothyDay_test17,10,28.6695728302,"worker, talk, get, labor, too, let, fr, know, hope, go, say, farm, hospit, stjoseph, strike, kitchen, felt, spoke, christ, meet",0.0216969009817,0.0192236612679,0.6,0.4,0.215137667227,0.754763208937,0.0258201493048,0.00452023833984,0.0119854804465,0.0115745496884,0.0128073419629,0.00712279980823,0.00958838435724,0.754009178139,0.685915567441,DorothyDay,4,5.8,4.12333838001
133,DorothyDay_test7,10,27.6577961445,"worker, labor, helen, farm, strike, manual, fr, room, get, talk, go, tivoli, prison, maurin, camp, love, sacrific, retreat, detroit, know",0.0228505465727,0.0232973868166,0.4,0.6,0.217549779289,0.673185942621,0.0163874990936,0.00493075193967,0.00833877166268,0.0126169240809,0.0095714596476,0.00899137118411,0.00870132695236,0.759089745611,0.73895856216,DorothyDay,4,6.0,3.8339059222
136,DorothyDay_test19,10,34.8953750134,"worker, love, prayer, hour, room, get, i, go, talk, fidel, read, night, ask, rememb, too, hope, morn, strike, christma, afternoon",0.0273485715636,0.0187536179108,0.7,0.3,0.161660466232,0.700883500229,0.0200870646766,0.00174129353234,0.0227611940299,0.0110074626866,0.0125621890547,0.00441542288557,0.00945273631841,0.738003230857,0.705774958599,DorothyDay,4,4.0,4.79096972142
142,DorothyDay_test20,10,53.2723519802,"worker, get, too, i, room, fr, labor, babi, go, talk, told, stanley, farm, hour, priest, tri, ask, visit, pain, girl",0.0252568299093,0.0191048311148,0.7,0.3,0.140303345511,0.702223819297,0.0135738904727,0.00323390494022,0.023360708055,0.00999957448619,0.0117016297179,0.0105527424365,0.00838262201608,0.799402694345,0.664032436734,DorothyDay,4,3.4,4.26247435811
143,DorothyDay_test15,10,42.9651191235,"fr, get, babi, room, worker, too, maurin, want, peter, night, bed, street, look, bus, farm, say, talk, ask, polic, hospit",0.0243500870834,0.0198619614043,0.8,0.2,0.160212096707,0.707259277028,0.0248204807993,0.00171714018108,0.0113435321053,0.00775314809033,0.0185243001353,0.00718076802997,0.00811738994692,0.743646358119,0.701206746234,DorothyDay,4,3.7,3.70249640539
144,DorothyDay_test5,10,42.2368290424,"prayer, get, worker, pray, room, walk, too, i, am, go, street, love, job, sit, dollar, talk, poverti, ask, reader, tri",0.024551110983,0.0212370715613,0.7,0.3,0.178904871909,0.747751812127,0.0223842283602,0.00189957901222,0.0195091898552,0.00944655508779,0.0123215935928,0.00436389773077,0.00836841564842,0.776255566664,0.753485355045,DorothyDay,4,3.7,4.20329936462
152,Unitarian_test6,10,78.5200479031,"am, s, nt, love, get, bread, ask, say, i, tell, unitarian, everyon, ourselv, congreg, want, rod, know, hope, belov, universalist",0.0287506123688,0.0186707710228,1.0,0.0,0.115102237407,0.657492871796,0.0238310548433,0.0100803234215,0.0236448747274,0.0100803234215,0.00989414330549,0.00390978243524,0.0110112240013,0.699890262373,0.724472058502,Unitarian,7,7.0,6.31335172599
155,Unitarian_test3,10,78.5636630058,"fear, want, am, i, say, too, let, love, get, s, know, nt, feel, reveng, thing, silenc, jesus, sure, everyon, hear",0.0303150688942,0.0257216590282,0.7,0.3,0.101284685801,0.666283109867,0.0178727482874,0.00882361232487,0.0348997829335,0.00904913596256,0.00972570687565,0.0046796154822,0.00952837369267,0.674089299182,0.717419259925,Unitarian,7,7.1,7.09597328306
157,Unitarian_test4,10,82.8239471912,"forgiv, am, know, flower, compass, ourselv, get, say, love, silenc, i, dont, frustrat, promis, justic, universalist, too, morn, gift, tri",0.0308382885684,0.0240263177304,0.8,0.2,0.11115522584,0.571463616399,0.0233278560461,0.00948199229588,0.0238666056084,0.00902405516796,0.00686905691889,0.00148156129623,0.00988605446758,0.682661701145,0.561382013002,Unitarian,7,7.0,6.35249126954
161,Unitarian_test5,10,82.8137509823,"nt, let, want, s, get, am, i, tell, feel, say, love, dont, jefferson, know, too, step, silenc, hope, talk, e",0.0275801193612,0.0204623562629,0.8,0.2,0.119855107844,0.662792308204,0.0229903667125,0.00841900752854,0.0258506705524,0.00901265549529,0.0114951833563,0.00501902371893,0.0100380474379,0.635674101274,0.674725702635,Unitarian,7,4.0,6.70004791099
164,Unitarian_test7,10,57.8598611355,"garden, disappoint, nt, s, magic, say, bread, let, feel, want, silenc, i, know, everyth, think, thing, get, love, hope, tell",0.0311917425338,0.0231255572822,0.9,0.1,0.106827293797,0.693358000565,0.0211456405996,0.00977985877733,0.0245062870521,0.0117433825473,0.00959105841483,0.00615489181739,0.0115168221123,0.725314340178,0.782259208274,Unitarian,7,6.1,5.57049649372
166,Unitarian_test0,10,72.3138730526,"feel, say, tell, get, love, am, let, i, bread, stigma, want, know, els, rememb, wonder, hope, s, christma, talk, aliv",0.0296148153475,0.0230375743467,0.8,0.2,0.0988903652541,0.598603712348,0.0196570997928,0.00985995101426,0.0254663066005,0.0119324247943,0.0116498147334,0.00524398668593,0.00982854989638,0.637105480604,0.687298951987,Unitarian,7,4.0,6.344704228
170,Unitarian_test2,10,75.9767189026,"hope, am, i, s, resist, love, get, let, say, know, unitarian, thing, too, n, think, nt, universalist, e, moment, emerson",0.026190255771,0.0293134025037,0.8,0.2,0.109757219492,0.661418781843,0.0203494347379,0.0082219938335,0.0268683012773,0.00836881515196,0.0113052415211,0.00463955366319,0.0111584202026,0.696287661217,0.618898947975,Unitarian,7,5.2,6.66852122282
177,Unitarian_test8,10,88.2796368599,"love, let, feel, unitarian, congreg, s, am, i, say, know, garden, too, dont, flower, easter, want, abort, passion, fear, thing",0.0291400206106,0.0249950580543,0.7,0.3,0.110930301452,0.638635057011,0.017224370084,0.00877216371151,0.0242367684309,0.0127982935609,0.0117051059859,0.00383948806826,0.010798560192,0.675368666597,0.671462159056,Unitarian,7,4.0,6.07032901501
178,Unitarian_test1,10,69.2140390873,"hurt, nt, silenc, let, get, know, say, love, i, s, ask, too, tell, feel, ourselv, am, f, tri, happen, realli",0.0263856228753,0.0193964588425,0.6,0.4,0.108311784047,0.58440142342,0.0200245810726,0.0120207440271,0.0253005186007,0.0101321982074,0.00848346772985,0.00656494499236,0.0124404208759,0.668706071129,0.676568898139,Unitarian,7,6.9,6.31138627287
180,JohnPiper_test8,10,48.0786390305,"love, hope, god, vers, say, nt, s, will, pray, desir, jesus, know, prayer, let, christ, ask, thing, want, get, spirit",0.0333113598228,0.0173913010041,0.8,0.2,0.114367720085,0.662601725816,0.0197498586772,0.0191139061617,0.0119064443188,0.00540559638214,0.0224349915206,0.000812605992086,0.0139556246467,0.745415797342,0.746923861856,JohnPiper,4,4.4,4.40609258158
181,JohnPiper_test15,10,49.7493560314,"god, vers, s, spirit, jonah, christ, say, job, gift, ministri, glori, answer, whi, nt, love, merci, thing, let, joy, will",0.0317109033733,0.021899534429,0.8,0.2,0.12273209218,0.716308479681,0.0204529129333,0.013723488715,0.0113039204567,0.00945143850894,0.0225700351594,0.000340251786322,0.0117953952592,0.769245586356,0.82968080411,JohnPiper,4,4.0,4.06088293901
184,JohnPiper_test4,10,53.5857169628,"vers, god, say, nt, s, christ, let, worship, persecut, boast, jesus, am, promis, will, heaven, love, whi, suffer, glori, answer",0.031545303038,0.0273752273307,0.7,0.3,0.121418169122,0.682148690338,0.0190458442042,0.0184494968319,0.0159150204994,0.0071934401789,0.0175549757734,0.000186358553858,0.0124114796869,0.647286352662,0.529388480446,JohnPiper,4,4.0,4.32079477623
191,JohnPiper_test13,10,48.0454521179,"vers, say, god, s, christ, let, jesus, spirit, nt, wonder, apostl, save, thing, sin, forgiv, ministri, will, hope, shall, answer",0.0271547587667,0.0162005209473,0.8,0.2,0.131673596312,0.689182356408,0.0140275888867,0.0158150378861,0.0148435982126,0.0100252574315,0.0216825335147,0.000699436564989,0.0116572760832,0.732388691819,0.654053362767,JohnPiper,4,3.4,4.46581827785
194,JohnPiper_test2,10,49.3793540001,"vers, joy, god, say, s, will, hope, nt, coven, spirit, christ, jesus, whi, let, sin, want, distress, gospel, promis, husband",0.0300023043429,0.0214584624064,0.9,0.1,0.154454291644,0.699298276392,0.01656518286,0.0199689875572,0.0125562573276,0.00661850913354,0.0205362883401,0.00151280208767,0.00975757346545,0.711541934932,0.659228393274,JohnPiper,4,4.0,4.36274571969
199,JohnPiper_test11,10,50.8315720558,"vers, god, s, abid, say, salvat, gospel, let, christ, nt, faith, jesus, prayer, lion, desir, love, know, joy, hear, glori",0.031902006274,0.0218919424084,0.8,0.2,0.114952895208,0.692911349445,0.0184995612752,0.0215340742907,0.0123208540509,0.00690991517988,0.0240933021351,0.000146241591109,0.0128326996198,0.677501695088,0.676240814918,JohnPiper,4,4.0,3.91975590449
201,JohnPiper_test7,10,51.7976419926,"vers, god, christ, sin, s, hope, perfect, love, coven, glori, say, nt, confid, jesus, will, know, let, save, judgment, thing",0.0297442697584,0.0204134685454,0.9,0.1,0.13101949719,0.669472398418,0.0293313354561,0.0156583629893,0.00835362427421,0.00726727851658,0.0203408878067,0.000486982581008,0.0126990073047,0.720657844244,0.739007266073,JohnPiper,4,4.0,3.8785911361
205,JohnPiper_test0,10,52.2937920094,"vers, god, s, worship, say, nt, let, hope, prayer, pray, feel, know, answer, sin, asa, righteous, gift, whi, glori, get",0.0305664334507,0.0184802262967,0.9,0.1,0.11059450408,0.754289354083,0.0212426189327,0.0176774241468,0.0185315853976,0.00787313848553,0.0222453299662,0.00118839826197,0.0135923051213,0.719235404785,0.708277063134,JohnPiper,4,4.0,4.33174669407
208,JohnPiper_test9,10,40.7707259655,"worship, god, s, vers, say, fulfil, sin, nt, want, resolv, christ, love, expos, glori, pray, jesus, happi, hope, promis, will",0.0295879264611,0.0264499404963,0.5,0.5,0.129752770348,0.710609820496,0.0173339613754,0.0239755063589,0.0147903909562,0.00541686292982,0.0187941592087,0.00169571361281,0.0121997173811,0.771077933639,0.617904454461,JohnPiper,4,4.0,4.72149200763
210,JohnPiper_test16,10,50.2092318535,"vers, god, sin, spirit, s, christ, say, walk, righteous, jesus, gospel, glori, will, save, love, let, manifest, nt, cleans, salvat",0.0317796224322,0.0210190808783,0.8,0.2,0.118424092901,0.661279535111,0.0264532744665,0.0140176600442,0.00908756438558,0.00669610007358,0.023289183223,0.000147167034584,0.011221486387,0.719749755848,0.60390241467,JohnPiper,4,4.0,3.71076983085
213,JohnPiper_test5,10,44.7215058804,"christ, god, vers, s, glori, exult, nt, wait, say, boast, hope, let, will, lord, jesus, grace, spirit, thing, pride, fear",0.033888417381,0.0218625481444,0.8,0.2,0.105919763751,0.662260879233,0.0174984596426,0.0202505647977,0.0131033066338,0.00714725816389,0.0184021359622,0.000369685767098,0.0110494968166,0.664812056064,0.731027090151,JohnPiper,4,4.0,3.83315159266
216,JohnPiper_test14,10,45.6023061275,"christ, vers, god, say, sin, s, love, wait, pray, let, promis, lord, heal, gift, will, husband, jesus, prayer, get, sarah",0.0322310840339,0.0217374313736,0.9,0.1,0.128796354507,0.715984295061,0.0212170571775,0.0146598170655,0.0122791630122,0.00831140625653,0.0218435450862,0.00075178549054,0.0132815436662,0.724415544267,0.689308241213,JohnPiper,4,4.0,4.02879891697
221,JohnPiper_test3,10,55.2188961506,"christ, vers, god, s, job, jesus, coven, say, love, satan, let, glori, sin, heaven, shall, will, habakkuk, righteous, nt, thing",0.0320621919498,0.0217385735989,0.7,0.3,0.12655557945,0.708670010077,0.0204124579125,0.015081369248,0.0106972502806,0.0087682379349,0.0256032547699,0.00087682379349,0.0106972502806,0.74630196994,0.65378758969,JohnPiper,4,4.0,4.13777939932
