term,freq,idf,logidf
dysfunction,2,417.0,6.0330862218
elcock,1,834.0,6.72623340236
escarpment,1,834.0,6.72623340236
moth,1,834.0,6.72623340236
faerie,1,834.0,6.72623340236
symphony,2,417.0,6.0330862218
music,62,13.4516129032,2.59909901731
therefore,15,55.6,4.01818320126
passport,1,834.0,6.72623340236
violently,1,834.0,6.72623340236
strike,2,417.0,6.0330862218
2royal,1,834.0,6.72623340236
licinius,2,417.0,6.0330862218
downthemall,1,834.0,6.72623340236
until,110,7.58181818182,2.02575303657
benedikt,1,834.0,6.72623340236
peterburg,1,834.0,6.72623340236
acidifying,1,834.0,6.72623340236
playboy,2,417.0,6.0330862218
females,1,834.0,6.72623340236
standardized,3,278.0,5.62762111369
holy,25,33.36,3.50735757749
populations,19,43.8947368421,3.78179442319
successful,44,18.9545454545,2.94204376844
benefiting,2,417.0,6.0330862218
georgian,5,166.8,5.11679548992
canonized,1,834.0,6.72623340236
zemo,1,834.0,6.72623340236
99,6,139.0,4.93447393313
plácido,1,834.0,6.72623340236
effect,14,59.5714285714,4.08717607274
menaced,1,834.0,6.72623340236
harmless,1,834.0,6.72623340236
tying,2,417.0,6.0330862218
lord,14,59.5714285714,4.08717607274
91,3,278.0,5.62762111369
biblia,1,834.0,6.72623340236
93,8,104.25,4.64679186068
hold,17,49.0588235294,3.8930200583
95,8,104.25,4.64679186068
94,2,417.0,6.0330862218
97,7,119.142857143,4.7803232533
carloman,1,834.0,6.72623340236
pontifical,1,834.0,6.72623340236
intake,1,834.0,6.72623340236
locked,1,834.0,6.72623340236
pursue,2,417.0,6.0330862218
sway,1,834.0,6.72623340236
famed,3,278.0,5.62762111369
blade,1,834.0,6.72623340236
rulings,1,834.0,6.72623340236
maximilian,2,417.0,6.0330862218
temperatures,6,139.0,4.93447393313
burnett,1,834.0,6.72623340236
revenues,2,417.0,6.0330862218
brian,1,834.0,6.72623340236
example,37,22.5405405405,3.11531548971
showthe,1,834.0,6.72623340236
protestants,1,834.0,6.72623340236
wang,1,834.0,6.72623340236
xaymaca,1,834.0,6.72623340236
hyatt,1,834.0,6.72623340236
unjust,1,834.0,6.72623340236
household,4,208.5,5.33993904124
artillery,6,139.0,4.93447393313
organized,19,43.8947368421,3.78179442319
vehemently,1,834.0,6.72623340236
currency,5,166.8,5.11679548992
exerted,1,834.0,6.72623340236
hormone,2,417.0,6.0330862218
héireann,1,834.0,6.72623340236
want,1,834.0,6.72623340236
azərbaycanlılar,1,834.0,6.72623340236
counseling,1,834.0,6.72623340236
alphabet,4,208.5,5.33993904124
organizes,1,834.0,6.72623340236
paweł,1,834.0,6.72623340236
absolute,6,139.0,4.93447393313
provincial,8,104.25,4.64679186068
admission,3,278.0,5.62762111369
turn,21,39.7142857143,3.68171096464
hon,1,834.0,6.72623340236
travel,8,104.25,4.64679186068
drying,1,834.0,6.72623340236
dearborn,1,834.0,6.72623340236
feature,21,39.7142857143,3.68171096464
machine,13,64.1538461538,4.1612840449
how,19,43.8947368421,3.78179442319
louisville,3,278.0,5.62762111369
hos,1,834.0,6.72623340236
hop,10,83.4,4.42364830936
significance,12,69.5,4.24132675257
agglutination,1,834.0,6.72623340236
dignified,1,834.0,6.72623340236
raleigh,1,834.0,6.72623340236
1870s,1,834.0,6.72623340236
gaming,1,834.0,6.72623340236
barbra,1,834.0,6.72623340236
abstraction,1,834.0,6.72623340236
devonport,1,834.0,6.72623340236
beauty,7,119.142857143,4.7803232533
poetries,1,834.0,6.72623340236
assimilated,1,834.0,6.72623340236
swing,3,278.0,5.62762111369
apocrypha,2,417.0,6.0330862218
outlawed,1,834.0,6.72623340236
diagram,1,834.0,6.72623340236
dinosaurs,4,208.5,5.33993904124
wrong,2,417.0,6.0330862218
figh,1,834.0,6.72623340236
sankt,1,834.0,6.72623340236
513,1,834.0,6.72623340236
constants,2,417.0,6.0330862218
sioux,1,834.0,6.72623340236
effective,8,104.25,4.64679186068
helsinki,2,417.0,6.0330862218
notable,23,36.2608695652,3.59073918643
wins,4,208.5,5.33993904124
attracts,2,417.0,6.0330862218
revolt,2,417.0,6.0330862218
headquarters,14,59.5714285714,4.08717607274
fictional,10,83.4,4.42364830936
malabar,1,834.0,6.72623340236
cabled,1,834.0,6.72623340236
alias,1,834.0,6.72623340236
18th,25,33.36,3.50735757749
menlo,1,834.0,6.72623340236
kaustos,1,834.0,6.72623340236
chrysostomus,1,834.0,6.72623340236
democratic,30,27.8,3.3250360207
genderqueer,1,834.0,6.72623340236
wing,4,208.5,5.33993904124
backdrop,1,834.0,6.72623340236
wine,6,139.0,4.93447393313
stockpiled,1,834.0,6.72623340236
sprawling,3,278.0,5.62762111369
toxin,2,417.0,6.0330862218
622,3,278.0,5.62762111369
troilos,1,834.0,6.72623340236
androids,1,834.0,6.72623340236
engrossed,1,834.0,6.72623340236
xi,1,834.0,6.72623340236
quakers,2,417.0,6.0330862218
8018,1,834.0,6.72623340236
merrill,3,278.0,5.62762111369
rewarded,1,834.0,6.72623340236
ebenezer,1,834.0,6.72623340236
amleth,1,834.0,6.72623340236
626,2,417.0,6.0330862218
fir,1,834.0,6.72623340236
cidades,1,834.0,6.72623340236
iwerddon,1,834.0,6.72623340236
fiv,1,834.0,6.72623340236
fit,2,417.0,6.0330862218
auditory,1,834.0,6.72623340236
1317,1,834.0,6.72623340236
rankings,7,119.142857143,4.7803232533
gridiron,1,834.0,6.72623340236
1220,1,834.0,6.72623340236
intelligentsia,2,417.0,6.0330862218
secede,2,417.0,6.0330862218
survivors,1,834.0,6.72623340236
dimethyl,1,834.0,6.72623340236
narrowest,1,834.0,6.72623340236
fia,2,417.0,6.0330862218
elevations,4,208.5,5.33993904124
isaak,1,834.0,6.72623340236
wales,18,46.3333333333,3.83586164446
shinawatra,1,834.0,6.72623340236
frsa,1,834.0,6.72623340236
easier,1,834.0,6.72623340236
lunar,2,417.0,6.0330862218
copying,1,834.0,6.72623340236
songwriter,12,69.5,4.24132675257
cristoforo,1,834.0,6.72623340236
octavianus,1,834.0,6.72623340236
sanches,1,834.0,6.72623340236
commemorate,1,834.0,6.72623340236
renunciation,2,417.0,6.0330862218
basics,1,834.0,6.72623340236
effects,17,49.0588235294,3.8930200583
rudders,1,834.0,6.72623340236
2021,1,834.0,6.72623340236
schools,13,64.1538461538,4.1612840449
baking,1,834.0,6.72623340236
itanium,1,834.0,6.72623340236
sixteen,10,83.4,4.42364830936
undeveloped,1,834.0,6.72623340236
silver,3,278.0,5.62762111369
sedgefield,1,834.0,6.72623340236
grueling,1,834.0,6.72623340236
represents,3,278.0,5.62762111369
annunzio,1,834.0,6.72623340236
capricorn,1,834.0,6.72623340236
debut,9,92.6666666667,4.52900882502
hauraki,1,834.0,6.72623340236
armoured,2,417.0,6.0330862218
crops,3,278.0,5.62762111369
transatlantic,4,208.5,5.33993904124
rheinquellhorn,1,834.0,6.72623340236
arrow,1,834.0,6.72623340236
ingrid,1,834.0,6.72623340236
volcano,2,417.0,6.0330862218
falciparum,1,834.0,6.72623340236
expectancy,2,417.0,6.0330862218
development,74,11.2702702703,2.42216830915
kentuckee,1,834.0,6.72623340236
angola,3,278.0,5.62762111369
telescope,7,119.142857143,4.7803232533
woes,1,834.0,6.72623340236
knockout,1,834.0,6.72623340236
series,64,13.03125,2.567350319
allah,1,834.0,6.72623340236
whic,2,417.0,6.0330862218
phoenicians,2,417.0,6.0330862218
parasites,3,278.0,5.62762111369
393,5,166.8,5.11679548992
392,4,208.5,5.33993904124
391,3,278.0,5.62762111369
390,3,278.0,5.62762111369
397,3,278.0,5.62762111369
actium,1,834.0,6.72623340236
395,4,208.5,5.33993904124
394,3,278.0,5.62762111369
substantially,2,417.0,6.0330862218
ameliorate,1,834.0,6.72623340236
399,2,417.0,6.0330862218
398,1,834.0,6.72623340236
xp,2,417.0,6.0330862218
stabilised,1,834.0,6.72623340236
borne,1,834.0,6.72623340236
toleration,1,834.0,6.72623340236
nebulous,1,834.0,6.72623340236
rp,2,417.0,6.0330862218
diction,1,834.0,6.72623340236
oprah,1,834.0,6.72623340236
tianjin,1,834.0,6.72623340236
2300,1,834.0,6.72623340236
göktür,1,834.0,6.72623340236
mayan,1,834.0,6.72623340236
eleusinian,1,834.0,6.72623340236
普通话,1,834.0,6.72623340236
mason,3,278.0,5.62762111369
re,21,39.7142857143,3.68171096464
encourage,1,834.0,6.72623340236
unrelated,2,417.0,6.0330862218
êraniyekan,1,834.0,6.72623340236
eatwell,1,834.0,6.72623340236
rc,1,834.0,6.72623340236
ro,1,834.0,6.72623340236
strategist,1,834.0,6.72623340236
ri,1,834.0,6.72623340236
malagasy,1,834.0,6.72623340236
sensori,1,834.0,6.72623340236
foundation,18,46.3333333333,3.83586164446
clarence,2,417.0,6.0330862218
861186,1,834.0,6.72623340236
légende,1,834.0,6.72623340236
threatened,2,417.0,6.0330862218
given,40,20.85,3.03735394824
nomos,1,834.0,6.72623340236
sensory,2,417.0,6.0330862218
pumpkins,1,834.0,6.72623340236
corrects,1,834.0,6.72623340236
grapes,2,417.0,6.0330862218
enhance,1,834.0,6.72623340236
simon,6,139.0,4.93447393313
crowned,4,208.5,5.33993904124
estimate,14,59.5714285714,4.08717607274
gameplay,1,834.0,6.72623340236
cornerstone,2,417.0,6.0330862218
chlorine,2,417.0,6.0330862218
silent,4,208.5,5.33993904124
enormous,3,278.0,5.62762111369
riverfront,1,834.0,6.72623340236
atm,2,417.0,6.0330862218
kashmir,7,119.142857143,4.7803232533
monomotapa,1,834.0,6.72623340236
silicon,3,278.0,5.62762111369
ministries,1,834.0,6.72623340236
shipped,1,834.0,6.72623340236
musicians,7,119.142857143,4.7803232533
speedy,1,834.0,6.72623340236
competed,1,834.0,6.72623340236
atp,3,278.0,5.62762111369
1970s,19,43.8947368421,3.78179442319
repealed,1,834.0,6.72623340236
caught,4,208.5,5.33993904124
speeds,4,208.5,5.33993904124
stripe,1,834.0,6.72623340236
humanismhonderich,1,834.0,6.72623340236
imperator,3,278.0,5.62762111369
trillion,3,278.0,5.62762111369
gráfo,1,834.0,6.72623340236
clinical,1,834.0,6.72623340236
dailies,1,834.0,6.72623340236
wasp,1,834.0,6.72623340236
additions,3,278.0,5.62762111369
estaque,1,834.0,6.72623340236
economy_agricul_sudan,1,834.0,6.72623340236
channels,1,834.0,6.72623340236
spinning,1,834.0,6.72623340236
civitatis,1,834.0,6.72623340236
kievan,2,417.0,6.0330862218
179,2,417.0,6.0330862218
178,1,834.0,6.72623340236
transdanubia,1,834.0,6.72623340236
175,3,278.0,5.62762111369
174,2,417.0,6.0330862218
antilles,9,92.6666666667,4.52900882502
172,2,417.0,6.0330862218
specially,1,834.0,6.72623340236
carson,2,417.0,6.0330862218
windmills,1,834.0,6.72623340236
basketball,5,166.8,5.11679548992
exchequer,3,278.0,5.62762111369
service,37,22.5405405405,3.11531548971
similarly,2,417.0,6.0330862218
families,9,92.6666666667,4.52900882502
xii,1,834.0,6.72623340236
lawsuits,1,834.0,6.72623340236
engagement,1,834.0,6.72623340236
checker,1,834.0,6.72623340236
touting,1,834.0,6.72623340236
needed,6,139.0,4.93447393313
perturbations,2,417.0,6.0330862218
master,5,166.8,5.11679548992
laganside,1,834.0,6.72623340236
hypothetical,1,834.0,6.72623340236
unverified,1,834.0,6.72623340236
tonle,1,834.0,6.72623340236
bitter,5,166.8,5.11679548992
genesis,4,208.5,5.33993904124
202,1,834.0,6.72623340236
listen,1,834.0,6.72623340236
danish,5,166.8,5.11679548992
rewards,1,834.0,6.72623340236
collapse,10,83.4,4.42364830936
geneva,1,834.0,6.72623340236
ometep,1,834.0,6.72623340236
gothic,4,208.5,5.33993904124
exulted,1,834.0,6.72623340236
wisdom,3,278.0,5.62762111369
nirvana,1,834.0,6.72623340236
haydock,1,834.0,6.72623340236
andaman,2,417.0,6.0330862218
alexandrovna,1,834.0,6.72623340236
bushenyi,1,834.0,6.72623340236
transylv,1,834.0,6.72623340236
white,33,25.2727272727,3.22972584089
positively,1,834.0,6.72623340236
trek,1,834.0,6.72623340236
maglev,1,834.0,6.72623340236
showed,5,166.8,5.11679548992
gautama,3,278.0,5.62762111369
outlaw,1,834.0,6.72623340236
tree,3,278.0,5.62762111369
durin,1,834.0,6.72623340236
דו,1,834.0,6.72623340236
nations,73,11.4246575342,2.43577396121
project,13,64.1538461538,4.1612840449
pneumonia,2,417.0,6.0330862218
friend,9,92.6666666667,4.52900882502
profitable,2,417.0,6.0330862218
seminary,1,834.0,6.72623340236
lawgiver,1,834.0,6.72623340236
treu,1,834.0,6.72623340236
ballarat,1,834.0,6.72623340236
copán,1,834.0,6.72623340236
acclaim,6,139.0,4.93447393313
willingness,1,834.0,6.72623340236
aapa,1,834.0,6.72623340236
runner,3,278.0,5.62762111369
boston,12,69.5,4.24132675257
corne,1,834.0,6.72623340236
sustaining,2,417.0,6.0330862218
spectrum,7,119.142857143,4.7803232533
20the,1,834.0,6.72623340236
springlike,1,834.0,6.72623340236
1143,1,834.0,6.72623340236
concordia,1,834.0,6.72623340236
pandemics,1,834.0,6.72623340236
unprecedent,1,834.0,6.72623340236
landnámabók,1,834.0,6.72623340236
relaunched,1,834.0,6.72623340236
maskell,1,834.0,6.72623340236
dozen,2,417.0,6.0330862218
affairs,17,49.0588235294,3.8930200583
mostly,26,32.0769230769,3.46813686434
cyrillic,4,208.5,5.33993904124
scousers,1,834.0,6.72623340236
eagerly,1,834.0,6.72623340236
racers,1,834.0,6.72623340236
pittsburgh,3,278.0,5.62762111369
recommended,2,417.0,6.0330862218
causing,11,75.8181818182,4.32833812956
absorbed,3,278.0,5.62762111369
lumpur,2,417.0,6.0330862218
tonlé,1,834.0,6.72623340236
gualde,1,834.0,6.72623340236
киргизия,1,834.0,6.72623340236
shipments,1,834.0,6.72623340236
45th,3,278.0,5.62762111369
opalescence,1,834.0,6.72623340236
rhodesia,2,417.0,6.0330862218
transactions,2,417.0,6.0330862218
sugarcane,1,834.0,6.72623340236
montenegro,3,278.0,5.62762111369
object,18,46.3333333333,3.83586164446
cinematic,2,417.0,6.0330862218
victoria,7,119.142857143,4.7803232533
theatres,4,208.5,5.33993904124
affirmation,1,834.0,6.72623340236
mouth,11,75.8181818182,4.32833812956
waitemata,1,834.0,6.72623340236
letter,6,139.0,4.93447393313
organization,24,34.75,3.54817957201
retaining,1,834.0,6.72623340236
1901armstrong,1,834.0,6.72623340236
macbook,1,834.0,6.72623340236
thriller,1,834.0,6.72623340236
morality,2,417.0,6.0330862218
singer,14,59.5714285714,4.08717607274
chemistry,6,139.0,4.93447393313
episode,4,208.5,5.33993904124
flowery,1,834.0,6.72623340236
grove,2,417.0,6.0330862218
professor,13,64.1538461538,4.1612840449
camp,1,834.0,6.72623340236
multiracial,2,417.0,6.0330862218
1768,1,834.0,6.72623340236
1769,2,417.0,6.0330862218
tech,4,208.5,5.33993904124
comprise,5,166.8,5.11679548992
lpg,1,834.0,6.72623340236
1763,4,208.5,5.33993904124
arkabutla,1,834.0,6.72623340236
purged,2,417.0,6.0330862218
incomplete,4,208.5,5.33993904124
classicism,1,834.0,6.72623340236
szayna,1,834.0,6.72623340236
advisory,1,834.0,6.72623340236
signatures,1,834.0,6.72623340236
insects,3,278.0,5.62762111369
hungari,1,834.0,6.72623340236
meetings,1,834.0,6.72623340236
droppings,1,834.0,6.72623340236
abortifacients,1,834.0,6.72623340236
design,17,49.0588235294,3.8930200583
nominated,4,208.5,5.33993904124
puβlika,1,834.0,6.72623340236
hillbillies,1,834.0,6.72623340236
qaeda,2,417.0,6.0330862218
gauge,1,834.0,6.72623340236
participate,4,208.5,5.33993904124
lethal,1,834.0,6.72623340236
hungary,11,75.8181818182,4.32833812956
insecta,1,834.0,6.72623340236
thai,2,417.0,6.0330862218
kdisc,1,834.0,6.72623340236
1546,1,834.0,6.72623340236
693,1,834.0,6.72623340236
690,1,834.0,6.72623340236
691,1,834.0,6.72623340236
layout,3,278.0,5.62762111369
herbivore,2,417.0,6.0330862218
694,2,417.0,6.0330862218
695,1,834.0,6.72623340236
nontrinitarian,1,834.0,6.72623340236
699,2,417.0,6.0330862218
haereses,1,834.0,6.72623340236
rico,5,166.8,5.11679548992
theme,7,119.142857143,4.7803232533
busi,1,834.0,6.72623340236
bliss,2,417.0,6.0330862218
rick,2,417.0,6.0330862218
rich,19,43.8947368421,3.78179442319
instrumentalist,2,417.0,6.0330862218
mend,1,834.0,6.72623340236
rice,4,208.5,5.33993904124
memoir,1,834.0,6.72623340236
rica,2,417.0,6.0330862218
12refers,1,834.0,6.72623340236
plate,2,417.0,6.0330862218
plata,3,278.0,5.62762111369
klein,1,834.0,6.72623340236
timelords,1,834.0,6.72623340236
plato,3,278.0,5.62762111369
psychiatric,4,208.5,5.33993904124
foremost,5,166.8,5.11679548992
pocket,2,417.0,6.0330862218
idinindia,1,834.0,6.72623340236
photoelectric,1,834.0,6.72623340236
reversal,1,834.0,6.72623340236
altogether,1,834.0,6.72623340236
baptized,4,208.5,5.33993904124
bridge,7,119.142857143,4.7803232533
expansionist,1,834.0,6.72623340236
aroma,1,834.0,6.72623340236
muscovite,1,834.0,6.72623340236
societies,13,64.1538461538,4.1612840449
gallia,1,834.0,6.72623340236
contributes,1,834.0,6.72623340236
charcot,1,834.0,6.72623340236
riceplanthowitgrows,1,834.0,6.72623340236
nuestra,1,834.0,6.72623340236
textbooks,2,417.0,6.0330862218
ever,29,28.7586206897,3.35893757237
boarder,1,834.0,6.72623340236
phra,1,834.0,6.72623340236
euphrates,1,834.0,6.72623340236
patch,1,834.0,6.72623340236
greene,2,417.0,6.0330862218
eyelids,1,834.0,6.72623340236
2007australian,2,417.0,6.0330862218
reviving,1,834.0,6.72623340236
flanked,1,834.0,6.72623340236
saud,1,834.0,6.72623340236
adherence,2,417.0,6.0330862218
bashar,1,834.0,6.72623340236
vacuüm,1,834.0,6.72623340236
saul,1,834.0,6.72623340236
respond,2,417.0,6.0330862218
reprieves,1,834.0,6.72623340236
mandatory,2,417.0,6.0330862218
disaster,2,417.0,6.0330862218
fair,6,139.0,4.93447393313
peripheral,1,834.0,6.72623340236
498,3,278.0,5.62762111369
evolving,1,834.0,6.72623340236
result,35,23.8285714286,3.17088534087
pallidum,1,834.0,6.72623340236
atyeo,1,834.0,6.72623340236
resigned,3,278.0,5.62762111369
scottish,8,104.25,4.64679186068
countrycia,1,834.0,6.72623340236
best,73,11.4246575342,2.43577396121
dahl,1,834.0,6.72623340236
turman,1,834.0,6.72623340236
cobra,1,834.0,6.72623340236
oceania,3,278.0,5.62762111369
48th,3,278.0,5.62762111369
hanseat,1,834.0,6.72623340236
ambitions,3,278.0,5.62762111369
lots,1,834.0,6.72623340236
delphi,1,834.0,6.72623340236
reporter,6,139.0,4.93447393313
rings,4,208.5,5.33993904124
kind,7,119.142857143,4.7803232533
xvi,3,278.0,5.62762111369
pressures,2,417.0,6.0330862218
stamps,1,834.0,6.72623340236
score,7,119.142857143,4.7803232533
humankind,2,417.0,6.0330862218
unto,1,834.0,6.72623340236
conceptual,1,834.0,6.72623340236
ira,1,834.0,6.72623340236
µg,1,834.0,6.72623340236
glasgow,4,208.5,5.33993904124
magnesium,1,834.0,6.72623340236
preserve,2,417.0,6.0330862218
alpes,1,834.0,6.72623340236
redistricting,1,834.0,6.72623340236
natura,1,834.0,6.72623340236
extend,8,104.25,4.64679186068
nature,24,34.75,3.54817957201
felony,1,834.0,6.72623340236
switzerland,12,69.5,4.24132675257
steady,3,278.0,5.62762111369
wta,5,166.8,5.11679548992
eukaryotic,2,417.0,6.0330862218
wtc,1,834.0,6.72623340236
ingre,1,834.0,6.72623340236
extent,7,119.142857143,4.7803232533
defiance,1,834.0,6.72623340236
heads,4,208.5,5.33993904124
südtirol,1,834.0,6.72623340236
debt,1,834.0,6.72623340236
patton,1,834.0,6.72623340236
camarões,1,834.0,6.72623340236
inflorescence,1,834.0,6.72623340236
அய,1,834.0,6.72623340236
federalist,1,834.0,6.72623340236
dhī,1,834.0,6.72623340236
brown,3,278.0,5.62762111369
reported,6,139.0,4.93447393313
xv1,1,834.0,6.72623340236
country,176,4.73863636364,1.55574940732
himalayas,2,417.0,6.0330862218
conclusions,2,417.0,6.0330862218
heating,4,208.5,5.33993904124
edgar,1,834.0,6.72623340236
stuttgart,1,834.0,6.72623340236
109,6,139.0,4.93447393313
estates,2,417.0,6.0330862218
planned,9,92.6666666667,4.52900882502
logic,6,139.0,4.93447393313
srpska,2,417.0,6.0330862218
meslè,1,834.0,6.72623340236
argue,4,208.5,5.33993904124
adapted,11,75.8181818182,4.32833812956
asked,2,417.0,6.0330862218
moravia,1,834.0,6.72623340236
eradicate,1,834.0,6.72623340236
flavio,1,834.0,6.72623340236
libyan,1,834.0,6.72623340236
vaishnavism,1,834.0,6.72623340236
millerite,1,834.0,6.72623340236
caviidae,1,834.0,6.72623340236
mosses,1,834.0,6.72623340236
2nd,9,92.6666666667,4.52900882502
nghymru,1,834.0,6.72623340236
258,2,417.0,6.0330862218
259,1,834.0,6.72623340236
pregnancy,3,278.0,5.62762111369
panagiotis,1,834.0,6.72623340236
antipope,1,834.0,6.72623340236
organisational,1,834.0,6.72623340236
256,2,417.0,6.0330862218
257,1,834.0,6.72623340236
254,3,278.0,5.62762111369
godhead,2,417.0,6.0330862218
andorra,2,417.0,6.0330862218
burton,2,417.0,6.0330862218
watercraft,1,834.0,6.72623340236
decended,1,834.0,6.72623340236
investors,1,834.0,6.72623340236
adverb,1,834.0,6.72623340236
dhar,1,834.0,6.72623340236
union,100,8.34,2.12106321637
remained,22,37.9090909091,3.635190949
radiative,1,834.0,6.72623340236
communicants,1,834.0,6.72623340236
frs,3,278.0,5.62762111369
मह,1,834.0,6.72623340236
telecommunication,1,834.0,6.72623340236
much,89,9.37078651685,2.23759703263
104,5,166.8,5.11679548992
stadium,4,208.5,5.33993904124
progenitor,1,834.0,6.72623340236
hillenburg,1,834.0,6.72623340236
