,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
36,Shepherd_test13,10,13.5453391075,"s, get, sin, know, want, don, t, elder, jesus, christ, god, said, say, ill, go",0.0312195587319,0.0208263154751,1.0,0.0,0.0613824308511,0.620049539828,0.681735061002,0.570508435298,Shepherd,4,4.0,4.30749031054
44,Shepherd_test21,10,13.1677060127,"s, don, love, get, whi, christ, t, ask, jesus, ill, let, say, want, god, do",0.0347675218221,0.0209619570479,0.8,0.2,0.0639246734231,0.61170059632,0.696073550818,0.590849249128,Shepherd,4,4.0,3.90905302929
45,Shepherd_test1,10,15.6691019535,"s, god, get, christ, don, lord, thank, ill, want, ask, sin, said, know, t, worri",0.0358957770462,0.0230402687009,0.8,0.2,0.0833670529894,0.660377176609,0.646677295764,0.670805869474,Shepherd,4,4.0,4.07592811161
49,Shepherd_test11,10,15.4662659168,"s, god, christ, want, get, don, ill, said, wrath, t, preacher, i, truth, go, will",0.0322489354335,0.0252231576985,0.9,0.1,0.0806261248749,0.581500653379,0.704870995828,0.604017760295,Shepherd,4,4.0,4.01225557535
55,Shepherd_test18,10,15.6912610531,"s, god, get, want, don, happen, evil, t, said, ill, pray, know, ask, will, let",0.0281392501658,0.0250595346845,0.7,0.3,0.0575819284809,0.578642537701,0.661692821193,0.608982121159,Shepherd,4,2.1,4.04938803883
58,Shepherd_test7,10,13.687087059,"s, don, ask, t, ill, know, christ, get, thing, want, said, evil, i, heaven, hope",0.0305114852881,0.0235927042996,0.8,0.2,0.0674899243477,0.576836957468,0.608217000476,0.547055779874,Shepherd,4,4.0,3.96810977567
63,Shepherd_test17,10,14.7527840137,"s, christ, bless, want, know, get, god, grace, said, ask, ill, gift, sin, don, i",0.0354267971548,0.0211059941941,0.9,0.1,0.0763061552745,0.67593572709,0.630778495969,0.512250612645,Shepherd,4,4.0,3.64563268149
66,Shepherd_test2,10,15.3073439598,"s, get, preach, don, know, t, love, say, encourag, whi, god, said, ask, want, go",0.029977950481,0.0209518557218,0.9,0.1,0.0621947556998,0.592591771349,0.663391514531,0.608193153378,Shepherd,4,3.8,4.23036887906
71,Shepherd_test12,10,14.5784699917,"s, christ, get, don, sunday, want, t, ask, ill, said, heaven, thing, i, god, know",0.0326209507607,0.0222162100309,0.6,0.4,0.0588974801187,0.591444652421,0.620048785251,0.529196942338,Shepherd,4,4.3,4.01989903574
72,Shepherd_test5,10,15.5677211285,"s, don, want, get, t, christ, sin, know, ask, thing, ill, lord, jesus, said, whi",0.028661438854,0.0219803293269,0.7,0.3,0.0513401638593,0.573383027985,0.652650220583,0.580750759368,Shepherd,4,3.2,4.06378275447
73,DorothyDay_test8,10,7.98136496544,"worker, talk, poverti, tri, retreat, fear, get, am, bishop, go, room, thing, i, say, summari",0.0256759576706,0.0234161265323,0.5,0.5,0.195829337722,0.703437376166,0.733831283055,0.725315753034,DorothyDay,4,4.01476833977,3.69082260135
75,DorothyDay_test13,10,8.38854694366,"worker, get, priest, am, fr, say, go, i, love, night, hard, ask, too, visit, job",0.0264923597868,0.0191789414713,0.8,0.2,0.18369043751,0.676532663211,0.756867835566,0.625787447134,DorothyDay,4,4.01476833977,4.38160816321
76,DorothyDay_test3,10,7.3277490139,"worker, talk, get, room, too, kitchen, strike, hospit, cathol, tri, parish, love, fr, ask, steel",0.0229717189855,0.0177052919307,0.8,0.2,0.202300912001,0.686096650476,0.750650814831,0.666068466266,DorothyDay,4,4.4,4.6433385731
88,DorothyDay_test23,10,15.9616839886,"love, get, too, say, retreat, want, am, sin, worker, prayer, thing, tri, i, ask, farm",0.0269112688476,0.0182811008485,0.8,0.2,0.176857703923,0.69112513406,0.716818184948,0.725973126757,DorothyDay,4,4.01476833977,4.49611768826
89,DorothyDay_test16,10,13.5573379993,"worker, get, hour, too, talk, strike, farm, go, room, morn, am, night, bread, say, put",0.0245804704072,0.0220262265962,0.7,0.3,0.170798701032,0.679811693091,0.778407843619,0.623597113014,DorothyDay,4,4.01476833977,4.17228848384
90,DorothyDay_test6,10,13.0615861416,"worker, get, go, too, ask, night, room, morn, labor, prayer, bed, told, talk, i, street",0.0225591997509,0.0224780612109,0.7,0.3,0.149080915103,0.665412462118,0.783529530422,0.733061297603,DorothyDay,4,4.00405405405,3.60253227893
91,DorothyDay_test11,10,9.37618088722,"worker, get, talk, fr, farm, room, too, labor, hospit, maurin, thank, go, night, let, priest",0.0244107715,0.0188219490756,0.7,0.3,0.132861607788,0.748504675806,0.741646508356,0.58893401399,DorothyDay,4,4.01476833977,3.60825565451
92,DorothyDay_test1,10,14.1935861111,"too, get, am, talk, fr, say, love, worker, retreat, i, know, go, pray, maurin, poverti",0.0244773159388,0.0206110599511,0.6,0.4,0.190155979915,0.772556107218,0.700883041987,0.759937748452,DorothyDay,4,3.91476833977,4.60865772163
93,DorothyDay_test18,10,9.26589918137,"fr, retreat, worker, get, joy, lacoutur, priest, christ, too, go, labor, job, say, shall, ask",0.0293655467453,0.0184619438691,0.8,0.2,0.178485597129,0.712143294023,0.762023990758,0.722037404101,DorothyDay,4,4.05226833977,5.34857197537
104,DorothyDay_test21,10,10.5472400188,"worker, get, room, farm, too, labor, bread, peter, night, talk, maurin, dollar, love, felt, want",0.0261536771276,0.0216496356363,0.6,0.4,0.183011067745,0.717575606817,0.748647627012,0.580141630549,DorothyDay,4,3.71476833977,4.14143356196
105,DorothyDay_test14,10,13.747959137,"worker, priest, too, room, ammon, hospit, get, i, farm, love, go, felt, fr, night, told",0.0270864913283,0.0206999444635,0.8,0.2,0.157039696613,0.721395829,0.736517140109,0.656788950349,DorothyDay,4,4.01476833977,3.91734945778
106,DorothyDay_test4,10,9.5154440403,"worker, am, pray, talk, get, love, say, i, fidel, room, cathol, know, poverti, blood, too",0.0237310289477,0.0217504488073,0.6,0.4,0.171680123559,0.731518123154,0.739206763741,0.62832237873,DorothyDay,4,4.00405405405,4.1981425828
116,DorothyDay_test12,10,10.9668779373,"love, prayer, worker, pray, peggi, say, fr, am, go, too, get, tri, joy, talk, farm",0.0270449165659,0.020367450397,0.8,0.2,0.145467069275,0.720046003188,0.745481640784,0.731317642416,DorothyDay,4,4.01476833977,3.6489994108
117,DorothyDay_test2,10,9.45278596878,"worker, get, babi, love, talk, room, priest, bed, prison, want, too, night, joy, read, street",0.0278541195532,0.0204466221743,0.6,0.4,0.180105365619,0.710835927749,0.775661592397,0.70809596098,DorothyDay,4,4.01476833977,4.68358135314
126,DorothyDay_test9,10,8.89086794853,"love, worker, retreat, poverti, prison, tri, priest, get, hospit, fr, thing, nonviol, will, say, weav",0.0269522301285,0.0227071292004,0.8,0.2,0.157904973005,0.656007379437,0.723070241361,0.617931343369,DorothyDay,4,4.61071428571,4.06926513597
127,DorothyDay_test10,10,11.1972608566,"get, worker, street, too, room, go, farm, told, tree, talk, night, look, fr, bed, walk",0.0221819290398,0.0201652838342,0.7,0.3,0.137737764852,0.686261154307,0.720228004938,0.628073156997,DorothyDay,4,4.00405405405,3.93960448867
128,DorothyDay_test0,10,13.2748920918,"worker, fr, too, get, talk, love, fear, room, priest, am, i, tri, feel, retreat, go",0.0278193584792,0.0194206542435,0.8,0.2,0.172264731255,0.708948084556,0.728044017538,0.608217256554,DorothyDay,4,4.01476833977,4.13756945465
131,DorothyDay_test22,10,13.3877220154,"negro, get, worker, room, too, i, am, fr, love, go, hope, talk, christ, tri, prayer",0.0258456904864,0.0174840618545,0.9,0.1,0.165601780321,0.685996207463,0.84308371523,0.659844266881,DorothyDay,4,4.31476833977,4.68305051664
132,DorothyDay_test17,10,11.7023901939,"worker, fr, too, go, get, love, i, priest, told, feel, talk, visit, negro, prison, ask",0.0262367870248,0.0230627413591,0.6,0.4,0.175077359515,0.708805064902,0.729541468656,0.664574791944,DorothyDay,4,3.71476833977,4.00266017564
133,DorothyDay_test7,10,10.4854848385,"worker, go, too, room, tri, say, farm, retreat, fr, get, christ, job, talk, answer, cesar",0.0228617558621,0.019628042326,0.6,0.4,0.14491043779,0.666423091204,0.749924702122,0.684854466236,DorothyDay,4,4.00405405405,3.44978575808
136,DorothyDay_test19,10,6.92638802528,"worker, get, christ, love, bed, bread, say, talk, ask, too, woman, night, want, prayer, comfort",0.0266688695528,0.0197173056069,0.8,0.2,0.131919653904,0.718046182948,0.737550088275,0.567994089136,DorothyDay,4,4.01476833977,3.85447326399
142,DorothyDay_test20,10,11.7232019901,"ammon, room, get, prison, too, pilgrimag, worker, prayer, told, talk, go, ask, i, love, farm",0.0239639774896,0.0204295358419,0.6,0.4,0.172416588544,0.735095020634,0.744233568389,0.649655780541,DorothyDay,4,4.01476833977,4.22541427547
143,DorothyDay_test15,10,9.90711021423,"worker, love, too, get, retreat, want, go, prayer, hospit, maurin, room, pray, say, prison, cloth",0.0282185389994,0.0222829579306,0.8,0.2,0.202633204906,0.71647499606,0.736342668817,0.771458605483,DorothyDay,4,5.2,4.95448715595
144,DorothyDay_test5,10,8.83699202538,"worker, room, get, labor, tri, dollar, bed, tenement, fr, walk, i, too, ammon, joy, month",0.0283715462209,0.0204008836339,0.8,0.2,0.169339642603,0.681257433323,0.73138198825,0.750950945903,DorothyDay,4,4.05226833977,4.41199690641
152,Unitarian_test6,10,23.8813381195,"am, i, feel, ask, n, nt, say, get, congreg, love, tell, know, unitarian, cloth, realli",0.0267211195514,0.0179857623414,0.9,0.1,0.120003109504,0.664133745423,0.690781117318,0.624568502577,Unitarian,7,5.50405405405,4.30426873256
155,Unitarian_test3,10,20.1772811413,"let, am, nt, know, love, want, say, i, congreg, s, unitarian, mind, ask, tell, deeper",0.0294192165804,0.0188924529511,0.9,0.1,0.109385631907,0.689136007945,0.742618158914,0.71136791713,Unitarian,7,4.64821428571,3.08560481782
157,Unitarian_test4,10,28.4286811352,"nt, s, i, am, want, know, awar, say, feel, e, talk, love, morn, thing, harm",0.0260755858493,0.0216849465756,0.9,0.1,0.135349386768,0.667558947049,0.680498169287,0.623383021317,Unitarian,7,5.36666666667,4.77769959394
161,Unitarian_test5,10,21.3180680275,"say, get, tell, want, i, am, feel, magic, dont, silenc, s, think, too, talk, love",0.0289345645436,0.0230101860779,0.7,0.3,0.134458148314,0.693034331848,0.69465877096,0.61153880044,Unitarian,7,4.64155405405,4.29923270412
165,Unitarian_test0,10,20.7843220234,"forgiv, love, feel, know, get, luck, say, ask, am, i, ourselv, guilt, bread, gay, gift",0.031540505444,0.0262414954908,0.7,0.3,0.0964497410443,0.574572904743,0.636067480884,0.644732815707,Unitarian,7,4.6,4.01499432453
167,Unitarian_test7,10,20.9360580444,"feel, obstacl, depress, justic, compass, am, say, s, i, get, talk, know, ask, silenc, think",0.0290785053613,0.0208316191197,0.9,0.1,0.107025479996,0.646457730648,0.673314614303,0.474984202407,Unitarian,7,5.5375,4.20979218038
170,Unitarian_test2,10,22.5878939629,"dont, am, i, say, want, know, get, nt, ask, silenc, everyth, realli, bend, talk, tell",0.0263297907211,0.0237595734696,0.8,0.2,0.0975246129063,0.649583840989,0.720916266248,0.609102371634,Unitarian,7,3.8,4.35412477601
177,Unitarian_test8,10,14.921216011,"am, i, grief, say, know, feel, let, love, bread, s, illus, too, dont, thing, get",0.0281601170685,0.0190356909436,0.6,0.4,0.0885048821179,0.614192466478,0.649798318867,0.629510936809,Unitarian,7,5.2,3.91654074293
178,Unitarian_test1,10,22.1365270615,"nt, s, love, am, say, prison, i, ask, know, talk, moment, get, authent, tell, want",0.0319756540879,0.0202208234682,0.9,0.1,0.126532392651,0.686097333826,0.664590683743,0.575167252144,Unitarian,7,4.375,4.16945778569
180,JohnPiper_test8,10,11.2695140839,"spirit, christ, god, vers, s, say, husband, love, worship, grace, glori, exult, mind, thing, jesus",0.0368697111362,0.0160107867605,1.0,0.0,0.139898736268,0.691043067203,0.743243026208,0.755031369819,JohnPiper,4,5.5,5.78114432123
181,JohnPiper_test15,10,12.6680130959,"vers, christ, sin, coven, god, spirit, s, say, fear, nt, jesus, love, will, pray, prayer",0.0318137081935,0.0286979099246,0.7,0.3,0.121678044753,0.670905333721,0.694023204931,0.74273708534,JohnPiper,4,5.54155405405,4.27651271624
184,JohnPiper_test4,10,13.4998919964,"god, vers, s, nt, job, love, christ, sin, say, thing, know, will, let, want, abraham",0.0320320603237,0.0220628889016,0.7,0.3,0.119208990527,0.69542650957,0.715549143992,0.632026763675,JohnPiper,4,4.05226833977,4.01771304189
191,JohnPiper_test13,10,12.3783872128,"vers, god, glori, s, christ, sin, say, promis, jesus, faith, grace, thing, whi, will, hope",0.0328507409396,0.0200276470279,0.6,0.4,0.136283809567,0.704677829908,0.757940608418,0.759624801371,JohnPiper,4,4.07534526285,4.31207532562
194,JohnPiper_test2,10,12.7449450493,"sin, vers, christ, nt, god, say, s, jesus, let, heaven, righteous, persecut, will, love, faith",0.0304249723663,0.0283641261205,0.7,0.3,0.127037128069,0.705865232288,0.690589632857,0.629753637075,JohnPiper,4,4.90405405405,4.46433050475
199,JohnPiper_test11,10,13.7497198582,"christ, vers, love, say, god, nt, endur, s, let, husband, hope, sin, steal, jesus, thing",0.0333254509658,0.0180372123608,0.9,0.1,0.147507030255,0.681417583976,0.682634788304,0.558888532991,JohnPiper,4,3.94166666667,4.23107739947
201,JohnPiper_test7,10,14.4895541668,"prayer, god, vers, say, s, love, pray, job, wisdom, strive, christ, let, baptism, thing, sin",0.034282799256,0.0199949410694,0.8,0.2,0.161324134752,0.714997101283,0.69935210759,0.68917023006,JohnPiper,4,4.08976833977,4.93353017649
205,JohnPiper_test0,10,11.488612175,"vers, christ, s, god, promis, hope, say, sin, etern, husband, nt, abraham, let, grace, jew",0.0317972485862,0.0197897154878,0.8,0.2,0.128131386196,0.639646297234,0.713211320397,0.779589740994,JohnPiper,4,4.36057692308,4.12856005462
208,JohnPiper_test9,10,12.0831511021,"god, s, vers, nt, glori, christ, say, satan, let, zeal, hear, jesus, grace, dull, hope",0.030343460331,0.0249786908944,0.7,0.3,0.111977246744,0.717594704386,0.702875796404,0.738390157021,JohnPiper,4,4.37534526285,4.21020246322
210,JohnPiper_test16,10,11.9676139355,"vers, christ, god, zion, s, say, etern, anxieti, let, nt, faith, whi, salvat, cast, heaven",0.0285902092356,0.0178709674113,0.8,0.2,0.1208251494,0.653797764329,0.683948011736,0.606188942932,JohnPiper,4,5.8375,4.34987505024
213,JohnPiper_test5,10,14.0320270061,"christ, god, vers, say, s, hope, nt, sin, let, prayer, love, will, jesus, marriag, promis",0.0332234524374,0.0205139271553,0.9,0.1,0.141732330197,0.713722895766,0.735771297,0.646273875752,JohnPiper,4,4.65226833977,4.10423462011
217,JohnPiper_test14,10,12.1879742146,"god, grace, vers, love, s, christ, say, pride, spirit, nt, bless, jesus, glori, promis, listen",0.0411202678653,0.0173526823003,1.0,0.0,0.101611888013,0.659140790053,0.717624591584,0.71824727449,JohnPiper,4,4.34821428571,4.58068384755
221,JohnPiper_test3,10,12.283654213,"vers, god, christ, s, say, glori, grace, nt, whi, sin, thing, jesus, know, spirit, refin",0.0322934477291,0.0252379015876,0.6,0.4,0.112691440772,0.658395589003,0.697844712176,0.506736893434,JohnPiper,4,4.3375,3.92440187633
226,JohnPiper_test12,10,14.0103960037,"vers, god, christ, s, say, sin, nt, love, let, fear, whi, jesus, worm, priest, save",0.0280780234642,0.0237970951315,0.6,0.4,0.147306237708,0.702995566038,0.720807299662,0.617346322853,JohnPiper,4,4.01476833977,4.06798476552
229,JohnPiper_test1,10,11.6241579056,"vers, god, s, spirit, worship, say, will, glori, gift, circumcis, nt, jesus, jew, etern, grace",0.0285482136908,0.0208872986697,0.9,0.1,0.116828338402,0.710136568254,0.709244168696,0.603165911573,JohnPiper,4,4.65226833977,3.89375553578
231,JohnPiper_test17,10,14.1430900097,"grace, vers, jesus, christ, god, s, say, prayer, gospel, let, want, nt, fulfil, am, glori",0.0276149996814,0.0188603466794,0.7,0.3,0.147701825744,0.689837148737,0.722301395294,0.771571462711,JohnPiper,4,4.01476833977,3.7497301197
233,JohnPiper_test10,10,10.114661932,"vers, god, christ, s, joy, nt, say, exult, etern, truth, jesus, will, assur, hope, suppress",0.0383515435975,0.0230302547399,0.9,0.1,0.102288367275,0.65028407716,0.724332740846,0.704640981555,JohnPiper,4,4.04821428571,4.05668458976
235,JohnPiper_test6,10,13.8351590633,"hope, glori, vers, god, say, s, nt, fear, desir, christ, love, pray, let, thing, faith",0.0326135057676,0.0280857752577,0.5,0.5,0.135234678751,0.68803534651,0.680530631347,0.545462345022,JohnPiper,4,4.26666666667,3.73479652262
240,WBC_test11,10,16.7078180313,"shall, sin, unto, ye, s, christ, bless, curs, scriptur, say, god, thou, nt, heaven, bibl",0.0258244458249,0.0263566943618,0.5,0.5,0.239626826272,0.716355033734,0.777961992877,0.784052923088,WBC,1,6.8,4.28907249797
241,WBC_test3,10,15.9878470898,"shall, unto, ye, joy, s, god, christ, heaven, lord, say, baptist, thou, prophet, sermon, let",0.0285836704277,0.025914261612,0.6,0.4,0.184253838897,0.611653639271,0.700540669097,0.726501117467,WBC,1,2.0375,1.88461031488
244,WBC_test6,10,13.9828519821,"shall, unto, god, ye, lord, thou, s, say, sermon, wit, ie, hath, christ, sunday, belov",0.0269508797447,0.0303353053282,0.3,0.7,0.164679062226,0.596864522117,0.779313472745,0.778695792715,WBC,1,1.0,0.91451998524
246,WBC_test1,10,13.8490140438,"shall, unto, ye, s, christ, lord, god, wit, thou, thing, ie, belov, coven, love, judgment",0.0305045152033,0.02518460176,0.6,0.4,0.196857156353,0.535982849209,0.779789469379,0.723477513511,WBC,1,3.3375,2.00080961288
249,WBC_test8,10,15.0916450024,"shall, unto, ye, thou, thee, god, lord, s, wait, thi, let, christ, sin, say, belov",0.0287675555147,0.0255966395046,0.7,0.3,0.186690753515,0.58968309825,0.736178560232,0.722447196967,WBC,1,1.9375,2.35832245736
253,WBC_test12,10,21.9672110081,"shall, unto, god, christ, thou, s, ye, hell, lord, thi, wrath, let, will, belov, thing",0.0233851357694,0.0297163580925,0.4,0.6,0.198959122601,0.625365758748,0.778619661655,0.842616176825,WBC,1,1.0,1.61580017454
254,WBC_test4,10,15.6885089874,"unto, shall, christ, lord, ye, thou, god, thing, thee, s, sin, forget, say, hath, wit",0.0288354093228,0.0264774394985,0.5,0.5,0.195094318739,0.620747780186,0.724364834876,0.671082735539,WBC,1,3.2,1.45405263007
257,WBC_test10,10,20.5638771057,"shall, crook, unto, lot, s, spirit, god, ye, sin, christ, thing, lord, soul, thi, thou",0.0308708197152,0.0272781356859,0.7,0.3,0.202310111648,0.611719778646,0.788723197803,0.721326093954,WBC,1,5.1,3.22721546553
258,WBC_test2,10,14.6150140762,"unto, shall, ye, lord, christ, god, thi, heaven, coven, angel, thou, mose, s, hath, belov",0.0309521795725,0.0219118679212,0.7,0.3,0.17542383861,0.59214772108,0.818005742465,0.846023469633,WBC,1,4.26057692308,4.80880613572
263,WBC_test0,10,13.9959537983,"shall, unto, ye, god, s, satan, hath, heaven, thou, christ, hell, lord, jesus, sermon, etern",0.0251003738808,0.0307706611951,0.3,0.7,0.163234110603,0.643202915959,0.697668485147,0.512303889674,WBC,1,1.6,3.10643260361
269,WBC_test7,10,16.5188519955,"shall, unto, glori, s, god, ye, lord, christ, spirit, righteous, wit, belov, thou, let, heaven",0.0318023352168,0.0214764212841,0.8,0.2,0.236359577669,0.605481687348,0.775438509608,0.841705667689,WBC,1,6.6,5.94600605597
274,WBC_test9,10,15.2374920845,"unto, shall, ye, sin, lord, s, god, wit, belov, christ, thou, say, repent, let, thing",0.0260960318485,0.0292511978602,0.5,0.5,0.147639866477,0.553218017943,0.775959936812,0.821651502511,WBC,1,1.3,1.42359990857
278,WBC_test5,10,15.4851398468,"shall, unto, ye, thi, god, lord, thou, hath, s, thee, thing, say, sin, christ, let",0.025683208665,0.0286012830577,0.3,0.7,0.196248463373,0.652163934386,0.729349914704,0.750688597721,WBC,1,2.2,1.35990077239
279,PastorAnderson_test5,10,49.3896028996,"s, re, nt, say, go, get, unto, know, let, vers, bibl, preach, shall, want, save",0.0235070896342,0.0243321662961,0.5,0.5,0.071584998494,0.651113830083,0.686428282156,0.782181676581,PastorAnderson,2,2.0,2.47577247375
285,PastorAnderson_test1,10,54.4686229229,"s, re, nt, say, get, go, bibl, want, know, save, let, vers, thing, unto, christ",0.0261620581484,0.0188822913522,0.9,0.1,0.0638458775016,0.643877718916,0.723761659481,0.746323441494,PastorAnderson,2,2.1,1.90273408354
288,PastorAnderson_test4,10,50.3462021351,"s, re, nt, say, get, go, bibl, let, vers, want, thing, know, look, talk, lot",0.02778508402,0.0183590739662,0.9,0.1,0.110066410512,0.727650747265,0.720968764334,0.841258919862,PastorAnderson,2,4.31071428571,2.90337506148
289,PastorAnderson_test3,10,51.4404489994,"s, re, nt, say, get, bibl, vers, go, talk, want, know, whi, save, sin, look",0.0238144069938,0.018475869893,0.7,0.3,0.0681879277141,0.684964081709,0.697737789638,0.602761006665,PastorAnderson,2,2.8,3.63450077599
293,PastorAnderson_test6,10,64.8953688145,"s, say, re, nt, get, bibl, go, want, let, vers, know, whi, thing, god, chapter",0.0238994639908,0.0194999002536,0.7,0.3,0.0704877560457,0.595673316943,0.711951130801,0.709306051001,PastorAnderson,2,2.1,2.29946873969
297,PastorAnderson_test0,10,46.6261160374,"s, re, nt, say, bibl, go, get, want, let, vers, unto, whi, god, talk, shall",0.0251957772967,0.0211962868566,0.7,0.3,0.0844814529241,0.662866335046,0.68101525856,0.665923773118,PastorAnderson,2,3.7,3.87403369534
300,PastorAnderson_test2,10,51.7655360699,"s, nt, re, say, get, bibl, go, know, want, vers, let, whi, unto, talk, look",0.0273029759344,0.0209578291336,0.8,0.2,0.0712527175842,0.659368188823,0.76668711956,0.685223632783,PastorAnderson,2,2.2,2.68495960964
303,NaumanKhan_test0,10,20.2652449608,"allah, know, don't, say, get, na, talk, want, nt, gon, thing, quran, happen, whi, guy",0.0191300575609,0.0180255487906,0.6,0.4,0.184253034426,0.696356660425,0.671146482002,0.665014443416,NaumanKhan,3,3.66666666667,3.65066818121
308,NaumanKhan_test2,10,33.228935957,"allah, don't, say, know, get, want, talk, someth, go, thing, prophet, wa, am, messeng, ask",0.0204568220725,0.0125174600302,0.9,0.1,0.186913247986,0.799743396596,0.682075505645,0.734273396609,NaumanKhan,3,3.9,4.36681489747
310,NaumanKhan_test1,10,27.483217001,"allah, nt, s, say, know, someth, get, re, talk, thing, go, quran, na, want, ask",0.0205766851487,0.017976848678,0.6,0.4,0.127183802355,0.715637845935,0.610366198135,0.477646176945,NaumanKhan,3,4.0,3.56321984645
313,Rabbinic_test5,10,11.1027560234,"synagogu, rabbi, jew, don't, ask, know, jewish, convers, want, israel, whi, answer, journey, torah, jewri",0.0204432419229,0.0174010464449,0.6,0.4,0.232981494725,0.735894995924,0.707649838868,0.707179649732,Rabbinic,6,5.8,5.3790337051
317,Rabbinic_test2,10,10.5264379978,"israel, am, isra, torah, moment, samson, jewish, keter, know, rabbi, whi, jew, abraham, mose, want",0.0213782118134,0.0138535622576,1.0,0.0,0.226170302749,0.777423792088,0.711299909829,0.711408234823,Rabbinic,6,6.0,4.84895714329
320,Rabbinic_test0,10,9.99295401573,"mose, torah, israel, rabbi, jewri, jew, jewish, know, god, borowitz, moment, rabin, judaism, promis, isaac",0.0212148571385,0.0163005027264,0.7,0.3,0.257874588239,0.7544507482,0.686267652083,0.621648001042,Rabbinic,6,6.0,4.58522207089
321,Rabbinic_test3,10,10.741973877,"failur, ourselv, ask, know, kaplan, mose, rabbi, complaint, god, steinberg, tri, israel, plagu, perfect, fail",0.0233243101876,0.0242790778288,0.5,0.5,0.211315879254,0.73952079906,0.701624880935,0.736486556854,Rabbinic,6,4.6,4.42202751275
322,Rabbinic_test4,10,10.7666730881,"mose, moment, ask, birthright, jewish, know, jew, goldston, memori, israel, rabbi, rememb, esther, don't, let",0.0200790077005,0.0197294397697,0.5,0.5,0.186917555588,0.766550872318,0.710135261813,0.727602445834,Rabbinic,6,4.20405405405,4.65096287557
325,Rabbinic_test1,10,11.3818600178,"apolog, rabbi, moment, mose, jew, jewish, know, ghetto, ourselv, elisha, israel, god, steinberg, ask, synagogu",0.0194351721268,0.0234331491445,0.5,0.5,0.221041891066,0.761857950043,0.734448743283,0.715050278891,Rabbinic,6,5.8,5.46830071965
