,Unnamed: 0,groupId,files,timeRun,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
54,253,Shepherd_test11,10,71.1096980572,0.0992170409228,0.0589210486497,1.0,0.0,20.1,0.0628157350001,0.598321985404,0.575428962358,Shepherd,4,4.0,4.23832253178
55,255,Shepherd_test00,10,63.372232914,0.100795798001,0.0573246169442,1.0,0.0,19.0,0.0797683628543,0.572089733428,0.488591341669,Shepherd,4,4.0,3.95604577883
58,270,Shepherd_test18,10,55.7335300446,0.104402217354,0.0474064827984,0.9,0.1,16.1,0.0595791079112,0.564707273383,0.578309060092,Shepherd,4,4.0,4.05868369229
59,271,Shepherd_test09,10,60.2773411274,0.109476765466,0.0480608164476,1.0,0.0,13.9,0.0491384160926,0.592693433695,0.696256937251,Shepherd,4,4.3,4.00852154787
65,310,Shepherd_test17,10,58.668918848,0.0970573195645,0.0619153707363,1.0,0.0,19.6,0.082025035584,0.61756017378,0.578288512501,Shepherd,4,4.6,4.226632777
66,313,Shepherd_test02,10,66.5726528168,0.0991451564677,0.0587655147332,1.0,0.0,16.5,0.0689682633244,0.598915962655,0.648333184002,Shepherd,4,4.0,4.03762247346
72,354,Shepherd_test12,10,21.4693059921,0.0906368671081,0.0606686754415,0.9,0.1,13.6,0.0550486400345,0.579732623075,0.564960193769,Shepherd,4,4.3,3.87168007704
75,34,Unitarian_test06,10,88.3660051823,0.10375398816,0.0540430183328,1.0,0.0,29.2,0.120782054115,0.64675854337,0.609712542685,Unitarian,7,7.0,6.1057429476
80,95,Unitarian_test04,10,91.1350500584,0.102090067486,0.0513047325658,1.0,0.0,25.4,0.100751890135,0.636591620389,0.42117967489,Unitarian,7,7.0,4.5551604316
83,144,Unitarian_test03,10,81.8407278061,0.0961052411304,0.0483331741456,1.0,0.0,25.2,0.130031713695,0.683372411376,0.686974897374,Unitarian,7,6.7,4.48980218629
86,189,Unitarian_test01,10,82.5352110863,0.0941453724187,0.0571279320568,0.9,0.1,21.3,0.0952168928262,0.666701442261,0.64967970498,Unitarian,7,4.0,4.10759805103
92,240,Unitarian_test07,10,80.9636731148,0.102997754573,0.040766434352,1.0,0.0,25.3,0.107597570468,0.674403511512,0.682640805446,Unitarian,7,7.0,5.0271272583
96,286,Unitarian_test02,10,87.3435308933,0.104847291198,0.0416466802441,1.0,0.0,22.6,0.0845709858091,0.645773521504,0.49549153612,Unitarian,7,6.4,4.87135057523
97,299,Unitarian_test05,10,66.7229630947,0.107102042835,0.0452320728674,1.0,0.0,20.8,0.105930522203,0.671450570079,0.722084981,Unitarian,7,4.9,4.59815246127
100,340,Unitarian_test00,10,34.539509058,0.107938662511,0.0440487333929,1.0,0.0,27.5,0.110478657709,0.721156622344,0.789014767422,Unitarian,7,6.1,4.2589795481
102,4,MehrBaba_test01,10,45.0128700733,0.109412549924,0.0500354060445,1.0,0.0,16.7,0.164514576169,0.634689627902,0.74428923081,MehrBaba,8,5.2,5.78418264722
105,42,MehrBaba_test04,10,51.7740328312,0.108963348053,0.0526649978997,1.0,0.0,18.4,0.194739438265,0.753841065455,0.639844176803,MehrBaba,8,5.6,6.65580463084
108,103,MehrBaba_test02,10,44.2702720165,0.109105955819,0.0513562643371,0.9,0.1,20.5,0.247859144949,0.766683396327,0.684764296365,MehrBaba,8,8.0,7.63357279135
114,160,MehrBaba_test00,10,29.8697299957,0.122738956747,0.0487176234224,1.0,0.0,16.5,0.258125658172,0.711814911275,0.665690735651,MehrBaba,8,8.0,8.42476896073
116,197,MehrBaba_test07,10,35.9967780113,0.115872210492,0.0394502491961,1.0,0.0,18.1,0.263268320734,0.757189823436,0.56891750863,MehrBaba,8,8.0,7.68094353261
120,247,MehrBaba_test05,10,41.7389681339,0.109736662204,0.0446606902105,1.0,0.0,23.9,0.297579671835,0.725595454278,0.597576953266,MehrBaba,8,8.0,8.05531467642
123,305,MehrBaba_test03,10,35.2216360569,0.11459151174,0.0521979960434,1.0,0.0,17.3,0.251702292272,0.78197736591,0.727641951548,MehrBaba,8,8.0,8.09490681113
126,349,MehrBaba_test06,10,19.8363091946,0.119775357663,0.0485303343973,1.0,0.0,21.4,0.236231914079,0.665648701056,0.614735872428,MehrBaba,8,8.0,8.47485798333
131,10,JohnPiper_test02,10,57.2374749184,0.0934927053786,0.0610478928914,0.9,0.1,22.0,0.146053451164,0.65620658825,0.663607061153,JohnPiper,4,4.9,3.71778847959
133,18,JohnPiper_test15,10,54.7890651226,0.106615107298,0.0497224043357,0.9,0.1,19.3,0.122035508337,0.676491741067,0.782449589744,JohnPiper,4,4.0,4.55748419062
137,49,JohnPiper_test05,10,53.8051068783,0.106972318453,0.0595273875069,0.9,0.1,21.3,0.138632429643,0.776933444836,0.723333021632,JohnPiper,4,4.6,4.30561878036
140,76,JohnPiper_test13,10,48.1068120003,0.100382494229,0.0511060254244,1.0,0.0,17.5,0.11370661401,0.689575344349,0.673451269958,JohnPiper,4,4.0,3.98443873278
142,91,JohnPiper_test08,10,52.2771370411,0.102092872899,0.0531142078382,1.0,0.0,19.9,0.124009565371,0.660736281809,0.757084949134,JohnPiper,4,4.0,4.27830978564
146,115,JohnPiper_test07,10,49.2420630455,0.104574446354,0.0491361559848,1.0,0.0,19.5,0.124301863225,0.732737822878,0.814743633545,JohnPiper,4,4.0,3.93152385433
153,140,JohnPiper_test11,10,45.7777030468,0.102078313931,0.0450327309667,1.0,0.0,18.8,0.129753126645,0.672885852214,0.740960894647,JohnPiper,4,4.0,4.38432964206
156,168,JohnPiper_test01,10,53.8927280903,0.0987073674817,0.0514960349089,0.9,0.1,20.8,0.158347156749,0.6973107873,0.73440060233,JohnPiper,4,4.0,4.42841078937
158,177,JohnPiper_test16,10,58.1100029945,0.0940736845388,0.0470777831528,1.0,0.0,19.9,0.118246340014,0.669766930488,0.766357743128,JohnPiper,4,4.3,3.96724087077
160,204,JohnPiper_test04,10,49.8422379494,0.104274596006,0.0553574032818,0.8,0.2,18.0,0.133990180952,0.70539316342,0.75404820358,JohnPiper,4,3.7,4.07577883705
163,217,JohnPiper_test03,10,58.9514510632,0.099746700115,0.0445469759082,1.0,0.0,19.7,0.121318918521,0.663494536473,0.641412175362,JohnPiper,4,4.6,4.6508594517
166,225,JohnPiper_test14,10,58.0761470795,0.100764506485,0.0429957750324,0.9,0.1,19.9,0.117049806124,0.719331176051,0.684230561864,JohnPiper,4,4.0,4.15301146902
171,256,JohnPiper_test06,10,54.2966969013,0.0967125338223,0.0565242466784,0.9,0.1,17.6,0.114850968298,0.62622898488,0.555756953293,JohnPiper,4,4.3,4.09695046624
175,281,JohnPiper_test12,10,48.6199860573,0.0919696795263,0.05169990835,1.0,0.0,21.5,0.152125407506,0.681733378796,0.684891326656,JohnPiper,4,4.0,4.09321123276
176,296,JohnPiper_test09,10,55.8144538403,0.104335259578,0.0516653792994,0.9,0.1,18.7,0.126691588652,0.736845074795,0.641288963165,JohnPiper,4,4.0,4.42263726299
179,314,JohnPiper_test00,10,65.2903602123,0.0986247160815,0.0464823789499,1.0,0.0,17.0,0.117645520948,0.689436225098,0.652884341426,JohnPiper,4,4.0,4.04523599397
186,336,JohnPiper_test10,10,21.5679450035,0.102353190454,0.0610607918883,0.8,0.2,22.2,0.142128820972,0.675903715095,0.582373853738,JohnPiper,4,3.4,3.9019165389
188,11,DorothyDay_test02,10,34.4095978737,0.0902126969714,0.0374504464518,1.0,0.0,10.5,0.15475261126,0.741448580682,0.73913486402,DorothyDay,4,4.0,3.90347613654
189,12,DorothyDay_test13,10,32.2183690071,0.0917613965763,0.0413384966187,1.0,0.0,11.1,0.148116559954,0.691477652207,0.70088092474,DorothyDay,4,4.0,3.79257457836
199,52,DorothyDay_test07,10,43.5235950947,0.085439391023,0.0333887999479,1.0,0.0,15.2,0.172241864308,0.719627357651,0.699379269766,DorothyDay,4,4.0,3.86149437242
200,54,DorothyDay_test16,10,36.0753009319,0.0909768798,0.0410359133849,1.0,0.0,11.6,0.133264746809,0.744750344408,0.816188906365,DorothyDay,4,4.0,3.82826135327
201,65,DorothyDay_test11,10,44.4994020462,0.090280313714,0.0318692164449,1.0,0.0,16.7,0.183520125353,0.700738017178,0.634052727953,DorothyDay,4,4.0,3.86821957172
202,78,DorothyDay_test18,10,39.1912808418,0.0858850797384,0.0290669157264,1.0,0.0,15.3,0.171647263422,0.744696890502,0.675064695251,DorothyDay,4,4.0,3.78174018393
212,116,DorothyDay_test21,10,58.4622368813,0.0859108588806,0.0339847326258,1.0,0.0,22.6,0.200972302515,0.716078899634,0.648251855006,DorothyDay,4,3.5,3.75205260919
213,117,DorothyDay_test01,10,52.5922539234,0.0881315999121,0.0366018245255,1.0,0.0,21.6,0.208794926043,0.752277963053,0.76264793735,DorothyDay,4,4.5,4.25122193931
214,119,DorothyDay_test14,10,45.6980330944,0.0850881196189,0.038782696331,1.0,0.0,18.8,0.187040778432,0.735850626725,0.565769881834,DorothyDay,4,4.3,3.90890044432
224,169,DorothyDay_test03,10,58.1491861343,0.0866991934031,0.0369068125985,1.0,0.0,21.8,0.173530064623,0.726539589927,0.51875047326,DorothyDay,4,4.0,3.75223630679
225,170,DorothyDay_test12,10,47.7177798748,0.0858088639589,0.0288970637455,1.0,0.0,18.5,0.179047441795,0.744869910299,0.623258780998,DorothyDay,4,4.0,3.62297609582
227,178,DorothyDay_test08,10,74.0340640545,0.084924203634,0.0375740605176,1.0,0.0,26.2,0.187717993681,0.7355156218,0.677547779256,DorothyDay,4,4.0,3.70500978381
235,206,DorothyDay_test04,10,35.0013899803,0.0799568069587,0.0438281157116,1.0,0.0,11.6,0.16064494493,0.690332555544,0.768515717969,DorothyDay,4,4.0,3.9605670121
236,218,DorothyDay_test10,10,42.5232110023,0.092188274172,0.0354499225611,1.0,0.0,14.6,0.144220639436,0.746694580106,0.830979692206,DorothyDay,4,4.0,3.83065763562
241,258,DorothyDay_test22,10,45.3955430984,0.101011856798,0.0415799504616,1.0,0.0,17.4,0.158910990211,0.716165129252,0.677278478565,DorothyDay,4,4.0,4.6397119704
242,259,DorothyDay_test06,10,58.7442140579,0.0859627183362,0.034893343026,1.0,0.0,19.2,0.150945334157,0.724584511479,0.585630650592,DorothyDay,4,4.0,3.76004001551
244,262,DorothyDay_test17,10,40.0928778648,0.0837529815415,0.0334367327597,1.0,0.0,13.9,0.147828711828,0.723830909708,0.694466917052,DorothyDay,4,4.0,4.00969777647
247,282,DorothyDay_test19,10,49.9397189617,0.0892267567335,0.0432045502058,0.9,0.1,18.7,0.175868780314,0.694028328208,0.753638874585,DorothyDay,4,4.0,4.10143031488
256,315,DorothyDay_test20,10,26.4156630039,0.0953681113637,0.0344822553889,1.0,0.0,10.7,0.189086204651,0.716957351315,0.67019684294,DorothyDay,4,4.0,4.34103181337
257,316,DorothyDay_test00,10,49.5667920113,0.0903666061395,0.0333927715832,1.0,0.0,17.0,0.182329198273,0.720924912637,0.661481140842,DorothyDay,4,4.0,3.91962317633
258,318,DorothyDay_test15,10,58.4286520481,0.0832061905682,0.0371222921687,1.0,0.0,16.5,0.151160248166,0.73774080189,0.659292250529,DorothyDay,4,4.0,4.04444812217
259,328,DorothyDay_test09,10,12.9714119434,0.0920558120994,0.0314470060879,1.0,0.0,13.1,0.17278186931,0.732951495695,0.647424293735,DorothyDay,4,4.0,3.85984421379
266,357,DorothyDay_test05,10,11.8497641087,0.092930730926,0.0420039693111,1.0,0.0,10.9,0.156094751602,0.712933092862,0.762984837576,DorothyDay,4,4.6,3.8289769346
267,13,Rabbinic_test02,10,41.7409038544,0.0981279108857,0.0338581057346,1.0,0.0,18.7,0.249872669916,0.695385076842,0.533771535862,Rabbinic,6,6.0,5.61160559817
269,66,Rabbinic_test04,10,43.7128341198,0.0935000532754,0.0359028279868,1.0,0.0,21.3,0.277714605044,0.695983871261,0.661865104829,Rabbinic,6,6.0,5.74843106452
274,171,Rabbinic_test01,10,54.1104440689,0.0987806282856,0.0379843960308,1.0,0.0,24.6,0.264757144625,0.676798896687,0.65973014183,Rabbinic,6,5.7,6.63206922376
276,219,Rabbinic_test03,10,61.3048200607,0.0959603370711,0.0450357064646,0.9,0.1,28.0,0.247737490866,0.710934179307,0.628170626643,Rabbinic,6,5.5,5.32007930557
282,319,Rabbinic_test00,10,39.8818101883,0.0966018726699,0.034331279322,1.0,0.0,20.4,0.301042802209,0.708699593947,0.491940049048,Rabbinic,6,6.0,5.60550886213
286,28,WBC_test11,10,68.9269440174,0.0839445769154,0.0663882543462,0.6,0.4,30.5,0.208565455348,0.712362943187,0.615145698783,WBC,1,1.1,0.805642639396
287,47,WBC_test06,10,65.4065480232,0.0808209386248,0.0744353830128,0.5,0.5,26.3,0.177817993689,0.769895440737,0.786084980698,WBC,1,1.0,1.03552984425
297,113,WBC_test00,10,57.7201590538,0.0763095326761,0.0863402922665,0.4,0.6,25.6,0.177687712626,0.716299658708,0.663059270774,WBC,1,1.0,1.44479490536
300,141,WBC_test12,6,42.1656310558,0.0813077266775,0.0680547156406,0.833333333333,0.166666666667,33.3333333333,0.2066552358,0.748982926007,0.689617914719,WBC,1,1.4,1.33431224274
302,151,WBC_test05,10,60.5848639011,0.0817536773204,0.0749246108211,0.6,0.4,27.8,0.180149915765,0.77673685968,0.606805145103,WBC,1,1.0,1.38300826001
303,166,WBC_test02,10,59.7807610035,0.0863755467012,0.0771705285724,0.6,0.4,27.8,0.195331256828,0.711048572184,0.731385074646,WBC,1,1.0,0.648344364809
307,186,WBC_test10,10,59.0703089237,0.0747127633563,0.0747936573362,0.5,0.5,21.9,0.164479643618,0.724736375319,0.696503702341,WBC,1,1.3,1.22213392181
308,203,WBC_test07,10,67.6503829956,0.0793616255278,0.0766965731154,0.5,0.5,29.8,0.212708920083,0.740427429534,0.842861014717,WBC,1,1.0,0.842859208589
310,228,WBC_test09,10,58.7204499245,0.0788795818627,0.0740903708656,0.6,0.4,21.6,0.168428446857,0.720486034013,0.750957570235,WBC,1,1.3,0.933616753058
313,237,WBC_test08,10,61.8654611111,0.0759551381204,0.0686930705614,0.8,0.2,25.5,0.171399555524,0.714790237594,0.738500476968,WBC,1,1.0,1.58181398673
315,254,WBC_test01,10,62.4793190956,0.0880034465442,0.0805399992809,0.6,0.4,26.1,0.17684678955,0.716540843087,0.731325342924,WBC,1,1.0,0.783211995285
321,312,WBC_test03,10,61.4346699715,0.0779987191853,0.0700874529309,0.8,0.2,24.4,0.200511572098,0.716633812058,0.736886219184,WBC,1,1.3,1.3124629336
326,355,WBC_test04,10,28.2996931076,0.0872426312238,0.078337362047,0.6,0.4,30.2,0.166395816416,0.676918687125,0.692719252618,WBC,1,1.0,0.798880144612
327,24,PastorAnderson_test01,10,211.578074932,0.0876423263653,0.045402435239,0.9,0.1,58.8,0.0734569435405,0.702509787113,0.661879196544,PastorAnderson,2,2.0,1.93448369265
330,73,PastorAnderson_test06,9,178.099220991,0.0889779778859,0.0514694892422,1.0,0.0,56.4444444444,0.0782208104255,0.701525019492,0.630977015847,PastorAnderson,2,3.0,2.58753844827
334,136,PastorAnderson_test04,10,214.412400961,0.0834530060863,0.0542469577245,0.9,0.1,57.9,0.0739429336523,0.692634308349,0.678103934518,PastorAnderson,2,2.0,1.79304118646
337,183,PastorAnderson_test02,10,235.590332985,0.08257347989,0.0459170609146,1.0,0.0,60.6,0.0686509882165,0.697438637156,0.796835850471,PastorAnderson,2,2.0,1.98149535758
339,233,PastorAnderson_test00,10,203.506941795,0.0802639141622,0.0461244777276,1.0,0.0,58.4,0.0669847335501,0.752531815088,0.756878620396,PastorAnderson,2,2.0,1.98772538576
344,277,PastorAnderson_test05,10,200.281467915,0.0841955415529,0.0489094391045,1.0,0.0,60.2,0.0818297017457,0.730830486949,0.817202876686,PastorAnderson,2,2.0,2.14025391164
348,331,PastorAnderson_test03,10,80.2095429897,0.0920440580621,0.0493412617639,1.0,0.0,63.9,0.0876302299428,0.706447342386,0.739805564776,PastorAnderson,2,4.5,2.30841069953
350,29,NaumanKhan_test00,10,109.285180092,0.0819861568082,0.0331191539964,1.0,0.0,35.4,0.112528156308,0.632838913869,0.639932201656,NaumanKhan,3,2.7,3.14115944878
351,32,NaumanKhan_test01,10,108.823385,0.0864716984675,0.0433157196276,1.0,0.0,28.8,0.108695693884,0.56703420963,0.517644227143,NaumanKhan,3,4.0,3.56766554204
353,90,NaumanKhan_test02,6,65.2793900967,0.0852040036648,0.032434448122,1.0,0.0,34.8333333333,0.117117463508,0.639702744418,0.730200612723,NaumanKhan,3,2.8,3.82632255933
